cik,name,name_clean,ticker,gvkey,sic,name_source
0000025475,CRAWFORD & CO,crawford,CRDA,3581,6411.0,crosswalk
0000025598,ONEMAIN FINANCE CORP,onemain finance,,3591,6141.0,crosswalk
0000025895,CROWN CRAFTS INC,crown crafts,CRWS,3622,2211.0,crosswalk
0000026058,CTS CORP,cts,CTS,2577,3670.0,crosswalk
0000026076,CUBIC CORP,cubic,,3639,3578.0,crosswalk
0000026172,CUMMINS INC,cummins,CMI,3650,3510.0,crosswalk
0000026324,CURTISS-WRIGHT CORP,curtisswright,CW,3662,3728.0,crosswalk
0000026780,DANA INC,dana,DAN,3734,3714.0,crosswalk
0000027419,TARGET CORP,target,TGT,3813,5331.0,crosswalk
0000027430,DAYTON POWER & LIGHT INC,dayton power light,,12612,4931.0,crosswalk
0000027673,DEERE (JOHN) CAPITAL CORP,deere john capital,,3836,6153.0,crosswalk
0000027879,DELMARVA POWER & LIGHT CO,delmarva power light,,114789,4911.0,crosswalk
0000027996,DELUXE CORP,deluxe,DLX,3863,2780.0,crosswalk
0000028412,COMERICA INC,comerica,CMA,3231,6020.0,crosswalk
0000028823,DIEBOLD NIXDORF INC,diebold nixdorf,DBD,3946,3578.0,crosswalk
0000029002,DIODES INC,diodes,DIOD,3969,3674.0,crosswalk
0000029534,DOLLAR GENERAL CORP,dollar general,DG,4016,5331.0,crosswalk
0000029644,DONALDSON CO INC,donaldson,DCI,4036,3714.0,crosswalk
0000029905,DOVER CORP,dover,DOV,4058,3559.0,crosswalk
0000029915,Dow Chemical Co,dow chemical,DOW,,2821.0,ticker_map
0000029989,OMNICOM GROUP INC,omnicom,OMC,4066,7311.0,crosswalk
0000030305,DUCOMMUN INC,ducommun,DCO,4091,3728.0,crosswalk
0000030371,DUKE ENERGY CAROLINAS LLC,duke energy carolinas,DUK,180942,4911.0,crosswalk
0000030554,DU PONT (E I) DE NEMOURS,du pont e i de nemours,DD,4087,2820.0,crosswalk
0000030625,FLOWSERVE CORP,flowserve,FLS,4108,3561.0,crosswalk
0000030697,WENDY'S CO,wendys,WEN,3708,5812.0,crosswalk
0000031107,EASTERN CO,eastern,EML,4186,3420.0,crosswalk
0000031235,EASTMAN KODAK CO,eastman kodak,KODK,4194,3861.0,crosswalk
0000031462,ECOLAB INC,ecolab,ECL,4213,2842.0,crosswalk
0000031791,REVVITY INC,revvity,PKI,4145,3826.0,crosswalk
0000032604,EMERSON ELECTRIC CO,emerson electric,EMR,4321,3823.0,crosswalk
0000033185,EQUIFAX INC,equifax,EFX,4423,7323.0,crosswalk
0000033992,KINGSTONE COS INC,kingstone cos,KINS,4485,6331.0,crosswalk
0000034067,DMC GLOBAL INC,dmc global,BOOM,4497,3533.0,crosswalk
0000034285,RELIABILITY INC,reliability,RLBY,35849,7361.0,crosswalk
0000034563,FARMER BROS CO,farmer bros,FARM,4579,2090.0,crosswalk
0000034782,1ST SOURCE CORP,1st source,SRCE,15199,6020.0,crosswalk
0000035527,FIFTH THIRD BANCORP,fifth third bancorp,FITB,4640,6020.0,crosswalk
0000036029,FIRST FINL BANKSHARES INC,first finl bankshares,FFIN,29101,6020.0,crosswalk
0000036047,CORELOGIC INC,corelogic,,12796,7374.0,crosswalk
0000036104,US BANCORP,us bancorp,USB,4723,6020.0,crosswalk
0000036146,TRUSTMARK CORP,trustmark,TRMK,4685,6020.0,crosswalk
0000036270,M&T BANK CORP,mt bank,MTB,4699,6020.0,crosswalk
0000036377,FIRST HAWAIIAN INC,first hawaiian,,27665,6020.0,crosswalk
0000036966,FIRST HORIZON CORP,first horizon,FHN,4737,6020.0,crosswalk
0000037634,FLORIDA POWER & LIGHT CO,florida power light,,4798,4911.0,crosswalk
0000037637,DUKE ENERGY FLORIDA INC,duke energy florida,,4799,4911.0,crosswalk
0000037785,FMC CORP,fmc,FMC,4510,2870.0,crosswalk
0000037808,F N B CORP/FL,f n b corpfl,FNB,18049,6020.0,crosswalk
0000037996,FORD MOTOR CO,ford motor,F,4839,3711.0,crosswalk
0000038009,FORD MOTOR CREDIT CO LLC,ford motor credit,,4840,6159.0,crosswalk
0000038264,FORWARD INDUSTRIES INC,forward industries,FORD,62262,8711.0,crosswalk
0000038777,FRANKLIN RESOURCES INC,franklin resources,BEN,4885,6282.0,crosswalk
0000039263,CULLEN/FROST BANKERS INC,cullenfrost bankers,CFR,3643,6020.0,crosswalk
0000039899,TEGNA INC,tegna,GCI,4988,4833.0,crosswalk
0000039911,GAP INC,gap,GPS,4990,5651.0,crosswalk
0000040211,GATX CORP,gatx,GMT,4941,4700.0,crosswalk
0000040533,GENERAL DYNAMICS CORP,general dynamics,GD,5046,3721.0,crosswalk
0000040545,GE AEROSPACE,ge aerospace,GE,5047,3724.0,crosswalk
0000040570,GEE GROUP INC,gee,JOB,5050,7361.0,crosswalk
0000040729,ALLY FINANCIAL INC,ally financial,,5072,6172.0,crosswalk
0000040987,GENUINE PARTS CO,genuine parts,GPC,5125,5013.0,crosswalk
0000041091,GEORGIA POWER,georgia power,GPEPRA,5135,4911.0,crosswalk
0000041719,MAGNERA CORP,magnera,GLT,50852,2600.0,crosswalk
0000042682,GORMAN-RUPP CO,gormanrupp,GRC,5237,3561.0,crosswalk
0000042888,GRACO INC,graco,GGG,5252,3561.0,crosswalk
0000043920,GREIF INC  -CL A,greif inc cl a,GEF,5338,2650.0,crosswalk
0000045012,HALLIBURTON CO,halliburton,HAL,5439,1389.0,crosswalk
0000045876,ENVIRI CORP,enviri,HSC,5496,3390.0,crosswalk
0000045919,HARTE HANKS INC,harte hanks,HHS,12545,7331.0,crosswalk
0000046080,HASBRO INC,hasbro,HAS,5518,3944.0,crosswalk
0000046207,HAWAIIAN ELECTRIC CO,hawaiian electric,,5525,4911.0,crosswalk
0000046619,HEICO CORP,heico,HEI,5567,3724.0,crosswalk
0000046765,HELMERICH & PAYNE,helmerich payne,HP,5581,1381.0,crosswalk
0000047111,HERSHEY CO,hershey,HSY,5597,2060.0,crosswalk
0000047129,HERTZ CORP,hertz,,,,sec_header
0000047217,HP INC,hp,HPQ,5606,3570.0,crosswalk
0000047307,CRAWFORD UNITED CORP,crawford united,HICKA,5621,3490.0,crosswalk
0000047518,HILL-ROM HOLDINGS INC,hillrom,,5639,2590.0,crosswalk
0000048287,HNI CORP,hni,HNI,5690,2522.0,crosswalk
0000048465,HORMEL FOODS CORP,hormel foods,HRL,5709,2011.0,crosswalk
0000048732,CENTERPOINT ENRG HOUSTON ELE,centerpoint enrg houston ele,,155969,4911.0,crosswalk
0000048898,HUBBELL INC,hubbell,HUBA,5764,3640.0,crosswalk
0000049071,HUMANA INC,humana,HUM,27914,6324.0,crosswalk
0000049196,HUNTINGTON BANCSHARES,huntington bancshares,HBAN,5786,6020.0,crosswalk
0000049600,EASTGROUP PROPERTIES,eastgroup properties,EGP,4193,6798.0,crosswalk
0000049754,DINE BRANDS GLOBAL INC,dine brands global,DIN,24291,6794.0,crosswalk
0000049826,ILLINOIS TOOL WORKS,illinois tool works,ITW,5878,3560.0,crosswalk
0000049938,IMPERIAL OIL LTD,imperial oil,,5903,2911.0,crosswalk
0000050172,INDIANA MICHIGAN POWER CO,indiana michigan power,,5914,4911.0,crosswalk
0000050292,IEH CORP,ieh,,5932,3678.0,crosswalk
0000050725,GRIFFON CORP,griffon,GFF,5987,3420.0,crosswalk
0000050863,INTEL CORP,intel,INTC,6008,3674.0,crosswalk
0000051143,INTL BUSINESS MACHINES CORP,intl business machines,IBM,6066,7370.0,crosswalk
0000051253,INTL FLAVORS & FRAGRANCES,intl flavors fragrances,IFF,6078,2860.0,crosswalk
0000051434,INTL PAPER CO,intl paper,IP,6104,2631.0,crosswalk
0000051644,INTERPUBLIC GROUP OF COS,interpublic group of cos,IPG,6136,7311.0,crosswalk
0000052428,AMERIPRISE CERTIFICATE CO,ameriprise certificate,,,,sec_header
0000052485,INTERSTATE POWER & LIGHT CO,interstate power light,,12555,4931.0,crosswalk
0000052988,JACOBS SOLUTIONS INC,jacobs solutions,JEC,6216,8700.0,crosswalk
0000054381,KAMAN CORP,kaman,KAMN,6326,3720.0,crosswalk
0000054476,KANSAS CITY POWER & LIGHT CO,kansas city power light,,156654,4911.0,crosswalk
0000054507,WESTAR ENERGY INC,westar energy,WR,34057,4911.0,crosswalk
0000055067,KELLANOVA,kellanova,K,6375,2040.0,crosswalk
0000055135,KELLY SERVICES INC  -CL A,kelly services inc cl a,KELYAKELYB,6379,7363.0,crosswalk
0000055387,KENTUCKY UTILITIES CO,kentucky utilities,,25588,4911.0,crosswalk
0000055529,KEWAUNEE SCIENTIFIC CORP,kewaunee scientific,KEQU,6410,3821.0,crosswalk
0000055785,KIMBERLY-CLARK CORP,kimberlyclark,KMB,6435,2621.0,crosswalk
0000056047,KIRBY CORP,kirby,KEX,6461,4400.0,crosswalk
0000056679,KORN FERRY,korn ferry,KFY,118267,7361.0,crosswalk
0000056873,KROGER CO,kroger,KR,6502,5411.0,crosswalk
0000056978,KULICKE & SOFFA INDUSTRIES,kulicke soffa industries,KLIC,6509,3559.0,crosswalk
0000057131,LA-Z-BOY INC,lazboy,LZB,6543,2510.0,crosswalk
0000057183,LACLEDE GAS CO,laclede gas,,156655,4924.0,crosswalk
0000057515,MARZETTI CO (THE),marzetti co the,LANC,6573,2030.0,crosswalk
0000058361,LEE ENTERPRISES INC,lee enterprises,,6639,2711.0,crosswalk
0000058492,LEGGETT & PLATT INC,leggett platt,LEG,6649,2510.0,crosswalk
0000059440,VECTOR GROUP LTD,vector,VGR,13963,2111.0,crosswalk
0000059478,LILLY (ELI) & CO,lilly eli,LLY,6730,2834.0,crosswalk
0000059527,LINCOLN ELECTRIC HLDGS INC,lincoln electric hldgs,LECO,6737,3540.0,crosswalk
0000059558,LINCOLN NATIONAL CORP,lincoln national,LNC,6742,6311.0,crosswalk
0000060086,LOEWS CORP,loews,L,6781,6331.0,crosswalk
0000060519,LOUISIANA-PACIFIC CORP,louisianapacific,LPX,6821,2400.0,crosswalk
0000060549,LOUISVILLE GAS AND ELECTRIC,louisville gas and electric,,23465,4931.0,crosswalk
0000060667,LOWE'S COS INC,lowes cos,LOW,6829,5211.0,crosswalk
0000061339,MADISON GAS & ELECTRIC CO,madison gas electric,MGEE,156656,4931.0,crosswalk
0000062709,MARSH,marsh,MMC,7065,6411.0,crosswalk
0000063276,MATTEL INC,mattel,MAT,7116,3942.0,crosswalk
0000063754,MCCORMICK & CO INC,mccormick,MKC,7146,2090.0,crosswalk
0000063908,MCDONALD'S CORP,mcdonalds,MCD,7154,5812.0,crosswalk
0000064040,S&P GLOBAL INC,sp global,MHP,7163,7323.0,crosswalk
0000064463,SOLUNA HOLDINGS INC,soluna,MKTY,7183,7372.0,crosswalk
0000064472,GENCOR INDUSTRIES INC,gencor industries,,7185,3567.0,crosswalk
0000064803,CVS HEALTH CORP,cvs health,CVS,7241,8000.0,crosswalk
0000064996,MERCURY GENERAL CORP,mercury general,MCY,17035,6331.0,crosswalk
0000065770,MICROVISION INC,microvision,MVIS,63531,3679.0,crosswalk
0000065984,ENTERGY CORP,entergy,ETR,7366,4911.0,crosswalk
0000066004,MIDDLESEX WATER CO,middlesex water,MSEX,7368,4941.0,crosswalk
0000066570,MSA SAFETY INC,msa safety,MSA,7420,3842.0,crosswalk
0000066740,3M CO,3m,MMM,7435,9997.0,crosswalk
0000066901,ENTERGY MISSISSSIPPI,entergy mississsippi,,7449,4911.0,crosswalk
0000066904,MISSISSIPPI POWER CO,mississippi power,MPF,7450,4911.0,crosswalk
0000067215,DYCOM INDUSTRIES INC,dycom industries,DY,4115,1623.0,crosswalk
0000067347,MODINE MANUFACTURING CO,modine manufacturing,MOD,7486,3585.0,crosswalk
0000067716,MDU RESOURCES GROUP INC,mdu resources,MDU,6867,4932.0,crosswalk
0000067887,MOOG INC  -CL A,moog inc cl a,MOGA,7549,3728.0,crosswalk
0000068505,MOTOROLA SOLUTIONS INC,motorola solutions,MSI,7585,3663.0,crosswalk
0000068622,QWEST CORP,qwest,,148998,4813.0,crosswalk
0000069422,INTERGROUP CORP,intergroup,INTG,7632,7011.0,crosswalk
0000069488,MYERS INDUSTRIES INC,myers industries,MYE,7636,3089.0,crosswalk
0000069733,NATHAN'S FAMOUS INC,nathans famous,NATH,7696,2013.0,crosswalk
0000070145,NATIONAL FUEL GAS CO,national fuel gas,NFG,7733,4924.0,crosswalk
0000070318,TENET HEALTHCARE CORP,tenet healthcare,THC,7750,8062.0,crosswalk
0000070415,GP STRATEGIES CORP,gp strategies,,7759,8200.0,crosswalk
0000070487,NATIONAL RESEARCH CORP,national research,NRCIA,65587,7389.0,crosswalk
0000070502,NATIONAL RURAL UTIL COOP CP,national rural util coop cp,,7769,6159.0,crosswalk
0000070858,BANK OF AMERICA CORP,bank of america,BAC,7647,6020.0,crosswalk
0000070866,NCR VOYIX CORP,ncr voyix,NCR,7648,7372.0,crosswalk
0000071180,NEVADA POWER CO,nevada power,,145270,4911.0,crosswalk
0000071508,ENTERGY NEW ORLEANS,entergy new orleans,EYNO,7851,4931.0,crosswalk
0000071691,NEW YORK TIMES CO  -CL A,new york times co cl a,NYT,7866,2711.0,crosswalk
0000072162,NL INDUSTRIES,nl industries,NL,7658,3562.0,crosswalk
0000072331,NORDSON CORP,nordson,NDSN,7921,3569.0,crosswalk
0000072333,NORDSTROM INC,nordstrom,JWN,7922,5651.0,crosswalk
0000072444,VAXART INC,vaxart,BOTA,33114,2836.0,crosswalk
0000072573,MOVADO GROUP INC,movado,MOV,7951,3873.0,crosswalk
0000072741,EVERSOURCE ENERGY,eversource energy,NU,7970,4931.0,crosswalk
0000072903,XCEL ENERGY INC,xcel energy,XEL,7977,4931.0,crosswalk
0000072909,NORTHERN STATES POWER/WI,northern states powerwi,,7978,4931.0,crosswalk
0000072971,WELLS FARGO & CO,wells fargo,WFC,8007,6020.0,crosswalk
0000073020,Northwest Natural Gas Co,northwest natural gas,NWN,,4924.0,ticker_map
0000073124,NORTHERN TRUST CORP,northern trust,NTRS,7982,6020.0,crosswalk
0000073290,BIOMERICA INC,biomerica,BMRA,7662,2835.0,crosswalk
0000073756,OCEANEERING INTERNATIONAL,oceaneering international,OII,8079,1389.0,crosswalk
0000073986,OHIO POWER,ohio power,,8102,4911.0,crosswalk
0000074046,OIL DRI CORP AMERICA,oil dri corp america,ODC,8105,3290.0,crosswalk
0000074145,OKLAHOMA GAS & ELECTRIC CO,oklahoma gas electric,,115687,4911.0,crosswalk
0000074208,UDR INC,udr,UDR,10894,6798.0,crosswalk
0000074260,OLD REPUBLIC INTL CORP,old republic intl,ORI,14828,6331.0,crosswalk
0000075252,ACCENDRA HEALTH INC,accendra health,OMI,8213,5047.0,crosswalk
0000075288,OXFORD INDUSTRIES INC,oxford industries,OXM,8219,2300.0,crosswalk
0000075362,PACCAR INC,paccar,PCAR,8253,3711.0,crosswalk
0000075488,PACIFIC GAS & ELECTRIC CO,pacific gas electric,PCG,65092,4931.0,crosswalk
0000075594,PACIFICORP,pacificorp,,8290,4911.0,crosswalk
0000076334,PARKER-HANNIFIN CORP,parkerhannifin,PH,8358,3490.0,crosswalk
0000077360,PENTAIR PLC,pentair,PNR,8463,3561.0,crosswalk
0000077476,PEPSICO INC,pepsico,PEP,8479,2080.0,crosswalk
0000077877,PDC ENERGY INC,pdc energy,,8512,1311.0,crosswalk
0000078003,PFIZER INC,pfizer,PFE,8530,2834.0,crosswalk
0000078100,PECO ENERGY CO,peco energy,,145347,4931.0,crosswalk
0000078239,PVH CORP,pvh,PVH,8551,2300.0,crosswalk
0000078460,PIEDMONT NATURAL GAS CO,piedmont natural gas,PNY,8577,4924.0,crosswalk
0000078749,AGILYSYS INC,agilysys,AGYS,8599,7372.0,crosswalk
0000078814,PITNEY BOWES INC,pitney bowes,PBI,8606,3579.0,crosswalk
0000079282,BROWN & BROWN INC,brown brown,BRO,15417,6411.0,crosswalk
0000079661,PORTSMOUTH SQUARE INC,portsmouth square,PRSI,22549,7011.0,crosswalk
0000079732,POTOMAC ELECTRIC POWER CO,potomac electric power,POM,155277,4911.0,crosswalk
0000079879,PPG INDUSTRIES INC,ppg industries,PPG,8247,2851.0,crosswalk
0000080172,NATIONAL PRESTO INDS INC,national presto inds,NPK,7762,3480.0,crosswalk
0000080420,POWELL INDUSTRIES INC,powell industries,POWL,8699,3613.0,crosswalk
0000080424,PROCTER & GAMBLE CO,procter gamble,PG,8762,2840.0,crosswalk
0000080661,PROGRESSIVE CORP-OHIO,progressive corpohio,PGR,13341,6331.0,crosswalk
0000081018,PUBLIC SERVICE CO OF COLO,public service co of colo,,66591,4931.0,crosswalk
0000081020,DUKE ENERGY INDIANA INC,duke energy indiana,,15448,4911.0,crosswalk
0000081023,PUBLIC SERVICE CO OF NEW MEX,public service co of new mex,,156818,4931.0,crosswalk
0000081027,PUBLIC SERVICE CO OF OKLA,public service co of okla,,8809,4911.0,crosswalk
0000081033,PUBLIC SERVICE ELEC & GAS CO,public service elec gas,PEGPR,12749,4931.0,crosswalk
0000081100,PUGET SOUND ENERGY INC,puget sound energy,,156819,4931.0,crosswalk
0000082473,INNSUITES HOSPITALITY TR,innsuites hospitality tr,IHT,8987,6798.0,crosswalk
0000082811,REGAL REXNORD CORP,regal rexnord,RBC,9016,3621.0,crosswalk
0000083246,HSBC USA INC,hsbc usa,HUSI,9061,6020.0,crosswalk
0000083350,RESERVE PETROLEUM CO,reserve petroleum,RSRV,22962,1311.0,crosswalk
0000084129,RITE AID CORP,rite aid,RAD,9155,5912.0,crosswalk
0000084246,RLI CORP,rli,RLI,13342,6331.0,crosswalk
0000084748,ROGERS CORP,rogers,ROG,9216,3672.0,crosswalk
0000084839,ROLLINS INC,rollins,ROL,9225,7340.0,crosswalk
0000085535,ROYAL GOLD INC,royal gold,,9273,6795.0,crosswalk
0000085961,RYDER SYSTEM INC,ryder system,R,9299,7510.0,crosswalk
0000086115,SAFEGUARD SCIENTIFICS INC,safeguard scientifics,SFE,9355,6799.0,crosswalk
0000086312,TRAVELERS COS INC,travelers cos,TRV,62689,6331.0,crosswalk
0000086521,SAN DIEGO GAS & ELECTRIC CO,san diego gas electric,SDO,65090,4931.0,crosswalk
0000087050,NEONODE INC,neonode,NEON,178153,3663.0,crosswalk
0000087347,SLB LTD,slb,SLB,9465,1389.0,crosswalk
0000088121,SEABOARD CORP,seaboard,SEB,9538,9997.0,crosswalk
0000088205,SPX TECHNOLOGIES INC,spx technologies,SPW,5087,3585.0,crosswalk
0000088941,SEMTECH CORP,semtech,SMTC,9599,3674.0,crosswalk
0000089089,SERVICE CORP INTERNATIONAL,service corp international,SCI,9611,7200.0,crosswalk
0000089800,SHERWIN-WILLIAMS CO,sherwinwilliams,SHW,9667,2851.0,crosswalk
0000090144,SIERRA PACIFIC POWER CO,sierra pacific power,,9691,4931.0,crosswalk
0000090896,CHAMPION HOMES INC,champion homes,SKY,33652,2451.0,crosswalk
0000091142,SMITH (A.O.),smith ao,AOS,9771,3630.0,crosswalk
0000091388,SMITHFIELD FOODS INC,smithfield foods,,45775,2000.0,crosswalk
0000091419,SMUCKER (JM) CO,smucker jm,SJM,9777,2033.0,crosswalk
0000091440,SNAP-ON INC,snapon,SNA,9778,3420.0,crosswalk
0000091576,KEYCORP,keycorp,KEY,9783,6020.0,crosswalk
0000091767,SONOCO PRODUCTS CO,sonoco products,SON,9815,2650.0,crosswalk
0000091882,SOUTH CAROLINA ELEC & GAS CO,south carolina elec gas,SCG,9828,4931.0,crosswalk
0000092103,SOUTHERN CALIFORNIA EDISON,southern california edison,SCE,14912,4911.0,crosswalk
