cik,name,name_clean,ticker,gvkey,sic,name_source
0000008818,Avery Dennison Corp,avery dennison,AVY,1913,2670.0,base
0000008858,AVNET INC,avnet,AVT,1919,5065.0,base
0000008947,AZZ INC,azz,AZZ,1926,3470.0,base
0000009092,BADGER METER INC,badger meter,BMI,1968,3824.0,base
0000009326,BALCHEM CORP,balchem,BCPC,1979,2860.0,base
0000009389,BALL Corp,ball,BLL,1988,3411.0,base
0000009466,BALTIMORE GAS & ELECTRIC CO,baltimore gas electric,,144580,4911.0,base
0000009984,BARNES GROUP INC,barnes,B,2049,3490.0,crosswalk
0000010048,BARNWELL INDUSTRIES INC,barnwell industries,BRN,2052,1311.0,base
0000010329,BASSETT FURNITURE INDUSTRIES INC,bassett furniture industries,BSET,2080,2511.0,base
0000010456,BAXTER INTERNATIONAL INC,baxter international,BAX,2086,3841.0,base
0000010795,BECTON DICKINSON & CO,becton dickinson,BDX,2111,3841.0,base
0000011544,BERKLEY W R CORP,berkley w r,BER,14822,6331.0,base
0000012040,FLANIGANS ENTERPRISES INC,flanigans enterprises,BDL,4759,5812.0,base
0000012208,"BIO-RAD LABORATORIES, INC.",biorad laboratories,BIO,2220,3826.0,base
0000012239,Dominari Holdings Inc.,dominari,SPEX,18738,6282.0,base
0000012659,H&R BLOCK INC,hr block,HRB,2269,7200.0,base
0000012927,BOEING CO,boeing,BA,2285,3721.0,base
0000013156,"Galaxy Gaming, Inc.",galaxy gaming,GLXZ,183109,3990.0,base
0000013372,NSTAR ELECTRIC CO,nstar electric,,115567,4911.0,base
0000014177,BRIDGFORD FOODS CORP,bridgford foods,BRID,2390,2013.0,base
0000014272,BRISTOL MYERS SQUIBB CO,bristol myers squibb,BMY,2403,2834.0,base
0000014693,BROWN FORMAN CORP,brown forman,BFB,2435,2085.0,base
0000014707,CALERES INC,caleres,BWS,2436,5661.0,base
0000014846,BRT Apartments Corp.,brt apartments,BRT,1949,6798.0,base
0000014930,BRUNSWICK CORP,brunswick,BC,2444,3510.0,base
0000015357,CHASE GENERAL CORP,chase general,,154984,2060.0,base
0000015615,MASTEC INC,mastec,MTZ,2497,1623.0,base
0000015847,BUTLER NATIONAL CORP,butler national,BUKS,2519,8741.0,base
0000016040,CABOT CORP,cabot,CBT,2593,2890.0,base
0000016058,CACI INTERNATIONAL INC /DE/,caci international inc de,CACI,2596,7373.0,base
0000016160,CAL-MAINE FOODS INC,calmaine foods,CALM,64275,200.0,base
0000016732,CAMPBELL'S Co,campbells,CPB,2663,2030.0,base
0000016875,CANADIAN PACIFIC KANSAS CITY LTD/CN,canadian pacific kansas city ltdcn,,2698,4011.0,base
0000016918,"CONSTELLATION BRANDS, INC.",constellation brands,STZ,2710,2082.0,base
0000017313,CAPITAL SOUTHWEST CORP,capital southwest,CSWC,20029,6797.0,base
0000017797,"DUKE ENERGY PROGRESS, LLC.",duke energy progress llc,,144848,4911.0,base
0000017843,CARPENTER TECHNOLOGY CORP,carpenter technology,CRS,2787,3312.0,base
0000018230,CATERPILLAR INC,caterpillar,CAT,2817,3531.0,base
0000018255,CATO CORP,cato,CATO,2818,5621.0,base
0000018349,SYNOVUS FINANCIAL CORP,synovus financial,SNV,13041,6020.0,base
0000018498,GENESCO INC,genesco,GCO,5109,5661.0,base
0000018654,Ameren Illinois Co,ameren illinois,CIP,24868,4931.0,base
0000018672,CLECO POWER LLC,cleco power,,145268,4911.0,base
0000018926,"Lumen Technologies, Inc.",lumen technologies,CTL,2884,4813.0,base
0000019584,CHEMED CORP,chemed,CHE,2960,8082.0,base
0000019617,JPMORGAN CHASE & CO,jpmorgan chase,JPM,2968,6020.0,base
0000019745,CHESAPEAKE UTILITIES CORP,chesapeake utilities,CPK,2986,4923.0,base
0000019871,CHICAGO RIVET & MACHINE CO,chicago rivet machine,CVR,2999,3452.0,base
0000020212,Churchill Downs Inc,churchill downs,CHDN,3028,7990.0,base
0000020286,CINCINNATI FINANCIAL CORP,cincinnati financial,CINF,14824,6331.0,base
0000020290,"Duke Energy Ohio, Inc.",duke energy ohio,,3039,4931.0,base
0000020520,"Frontier Communications Parent, Inc.",frontier communications parent,FTR,135484,4813.0,base
0000020639,AmBase Corp,ambase,ABCP,24010,9995.0,base
0000020947,CLEVELAND ELECTRIC ILLUMINATING CO,cleveland electric illuminating,CEI,12564,4911.0,base
0000021076,CLOROX CO /DE/,clorox co de,CLX,3121,2842.0,base
0000021175,CNA FINANCIAL CORP,cna financial,CNA,2558,6331.0,base
0000021344,COCA COLA CO,coca cola,KO,3144,2086.0,base
0000021535,COHU INC,cohu,COHU,3158,3825.0,base
0000021665,COLGATE PALMOLIVE CO,colgate palmolive,CL,3170,2844.0,base
0000022356,COMMERCE BANCSHARES INC /MO/,commerce bancshares inc mo,CBSH,3238,6020.0,base
0000022444,COMMERCIAL METALS Co,commercial metals,CMC,3246,3312.0,base
0000022606,COMMONWEALTH EDISON Co,commonwealth edison,,31596,4911.0,base
0000022701,"SUNation Energy, Inc.",sunation energy,JCS,41076,3620.0,base
0000022767,TEXAS NEW MEXICO POWER CO,texas new mexico power,,10502,4911.0,base
0000023194,COMSTOCK RESOURCES INC,comstock resources,CRK,34010,1311.0,base
0000023197,COMTECH TELECOMMUNICATIONS CORP /DE/,comtech telecommunications corp de,CMTL,3358,3663.0,base
0000023217,CONAGRA BRANDS INC.,conagra brands,CAG,3362,2000.0,base
0000023426,CONNECTICUT LIGHT & POWER CO,connecticut light power,CLP,3392,4911.0,base
0000023632,CONSOLIDATED EDISON CO OF NEW YORK INC,consolidated edison co of new york,,105999,4931.0,base
0000023795,"CTO Realty Growth, Inc.",cto realty growth,CTO,3429,6798.0,base
0000024090,"CITIZENS, INC.",citizens,CIA,16775,6311.0,base
0000024545,MOLSON COORS BEVERAGE CO,molson coors beverage,TAP,3505,2082.0,base
0000024741,CORNING INC /NY,corning inc ny,GLW,3532,3357.0,base
0000025232,COUSINS PROPERTIES INC,cousins properties,CUZ,3562,6798.0,base
0000025445,"Crane NXT, Co.",crane nxt,CR,42284,3580.0,base
0000025475,CRAWFORD & CO,crawford,CRDA,3581,6411.0,base
0000025598,ONEMAIN FINANCE CORP,onemain finance,,3591,6141.0,base
0000025743,"TherapeuticsMD, Inc.",therapeuticsmd,TXMD,183322,2834.0,base
0000025895,CROWN CRAFTS INC,crown crafts,CRWS,3622,2211.0,base
0000026058,CTS CORP,cts,CTS,2577,3670.0,base
0000026172,CUMMINS INC,cummins,CMI,3650,3510.0,base
0000026324,CURTISS WRIGHT CORP,curtiss wright,CW,3662,3728.0,base
0000026780,DANA INC,dana,DAN,3734,3714.0,base
0000027093,U.S. GOLD CORP.,us gold,DRAM,32014,1000.0,base
0000027419,TARGET CORP,target,TGT,3813,5331.0,base
0000027430,DAYTON POWER & LIGHT CO,dayton power light,,12612,4931.0,base
0000027673,DEERE JOHN CAPITAL CORP,deere john capital,,3836,6153.0,base
0000027879,DELMARVA POWER & LIGHT CO /DE/,delmarva power light co de,,114789,4911.0,base
0000027904,"DELTA AIR LINES, INC.",delta air lines,DAL,3851,4512.0,base
0000027996,DELUXE CORP,deluxe,DLX,3863,2780.0,base
0000028385,DTE Electric Co,dte electric,,65089,4911.0,base
0000028412,COMERICA INC /NEW/,comerica inc new,CMA,3231,6020.0,base
0000028823,"DIEBOLD NIXDORF, Inc",diebold nixdorf,DBD,3946,3578.0,base
0000028917,"DILLARD'S, INC.",dillards,DDS,3964,5311.0,base
0000029002,DIODES INC /DEL/,diodes inc del,DIOD,3969,3674.0,base
0000029332,DIXIE GROUP INC,dixie,DXYN,4001,2273.0,base
0000029534,DOLLAR GENERAL CORP,dollar general,DG,4016,5331.0,base
0000029644,DONALDSON Co INC,donaldson,DCI,4036,3714.0,base
0000029905,DOVER Corp,dover,DOV,4058,3559.0,base
0000029915,DOW CHEMICAL CO /DE/,dow chemical co de,DOW,,2821.0,base
0000029989,OMNICOM GROUP INC.,omnicom,OMC,4066,7311.0,base
0000030305,DUCOMMUN INC /DE/,ducommun inc de,DCO,4091,3728.0,base
0000030371,"Duke Energy Carolinas, LLC",duke energy carolinas,DUK,180942,4911.0,base
0000030554,"EIDP, Inc.",eidp,DD,4087,2820.0,base
0000030625,FLOWSERVE CORP,flowserve,FLS,4108,3561.0,base
0000030697,Wendy's Co,wendys,WEN,3708,5812.0,base
0000031107,EASTERN CO,eastern,EML,4186,3420.0,base
0000031235,EASTMAN KODAK CO,eastman kodak,KODK,4194,3861.0,base
0000031462,ECOLAB INC.,ecolab,ECL,4213,2842.0,base
0000031667,EDUCATIONAL DEVELOPMENT CORP,educational development,EDUC,4225,5190.0,base
0000031791,"REVVITY, INC.",revvity,PKI,4145,3826.0,base
0000032604,EMERSON ELECTRIC CO,emerson electric,EMR,4321,3823.0,base
0000032621,EMERSON RADIO CORP,emerson radio,MSN,4322,3651.0,base
0000033002,"ENNIS, INC.",ennis,EBF,4390,2761.0,base
0000033185,EQUIFAX INC,equifax,EFX,4423,7323.0,base
0000033213,EQT Corp,eqt,EQT,4430,1311.0,base
0000033488,ESCALADE INC,escalade,ESCA,4448,3949.0,base
0000033533,ESPEY MFG & ELECTRONICS CORP,espey mfg electronics,ESP,4450,3679.0,base
0000033992,"KINGSTONE COMPANIES, INC.",kingstone companies,KINS,4485,6331.0,base
0000034067,DMC Global Inc.,dmc global,BOOM,4497,3533.0,base
0000034088,EXXON MOBIL CORP,exxon mobil,XOM,4503,2911.0,base
0000034285,RELIABILITY INC,reliability,RLBY,35849,7361.0,base
0000034563,FARMER BROTHERS CO,farmer brothers,FARM,4579,2090.0,base
0000034782,1ST SOURCE CORP,1st source,SRCE,15199,6020.0,base
0000034903,FEDERAL REALTY INVESTMENT TRUST,federal realty investment trust,FRT,4605,6798.0,base
0000034956,"TENAX THERAPEUTICS, INC.",tenax therapeutics,OXBT,27939,2836.0,base
0000035527,FIFTH THIRD BANCORP,fifth third bancorp,FITB,4640,6020.0,base
0000036029,FIRST FINANCIAL BANKSHARES INC,first financial bankshares,FFIN,29101,6020.0,base
0000036104,US BANCORP \DE\,us bancorp de,USB,4723,6020.0,base
0000036146,TRUSTMARK CORP,trustmark,TRMK,4685,6020.0,base
0000036270,M&T BANK CORP,mt bank,MTB,4699,6020.0,base
0000036377,"FIRST HAWAIIAN, INC.",first hawaiian,,27665,6020.0,base
0000036840,FIRST REAL ESTATE INVESTMENT TRUST OF NEW JERSEY,first real estate investment trust of new jersey,FREVS,20059,6798.0,base
0000036966,FIRST HORIZON CORP,first horizon,FHN,4737,6020.0,base
0000037472,FLEXSTEEL INDUSTRIES INC,flexsteel industries,FLXS,4771,2510.0,base
0000037634,FLORIDA POWER & LIGHT CO,florida power light,,4798,4911.0,base
0000037637,"DUKE ENERGY FLORIDA, LLC",duke energy florida,,4799,4911.0,base
0000037785,FMC CORP,fmc,FMC,4510,2870.0,base
0000037808,FNB CORP/PA/,fnb corppa,FNB,18049,6020.0,base
0000037996,FORD MOTOR CO,ford motor,F,4839,3711.0,base
0000038009,FORD MOTOR CREDIT CO LLC,ford motor credit,,4840,6159.0,base
0000038264,"Forward Industries, Inc.",forward industries,FORD,62262,8711.0,base
0000038723,1st FRANKLIN FINANCIAL CORP,1st franklin financial,,181727,6141.0,base
0000038725,FRANKLIN ELECTRIC CO INC,franklin electric,FELE,4881,3621.0,base
0000038777,FRANKLIN RESOURCES INC,franklin resources,BEN,4885,6282.0,base
0000039020,FREQUENCY ELECTRONICS INC,frequency electronics,FEIM,4900,3825.0,base
0000039092,FRIEDMAN INDUSTRIES INC,friedman industries,FRD,4903,3310.0,base
0000039263,"CULLEN/FROST BANKERS, INC.",cullenfrost bankers,CFR,3643,6020.0,base
0000039311,INDEPENDENT BANK CORP /MI/,independent bank corp mi,IBCP,16890,6020.0,base
0000039368,FULLER H B CO,fuller h b,FUL,4926,2891.0,base
0000039899,TEGNA INC,tegna,GCI,4988,4833.0,base
0000039911,GAP INC,gap,GPS,4990,5651.0,base
0000040211,GATX CORP,gatx,GMT,4941,4700.0,base
0000040533,GENERAL DYNAMICS CORP,general dynamics,GD,5046,3721.0,base
0000040545,GENERAL ELECTRIC CO,general electric,GE,5047,3724.0,base
0000040570,GEE Group Inc.,gee,JOB,5050,7361.0,base
0000040704,GENERAL MILLS INC,general mills,GIS,5071,2040.0,base
0000040729,Ally Financial Inc.,ally financial,,5072,6172.0,base
0000040987,GENUINE PARTS CO,genuine parts,GPC,5125,5013.0,base
0000041091,GEORGIA POWER CO,georgia power,GPEPRA,5135,4911.0,base
0000041719,Magnera Corp,magnera,GLT,50852,2600.0,base
0000042582,GOODYEAR TIRE & RUBBER CO /OH/,goodyear tire rubber co oh,GT,5234,3011.0,base
0000042682,GORMAN RUPP CO,gorman rupp,GRC,5237,3561.0,base
0000042888,GRACO INC,graco,GGG,5252,3561.0,base
0000043196,"GRAY MEDIA, INC",gray media,GTN,5284,4833.0,base
0000043920,"GREIF, INC",greif,GEF,5338,2650.0,base
0000045012,HALLIBURTON CO,halliburton,HAL,5439,1389.0,base
0000045876,ENVIRI Corp,enviri,HSC,5496,3390.0,base
0000045919,HARTE HANKS INC,harte hanks,HHS,12545,7331.0,base
0000046080,"HASBRO, INC.",hasbro,HAS,5518,3944.0,base
0000046129,ALLIENT INC,allient,AMOT,5520,3621.0,base
0000046195,BANK OF HAWAII CORP,bank of hawaii,BOH,2005,6020.0,base
0000046207,HAWAIIAN ELECTRIC CO INC,hawaiian electric,,5525,4911.0,base
0000046250,HAWKINS INC,hawkins,HWKN,5530,5160.0,base
0000046619,HEICO CORP,heico,HEI,5567,3724.0,base
0000046765,"Helmerich & Payne, Inc.",helmerich payne,HP,5581,1381.0,base
0000047111,HERSHEY CO,hershey,HSY,5597,2060.0,base
0000047129,HERTZ CORP,hertz,,,,base
0000047217,HP INC,hp,HPQ,5606,3570.0,base
0000047307,CRAWFORD UNITED Corp,crawford united,HICKA,5621,3490.0,base
0000048287,HNI CORP,hni,HNI,5690,2522.0,base
0000048465,HORMEL FOODS CORP /DE/,hormel foods corp de,HRL,5709,2011.0,base
0000048732,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,centerpoint energy houston electric,,155969,4911.0,base
0000048898,HUBBELL INC,hubbell,HUBA,5764,3640.0,base
0000049071,HUMANA INC,humana,HUM,27914,6324.0,base
0000049196,HUNTINGTON BANCSHARES INC /MD/,huntington bancshares inc md,HBAN,5786,6020.0,base
0000049600,EASTGROUP PROPERTIES INC,eastgroup properties,EGP,4193,6798.0,base
0000049648,IDAHO POWER CO,idaho power,IDAHOPWR,145269,4911.0,base
0000049754,"Dine Brands Global, Inc.",dine brands global,DIN,24291,6794.0,base
0000049826,ILLINOIS TOOL WORKS INC,illinois tool works,ITW,5878,3560.0,base
0000049938,IMPERIAL OIL LTD,imperial oil,,5903,2911.0,base
0000050172,INDIANA MICHIGAN POWER CO,indiana michigan power,,5914,4911.0,base
0000050292,IEH Corp,ieh,IEHC,,3678.0,base
0000050471,"ReposiTrak, Inc.",repositrak,PCYG,116166,7370.0,base
0000050493,INGLES MARKETS INC,ingles markets,IMKTA,12972,5411.0,base
0000050725,GRIFFON CORP,griffon,GFF,5987,3420.0,base
0000050863,INTEL CORP,intel,INTC,6008,3674.0,base
0000051143,INTERNATIONAL BUSINESS MACHINES CORP,international business machines,IBM,6066,7370.0,base
0000051253,INTERNATIONAL FLAVORS & FRAGRANCES INC,international flavors fragrances,IFF,6078,2860.0,base
0000051434,INTERNATIONAL PAPER CO /NEW/,international paper co new,IP,6104,2631.0,base
0000051644,"INTERPUBLIC GROUP OF COMPANIES, INC.",interpublic group of companies,IPG,6136,7311.0,base
0000052428,AMERIPRISE CERTIFICATE CO,ameriprise certificate,,,,base
0000052485,INTERSTATE POWER & LIGHT CO,interstate power light,,12555,4931.0,base
0000052827,RAYONIER INC,rayonier,RYN,5862,6798.0,base
0000052988,JACOBS SOLUTIONS INC.,jacobs solutions,JEC,6216,8700.0,base
0000054187,MAYS J W INC,mays j w,MAYS,7138,6512.0,base
0000054381,KAMAN CORP,kaman,KAMN,6326,3720.0,crosswalk
0000054476,"EVERGY METRO, INC.",evergy metro,,156654,4911.0,base
0000054507,"EVERGY KANSAS CENTRAL, INC.",evergy kansas central,WR,34057,4911.0,base
0000055067,KELLANOVA,kellanova,K,6375,2040.0,base
0000055135,KELLY SERVICES INC,kelly services,KELYAKELYB,6379,7363.0,base
0000055234,KENILWORTH SYSTEMS CORP,kenilworth systems,,6385,8090.0,base
0000055242,KENNAMETAL INC,kennametal,KMT,6386,3540.0,base
0000055387,KENTUCKY UTILITIES CO,kentucky utilities,,25588,4911.0,base
0000055529,KEWAUNEE SCIENTIFIC CORP /DE/,kewaunee scientific corp de,KEQU,6410,3821.0,base
0000055785,KIMBERLY CLARK CORP,kimberly clark,KMB,6435,2621.0,base
0000056047,KIRBY CORP,kirby,KEX,6461,4400.0,base
0000056679,KORN FERRY,korn ferry,KFY,118267,7361.0,base
0000056701,KOSS CORP,koss,KOSS,6497,3651.0,base
0000056868,PRIMEENERGY RESOURCES CORP,primeenergy resources,PNRG,6311,1311.0,base
0000056873,KROGER CO,kroger,KR,6502,5411.0,base
0000056978,KULICKE & SOFFA INDUSTRIES INC,kulicke soffa industries,KLIC,6509,3559.0,base
0000057131,LA-Z-BOY INC,lazboy,LZB,6543,2510.0,base
0000057183,SPIRE MISSOURI INC,spire missouri,,156655,4924.0,base
0000057515,MARZETTI CO,marzetti,LANC,6573,2030.0,base
0000058361,"LEE ENTERPRISES, Inc",lee enterprises,,,,base
0000058492,LEGGETT & PLATT INC,leggett platt,LEG,6649,2510.0,base
0000059255,VALHI INC /DE/,valhi inc de,VHI,12578,2810.0,base
0000059440,VECTOR GROUP LTD,vector,VGR,13963,2111.0,crosswalk
0000059478,ELI LILLY & Co,eli lilly,LLY,6730,2834.0,base
0000059527,LINCOLN ELECTRIC HOLDINGS INC,lincoln electric,LECO,6737,3540.0,base
0000059558,LINCOLN NATIONAL CORP,lincoln national,LNC,6742,6311.0,base
0000060086,LOEWS CORP,loews,L,6781,6331.0,base
0000060519,LOUISIANA-PACIFIC CORP,louisianapacific,LPX,6821,2400.0,base
0000060549,LOUISVILLE GAS & ELECTRIC CO /KY/,louisville gas electric co ky,,23465,4931.0,base
0000060667,LOWES COMPANIES INC,lowes companies,LOW,6829,5211.0,base
0000060714,"LSB INDUSTRIES, INC.",lsb industries,LXU,6528,2810.0,base
0000061004,LGL GROUP INC,lgl,LGL,6848,3679.0,base
0000061339,MADISON GAS & ELECTRIC CO,madison gas electric,MGEE,156656,4931.0,base
0000061398,TELLURIAN INC,tellurian,MPET,30241,1311.0,crosswalk
0000061986,MANITOWOC CO INC,manitowoc,MTW,6994,3530.0,base
0000062234,MARCUS CORP,marcus,MCS,7022,7830.0,base
0000062362,MARINE PETROLEUM TRUST,marine petroleum trust,,7034,6792.0,base
0000062709,"MARSH & MCLENNAN COMPANIES, INC.",marsh mclennan companies,MMC,7065,6411.0,base
0000062996,MASCO CORP /DE/,masco corp de,MAS,7085,3430.0,base
0000063276,MATTEL INC /DE/,mattel inc de,MAT,7116,3942.0,base
0000063296,MATTHEWS INTERNATIONAL CORP,matthews international,MATW,30477,3990.0,base
0000063330,MAUI LAND & PINEAPPLE CO INC,maui land pineapple,MLP,7117,6552.0,base
0000063754,MCCORMICK & CO INC,mccormick,MKC,7146,2090.0,base
0000063908,MCDONALDS CORP,mcdonalds,MCD,7154,5812.0,base
0000064040,S&P Global Inc.,sp global,MHP,7163,7323.0,base
0000064463,"Soluna Holdings, Inc",soluna holdings,MKTY,7183,7372.0,base
0000064472,GENCOR INDUSTRIES INC,gencor industries,GNCI,,3531.0,base
0000064803,CVS HEALTH Corp,cvs health,CVS,7241,8000.0,base
0000064996,MERCURY GENERAL CORP,mercury general,MCY,17035,6331.0,base
0000065172,MESABI TRUST,mesabi trust,MSB,7279,6795.0,base
0000065270,METHODE ELECTRONICS INC,methode electronics,METH,7291,3678.0,base
0000065312,"EVI INDUSTRIES, INC.",evi industries,DCU,7295,5080.0,base
0000065596,SIEBERT FINANCIAL CORP,siebert financial,SIEB,7315,6211.0,base
0000065759,MICROPAC INDUSTRIES INC,micropac industries,MPAD,7344,3674.0,crosswalk
0000065770,"MICROVISION, INC.",microvision,MVIS,63531,3679.0,base
0000065984,ENTERGY CORP /DE/,entergy corp de,ETR,7366,4911.0,base
0000066004,MIDDLESEX WATER CO,middlesex water,MSEX,7368,4941.0,base
0000066382,"MILLERKNOLL, INC.",millerknoll,MLHR,7401,2520.0,base
0000066418,MEXCO ENERGY CORP,mexco energy,MXC,7309,1311.0,base
0000066570,MSA Safety Inc,msa safety,MSA,7420,3842.0,base
0000066740,3M CO,3m,MMM,7435,9997.0,base
0000066756,ALLETE INC,allete,ALE,7437,4931.0,base
0000066901,"ENTERGY MISSISSIPPI, LLC",entergy mississippi,,7449,4911.0,base
0000066904,MISSISSIPPI POWER CO,mississippi power,MPF,7450,4911.0,base
0000067215,DYCOM INDUSTRIES INC,dycom industries,DY,4115,1623.0,base
0000067347,MODINE MANUFACTURING CO,modine manufacturing,MOD,7486,3585.0,base
0000067716,MDU RESOURCES GROUP INC,mdu resources,MDU,6867,4932.0,base
0000067887,MOOG INC.,moog,MOGA,7549,3728.0,base
0000068505,"Motorola Solutions, Inc.",motorola solutions,MSI,7585,3663.0,base
0000068622,QWEST CORP,qwest,,148998,4813.0,base
0000069422,INTERGROUP CORP,intergroup,INTG,7632,7011.0,base
0000069488,MYERS INDUSTRIES INC,myers industries,MYE,7636,3089.0,base
0000069633,"NAPCO SECURITY TECHNOLOGIES, INC",napco security technologies,NSSC,7685,3669.0,base
0000069733,"NATHANS FAMOUS, INC.",nathans famous,NATH,7696,2013.0,base
0000069891,NATIONAL BEVERAGE CORP,national beverage,FIZZ,24463,2086.0,base
0000070145,NATIONAL FUEL GAS CO,national fuel gas,NFG,7733,4924.0,base
0000070318,TENET HEALTHCARE CORP,tenet healthcare,THC,7750,8062.0,base
0000070487,NATIONAL RESEARCH CORP,national research,NRCIA,65587,7389.0,base
0000070502,NATIONAL RURAL UTILITIES COOPERATIVE FINANCE CORP /DC/,national rural utilities cooperative finance corp dc,,7769,6159.0,base
0000070858,BANK OF AMERICA CORP /DE/,bank of america corp de,BAC,7647,6020.0,base
0000070866,NCR Voyix Corp,ncr voyix,NCR,7648,7372.0,base
0000071180,NEVADA POWER CO,nevada power,,145270,4911.0,base
0000071508,"ENTERGY NEW ORLEANS, LLC",entergy new orleans,EYNO,7851,4931.0,base
0000071557,"Nuvera Communications, Inc.",nuvera communications,NULM,7863,4813.0,base
0000071691,NEW YORK TIMES CO,new york times,NYT,7866,2711.0,base
0000071829,NPK International Inc.,npk international,NR,7882,7359.0,base
0000072162,NL INDUSTRIES INC,nl industries,NL,7658,3562.0,base
0000072205,NOBILITY HOMES INC,nobility homes,NOBH,7911,2451.0,base
0000072331,NORDSON CORP,nordson,NDSN,7921,3569.0,base
0000072333,NORDSTROM INC,nordstrom,JWN,7922,5651.0,base
0000072444,"Vaxart, Inc.",vaxart,BOTA,33114,2836.0,base
0000072573,MOVADO GROUP INC,movado,MOV,7951,3873.0,base
0000072633,NORTH EUROPEAN OIL ROYALTY TRUST,north european oil royalty trust,NRT,7959,6792.0,base
0000072741,EVERSOURCE ENERGY,eversource energy,NU,7970,4931.0,base
0000072903,XCEL ENERGY INC,xcel energy,XEL,7977,4931.0,base
0000072909,NORTHERN STATES POWER CO /WI/,northern states power co wi,,7978,4931.0,base
0000072971,WELLS FARGO & COMPANY/MN,wells fargo companymn,WFC,8007,6020.0,base
0000073020,NORTHWEST NATURAL GAS CO,northwest natural gas,NWN,,4924.0,base
0000073124,NORTHERN TRUST CORP,northern trust,NTRS,7982,6020.0,base
