cik,years_present,annual_filing_count,year_2021_present,year_2022_present,year_2023_present,year_2024_present,years_present_count
0000017313,"2021,2022,2023,2024",4,True,True,True,True,4
0000017797,"2021,2022,2023,2024",7,True,True,True,True,4
0000017843,"2021,2022,2023,2024",4,True,True,True,True,4
0000018230,"2021,2022,2023,2024",4,True,True,True,True,4
0000018255,"2021,2022,2023,2024",4,True,True,True,True,4
0000018349,"2021,2022,2023,2024",4,True,True,True,True,4
0000018498,"2021,2022,2023,2024",5,True,True,True,True,4
0000018654,"2021,2022,2023,2024",4,True,True,True,True,4
0000018672,"2021,2022,2023,2024",6,True,True,True,True,4
0000018926,"2021,2022,2023,2024",4,True,True,True,True,4
0000019584,"2021,2022,2023,2024",4,True,True,True,True,4
0000019617,"2021,2022,2023,2024",4,True,True,True,True,4
0000019745,"2021,2022,2023,2024",5,True,True,True,True,4
0000019871,"2021,2022,2023,2024",4,True,True,True,True,4
0000020212,"2021,2022,2023,2024",4,True,True,True,True,4
0000020286,"2021,2022,2023,2024",4,True,True,True,True,4
0000020290,"2021,2022,2023,2024",4,True,True,True,True,4
0000020520,"2021,2022,2023,2024",5,True,True,True,True,4
0000020639,"2021,2022,2023,2024",4,True,True,True,True,4
0000020947,"2021,2022,2023,2024",4,True,True,True,True,4
0000021076,"2021,2022,2023,2024",4,True,True,True,True,4
0000021175,"2021,2022,2023,2024",4,True,True,True,True,4
0000021344,"2021,2022,2023,2024",4,True,True,True,True,4
0000021535,"2021,2022,2023,2024",4,True,True,True,True,4
0000021665,"2021,2022,2023,2024",4,True,True,True,True,4
0000022356,"2021,2022,2023,2024",4,True,True,True,True,4
0000022444,"2021,2022,2023,2024",4,True,True,True,True,4
0000022606,"2021,2022,2023,2024",4,True,True,True,True,4
0000022701,"2021,2022,2023,2024",7,True,True,True,True,4
0000022767,"2021,2022,2023,2024",4,True,True,True,True,4
0000023194,"2021,2022,2023,2024",4,True,True,True,True,4
0000023197,"2021,2022,2023,2024",4,True,True,True,True,4
0000023217,"2021,2022,2023,2024",4,True,True,True,True,4
0000023426,"2021,2022,2023,2024",4,True,True,True,True,4
0000023632,"2021,2022,2023,2024",4,True,True,True,True,4
0000023795,"2021,2022,2023,2024",4,True,True,True,True,4
0000024090,"2021,2022,2023,2024",4,True,True,True,True,4
0000024545,"2021,2022,2023,2024",4,True,True,True,True,4
0000024741,"2021,2022,2023,2024",4,True,True,True,True,4
0000025232,"2021,2022,2023,2024",4,True,True,True,True,4
0000025445,"2021,2022,2023,2024",4,True,True,True,True,4
0000025475,"2021,2022,2023,2024",4,True,True,True,True,4
0000025598,"2021,2022,2023,2024",4,True,True,True,True,4
0000025743,"2021,2022,2023,2024",7,True,True,True,True,4
0000025895,"2021,2022,2023,2024",4,True,True,True,True,4
0000026058,"2021,2022,2023,2024",4,True,True,True,True,4
0000026172,"2021,2022,2023,2024",4,True,True,True,True,4
0000026324,"2021,2022,2023,2024",4,True,True,True,True,4
0000026780,"2021,2022,2023,2024",4,True,True,True,True,4
0000027093,"2021,2022,2023,2024",7,True,True,True,True,4
0000027419,"2021,2022,2023,2024",4,True,True,True,True,4
0000027430,"2021,2022,2023,2024",4,True,True,True,True,4
0000027673,"2021,2022,2023,2024",4,True,True,True,True,4
0000027879,"2021,2022,2023,2024",4,True,True,True,True,4
0000027904,"2021,2022,2023,2024",4,True,True,True,True,4
0000027996,"2021,2022,2023,2024",4,True,True,True,True,4
0000028385,"2021,2022,2023,2024",4,True,True,True,True,4
0000028412,"2021,2022,2023,2024",4,True,True,True,True,4
0000028823,"2021,2022,2023,2024",4,True,True,True,True,4
0000028917,"2021,2022,2023,2024",4,True,True,True,True,4
0000029002,"2021,2022,2023,2024",4,True,True,True,True,4
0000029332,"2021,2022,2023,2024",4,True,True,True,True,4
0000029534,"2021,2022,2023,2024",4,True,True,True,True,4
0000029644,"2021,2022,2023,2024",4,True,True,True,True,4
0000029905,"2021,2022,2023,2024",4,True,True,True,True,4
0000029915,"2021,2022,2023,2024",4,True,True,True,True,4
0000029989,"2021,2022,2023,2024",4,True,True,True,True,4
0000030305,"2021,2022,2023,2024",4,True,True,True,True,4
0000030371,"2021,2022,2023,2024",7,True,True,True,True,4
0000030554,"2021,2022,2023,2024",4,True,True,True,True,4
0000030625,"2021,2022,2023,2024",4,True,True,True,True,4
0000030697,"2021,2022,2023,2024",4,True,True,True,True,4
0000031107,"2021,2022,2023,2024",4,True,True,True,True,4
0000031235,"2021,2022,2023,2024",5,True,True,True,True,4
0000031462,"2021,2022,2023,2024",4,True,True,True,True,4
0000031667,"2021,2022,2023,2024",4,True,True,True,True,4
0000031791,"2021,2022,2023,2024",4,True,True,True,True,4
0000032604,"2021,2022,2023,2024",4,True,True,True,True,4
0000032621,"2021,2022,2023,2024",7,True,True,True,True,4
0000033002,"2021,2022,2023,2024",4,True,True,True,True,4
0000033185,"2021,2022,2023,2024",4,True,True,True,True,4
0000033213,"2021,2022,2023,2024",4,True,True,True,True,4
0000033488,"2021,2022,2023,2024",6,True,True,True,True,4
0000033533,"2021,2022,2023,2024",4,True,True,True,True,4
0000033992,"2021,2022,2023,2024",4,True,True,True,True,4
0000034067,"2021,2022,2023,2024",4,True,True,True,True,4
0000034088,"2021,2022,2023,2024",4,True,True,True,True,4
0000034285,"2021,2022,2023,2024",4,True,True,True,True,4
0000034563,"2021,2022,2023,2024",7,True,True,True,True,4
0000034782,"2021,2022,2023,2024",4,True,True,True,True,4
0000034903,"2021,2022,2023,2024",4,True,True,True,True,4
0000034956,"2021,2022,2023,2024",5,True,True,True,True,4
0000035527,"2021,2022,2023,2024",4,True,True,True,True,4
0000036029,"2021,2022,2023,2024",4,True,True,True,True,4
0000036104,"2021,2022,2023,2024",4,True,True,True,True,4
0000036146,"2021,2022,2023,2024",4,True,True,True,True,4
0000036270,"2021,2022,2023,2024",4,True,True,True,True,4
0000036377,"2021,2022,2023,2024",4,True,True,True,True,4
0000036840,"2021,2022,2023,2024",4,True,True,True,True,4
0000036966,"2021,2022,2023,2024",5,True,True,True,True,4
0000037472,"2021,2022,2023,2024",4,True,True,True,True,4
0000037634,"2021,2022,2023,2024",4,True,True,True,True,4
0000037637,"2021,2022,2023,2024",8,True,True,True,True,4
0000037785,"2021,2022,2023,2024",4,True,True,True,True,4
0000037808,"2021,2022,2023,2024",4,True,True,True,True,4
0000037996,"2021,2022,2023,2024",4,True,True,True,True,4
0000038009,"2021,2022,2023,2024",4,True,True,True,True,4
0000038264,"2021,2022,2023,2024",4,True,True,True,True,4
0000038723,"2021,2022,2023,2024",4,True,True,True,True,4
0000038725,"2021,2022,2023,2024",4,True,True,True,True,4
0000038777,"2021,2022,2023,2024",4,True,True,True,True,4
0000039020,"2021,2022,2023,2024",5,True,True,True,True,4
0000039092,"2021,2022,2023,2024",4,True,True,True,True,4
0000039263,"2021,2022,2023,2024",4,True,True,True,True,4
0000039311,"2021,2022,2023,2024",4,True,True,True,True,4
0000039368,"2021,2022,2023,2024",5,True,True,True,True,4
0000039899,"2021,2022,2023,2024",6,True,True,True,True,4
0000039911,"2021,2022,2023,2024",4,True,True,True,True,4
0000040211,"2021,2022,2023,2024",6,True,True,True,True,4
0000040533,"2021,2022,2023,2024",4,True,True,True,True,4
0000040545,"2021,2022,2023,2024",4,True,True,True,True,4
0000040570,"2021,2022,2023,2024",4,True,True,True,True,4
0000040704,"2021,2022,2023,2024",4,True,True,True,True,4
0000040729,"2021,2022,2023,2024",4,True,True,True,True,4
0000040987,"2021,2022,2023,2024",4,True,True,True,True,4
0000041091,"2021,2022,2023,2024",4,True,True,True,True,4
0000041719,"2021,2022,2023,2024",4,True,True,True,True,4
0000042582,"2021,2022,2023,2024",4,True,True,True,True,4
0000042682,"2021,2022,2023,2024",4,True,True,True,True,4
0000042888,"2021,2022,2023,2024",4,True,True,True,True,4
0000043196,"2021,2022,2023,2024",4,True,True,True,True,4
0000043920,"2021,2022,2023,2024",4,True,True,True,True,4
0000045012,"2021,2022,2023,2024",4,True,True,True,True,4
0000045876,"2021,2022,2023,2024",4,True,True,True,True,4
0000045919,"2021,2022,2023,2024",5,True,True,True,True,4
0000046080,"2021,2022,2023,2024",4,True,True,True,True,4
0000046129,"2021,2022,2023,2024",4,True,True,True,True,4
0000046195,"2021,2022,2023,2024",5,True,True,True,True,4
0000046207,"2021,2022,2023,2024",4,True,True,True,True,4
0000046250,"2021,2022,2023,2024",4,True,True,True,True,4
0000046619,"2021,2022,2023,2024",4,True,True,True,True,4
0000046765,"2021,2022,2023,2024",4,True,True,True,True,4
0000047111,"2021,2022,2023,2024",4,True,True,True,True,4
0000047129,"2021,2022,2023,2024",4,True,True,True,True,4
0000047217,"2021,2022,2023,2024",5,True,True,True,True,4
0000047307,"2021,2022,2023,2024",4,True,True,True,True,4
0000048287,"2021,2022,2023,2024",4,True,True,True,True,4
0000048465,"2021,2022,2023,2024",4,True,True,True,True,4
0000048732,"2021,2022,2023,2024",4,True,True,True,True,4
0000048898,"2021,2022,2023,2024",4,True,True,True,True,4
0000049071,"2021,2022,2023,2024",4,True,True,True,True,4
0000049196,"2021,2022,2023,2024",4,True,True,True,True,4
0000049600,"2021,2022,2023,2024",4,True,True,True,True,4
0000049648,"2021,2022,2023,2024",4,True,True,True,True,4
0000049754,"2021,2022,2023,2024",4,True,True,True,True,4
0000049826,"2021,2022,2023,2024",4,True,True,True,True,4
0000049938,"2021,2022,2023,2024",4,True,True,True,True,4
0000050172,"2021,2022,2023,2024",4,True,True,True,True,4
0000050471,"2021,2022,2023,2024",4,True,True,True,True,4
0000050493,"2021,2022,2023,2024",4,True,True,True,True,4
0000050725,"2021,2022,2023,2024",4,True,True,True,True,4
0000050863,"2021,2022,2023,2024",4,True,True,True,True,4
0000051143,"2021,2022,2023,2024",4,True,True,True,True,4
0000051253,"2021,2022,2023,2024",4,True,True,True,True,4
0000051434,"2021,2022,2023,2024",4,True,True,True,True,4
0000051644,"2021,2022,2023,2024",4,True,True,True,True,4
0000052428,"2021,2022,2023,2024",4,True,True,True,True,4
0000052485,"2021,2022,2023,2024",4,True,True,True,True,4
0000052827,"2021,2022,2023,2024",4,True,True,True,True,4
0000052988,"2021,2022,2023,2024",4,True,True,True,True,4
0000054187,"2021,2022,2023,2024",4,True,True,True,True,4
0000054381,"2021,2022,2023,2024",5,True,True,True,True,4
0000054476,"2021,2022,2023,2024",4,True,True,True,True,4
0000054507,"2021,2022,2023,2024",4,True,True,True,True,4
0000055067,"2021,2022,2023,2024",4,True,True,True,True,4
0000055135,"2021,2022,2023,2024",4,True,True,True,True,4
0000055234,"2021,2022,2023,2024",6,True,True,True,True,4
0000055242,"2021,2022,2023,2024",4,True,True,True,True,4
0000055387,"2021,2022,2023,2024",4,True,True,True,True,4
0000055529,"2021,2022,2023,2024",4,True,True,True,True,4
0000055785,"2021,2022,2023,2024",4,True,True,True,True,4
0000056047,"2021,2022,2023,2024",4,True,True,True,True,4
0000056679,"2021,2022,2023,2024",4,True,True,True,True,4
0000056701,"2021,2022,2023,2024",4,True,True,True,True,4
0000056868,"2021,2022,2023,2024",5,True,True,True,True,4
0000056873,"2021,2022,2023,2024",4,True,True,True,True,4
0000056978,"2021,2022,2023,2024",5,True,True,True,True,4
0000057131,"2021,2022,2023,2024",4,True,True,True,True,4
0000057183,"2021,2022,2023,2024",4,True,True,True,True,4
0000057515,"2021,2022,2023,2024",4,True,True,True,True,4
0000058492,"2021,2022,2023,2024",4,True,True,True,True,4
0000059255,"2021,2022,2023,2024",4,True,True,True,True,4
0000059440,"2021,2022,2023,2024",6,True,True,True,True,4
0000059478,"2021,2022,2023,2024",4,True,True,True,True,4
0000059527,"2021,2022,2023,2024",4,True,True,True,True,4
0000059558,"2021,2022,2023,2024",5,True,True,True,True,4
0000060086,"2021,2022,2023,2024",4,True,True,True,True,4
0000060519,"2021,2022,2023,2024",4,True,True,True,True,4
0000060549,"2021,2022,2023,2024",4,True,True,True,True,4
0000060667,"2021,2022,2023,2024",4,True,True,True,True,4
0000060714,"2021,2022,2023,2024",5,True,True,True,True,4
0000061004,"2021,2022,2023,2024",4,True,True,True,True,4
0000061339,"2021,2022,2023,2024",4,True,True,True,True,4
0000061398,"2021,2022,2023,2024",4,True,True,True,True,4
0000061986,"2021,2022,2023,2024",4,True,True,True,True,4
0000062234,"2021,2022,2023,2024",4,True,True,True,True,4
0000062362,"2021,2022,2023,2024",4,True,True,True,True,4
0000062709,"2021,2022,2023,2024",4,True,True,True,True,4
0000062996,"2021,2022,2023,2024",4,True,True,True,True,4
0000063276,"2021,2022,2023,2024",4,True,True,True,True,4
0000063296,"2021,2022,2023,2024",4,True,True,True,True,4
0000063330,"2021,2022,2023,2024",5,True,True,True,True,4
0000063754,"2021,2022,2023,2024",4,True,True,True,True,4
0000063908,"2021,2022,2023,2024",4,True,True,True,True,4
0000064040,"2021,2022,2023,2024",4,True,True,True,True,4
0000064463,"2021,2022,2023,2024",6,True,True,True,True,4
0000064803,"2021,2022,2023,2024",4,True,True,True,True,4
0000064996,"2021,2022,2023,2024",4,True,True,True,True,4
0000065172,"2021,2022,2023,2024",4,True,True,True,True,4
0000065270,"2021,2022,2023,2024",4,True,True,True,True,4
0000065312,"2021,2022,2023,2024",9,True,True,True,True,4
0000065596,"2021,2022,2023,2024",5,True,True,True,True,4
0000065759,"2021,2022,2023,2024",5,True,True,True,True,4
0000065770,"2021,2022,2023,2024",4,True,True,True,True,4
0000065984,"2021,2022,2023,2024",4,True,True,True,True,4
0000066004,"2021,2022,2023,2024",5,True,True,True,True,4
0000066382,"2021,2022,2023,2024",5,True,True,True,True,4
0000066418,"2021,2022,2023,2024",4,True,True,True,True,4
0000066496,"2021,2022,2023,2024",4,True,True,True,True,4
0000066570,"2021,2022,2023,2024",4,True,True,True,True,4
0000066740,"2021,2022,2023,2024",4,True,True,True,True,4
0000066756,"2021,2022,2023,2024",4,True,True,True,True,4
0000066901,"2021,2022,2023,2024",4,True,True,True,True,4
0000066904,"2021,2022,2023,2024",4,True,True,True,True,4
0000067215,"2021,2022,2023,2024",4,True,True,True,True,4
0000067347,"2021,2022,2023,2024",4,True,True,True,True,4
0000067716,"2021,2022,2023,2024",4,True,True,True,True,4
0000067887,"2021,2022,2023,2024",4,True,True,True,True,4
0000068505,"2021,2022,2023,2024",4,True,True,True,True,4
0000068622,"2021,2022,2023,2024",4,True,True,True,True,4
0000069422,"2021,2022,2023,2024",5,True,True,True,True,4
0000069488,"2021,2022,2023,2024",4,True,True,True,True,4
0000069633,"2021,2022,2023,2024",5,True,True,True,True,4
0000069733,"2021,2022,2023,2024",4,True,True,True,True,4
0000069891,"2021,2022,2023,2024",5,True,True,True,True,4
0000070145,"2021,2022,2023,2024",4,True,True,True,True,4
0000070318,"2021,2022,2023,2024",4,True,True,True,True,4
0000070487,"2021,2022,2023,2024",5,True,True,True,True,4
0000070502,"2021,2022,2023,2024",4,True,True,True,True,4
0000070858,"2021,2022,2023,2024",4,True,True,True,True,4
0000070866,"2021,2022,2023,2024",4,True,True,True,True,4
0000071180,"2021,2022,2023,2024",4,True,True,True,True,4
0000071508,"2021,2022,2023,2024",4,True,True,True,True,4
0000071557,"2021,2022,2023,2024",6,True,True,True,True,4
0000071691,"2021,2022,2023,2024",4,True,True,True,True,4
0000071829,"2021,2022,2023,2024",4,True,True,True,True,4
0000072162,"2021,2022,2023,2024",4,True,True,True,True,4
0000072205,"2021,2022,2023,2024",4,True,True,True,True,4
0000072331,"2021,2022,2023,2024",5,True,True,True,True,4
0000072333,"2021,2022,2023,2024",4,True,True,True,True,4
0000072444,"2021,2022,2023,2024",4,True,True,True,True,4
0000072573,"2021,2022,2023,2024",4,True,True,True,True,4
0000072633,"2021,2022,2023,2024",6,True,True,True,True,4
0000072741,"2021,2022,2023,2024",4,True,True,True,True,4
0000072903,"2021,2022,2023,2024",4,True,True,True,True,4
0000072909,"2021,2022,2023,2024",4,True,True,True,True,4
0000072971,"2021,2022,2023,2024",4,True,True,True,True,4
0000073020,"2021,2022,2023,2024",4,True,True,True,True,4
0000073124,"2021,2022,2023,2024",4,True,True,True,True,4
0000073290,"2021,2022,2023,2024",5,True,True,True,True,4
0000073309,"2021,2022,2023,2024",4,True,True,True,True,4
0000073756,"2021,2022,2023,2024",4,True,True,True,True,4
0000073960,"2021,2022,2023,2024",4,True,True,True,True,4
0000073986,"2021,2022,2023,2024",4,True,True,True,True,4
0000074046,"2021,2022,2023,2024",4,True,True,True,True,4
0000074145,"2021,2022,2023,2024",4,True,True,True,True,4
0000074208,"2021,2022,2023,2024",5,True,True,True,True,4
0000074260,"2021,2022,2023,2024",4,True,True,True,True,4
0000074303,"2021,2022,2023,2024",4,True,True,True,True,4
0000075208,"2021,2022,2023,2024",5,True,True,True,True,4
0000075252,"2021,2022,2023,2024",4,True,True,True,True,4
0000075288,"2021,2022,2023,2024",4,True,True,True,True,4
0000075362,"2021,2022,2023,2024",4,True,True,True,True,4
0000075488,"2021,2022,2023,2024",4,True,True,True,True,4
0000075594,"2021,2022,2023,2024",4,True,True,True,True,4
0000075677,"2021,2022,2023,2024",4,True,True,True,True,4
0000076267,"2021,2022,2023,2024",4,True,True,True,True,4
0000076282,"2021,2022,2023,2024",4,True,True,True,True,4
0000076334,"2021,2022,2023,2024",4,True,True,True,True,4
0000076605,"2021,2022,2023,2024",4,True,True,True,True,4
0000077360,"2021,2022,2023,2024",4,True,True,True,True,4
0000077476,"2021,2022,2023,2024",4,True,True,True,True,4
0000077543,"2021,2022,2023,2024",4,True,True,True,True,4
0000078003,"2021,2022,2023,2024",4,True,True,True,True,4
0000078100,"2021,2022,2023,2024",4,True,True,True,True,4
0000078128,"2021,2022,2023,2024",4,True,True,True,True,4
0000078239,"2021,2022,2023,2024",4,True,True,True,True,4
0000078460,"2021,2022,2023,2024",4,True,True,True,True,4
0000078749,"2021,2022,2023,2024",5,True,True,True,True,4
0000078814,"2021,2022,2023,2024",4,True,True,True,True,4
0000078890,"2021,2022,2023,2024",4,True,True,True,True,4
0000079282,"2021,2022,2023,2024",4,True,True,True,True,4
0000079661,"2021,2022,2023,2024",5,True,True,True,True,4
0000079732,"2021,2022,2023,2024",4,True,True,True,True,4
0000079879,"2021,2022,2023,2024",4,True,True,True,True,4
0000080035,"2021,2022,2023,2024",4,True,True,True,True,4
0000080172,"2021,2022,2023,2024",4,True,True,True,True,4
0000080420,"2021,2022,2023,2024",4,True,True,True,True,4
0000080424,"2021,2022,2023,2024",4,True,True,True,True,4
0000080661,"2021,2022,2023,2024",4,True,True,True,True,4
0000081018,"2021,2022,2023,2024",4,True,True,True,True,4
0000081020,"2021,2022,2023,2024",4,True,True,True,True,4
0000081023,"2021,2022,2023,2024",4,True,True,True,True,4
0000081027,"2021,2022,2023,2024",4,True,True,True,True,4
0000081033,"2021,2022,2023,2024",4,True,True,True,True,4
0000081061,"2021,2022,2023,2024",4,True,True,True,True,4
0000081100,"2021,2022,2023,2024",4,True,True,True,True,4
0000081362,"2021,2022,2023,2024",5,True,True,True,True,4
0000081955,"2021,2022,2023,2024",4,True,True,True,True,4
0000082020,"2021,2022,2023,2024",4,True,True,True,True,4
0000082473,"2021,2022,2023,2024",4,True,True,True,True,4
0000082811,"2021,2022,2023,2024",4,True,True,True,True,4
0000083246,"2021,2022,2023,2024",4,True,True,True,True,4
0000083350,"2021,2022,2023,2024",5,True,True,True,True,4
0000084112,"2021,2022,2023,2024",4,True,True,True,True,4
0000084129,"2021,2022,2023,2024",4,True,True,True,True,4
0000084246,"2021,2022,2023,2024",4,True,True,True,True,4
0000084748,"2021,2022,2023,2024",4,True,True,True,True,4
0000084839,"2021,2022,2023,2024",4,True,True,True,True,4
0000085961,"2021,2022,2023,2024",4,True,True,True,True,4
0000086115,"2021,2022,2023,2024",4,True,True,True,True,4
0000086312,"2021,2022,2023,2024",4,True,True,True,True,4
0000086521,"2021,2022,2023,2024",4,True,True,True,True,4
0000087050,"2021,2022,2023,2024",5,True,True,True,True,4
0000087347,"2021,2022,2023,2024",4,True,True,True,True,4
0000088000,"2021,2022,2023,2024",4,True,True,True,True,4
0000088121,"2021,2022,2023,2024",4,True,True,True,True,4
0000088205,"2021,2022,2023,2024",4,True,True,True,True,4
0000088941,"2021,2022,2023,2024",4,True,True,True,True,4
0000088948,"2021,2022,2023,2024",5,True,True,True,True,4
0000089089,"2021,2022,2023,2024",4,True,True,True,True,4
0000089140,"2021,2022,2023,2024",7,True,True,True,True,4
0000089439,"2021,2022,2023,2024",4,True,True,True,True,4
0000089800,"2021,2022,2023,2024",4,True,True,True,True,4
0000090144,"2021,2022,2023,2024",4,True,True,True,True,4
0000090498,"2021,2022,2023,2024",4,True,True,True,True,4
0000090896,"2021,2022,2023,2024",4,True,True,True,True,4
0000091142,"2021,2022,2023,2024",4,True,True,True,True,4
0000091419,"2021,2022,2023,2024",4,True,True,True,True,4
0000091440,"2021,2022,2023,2024",4,True,True,True,True,4
0000091576,"2021,2022,2023,2024",4,True,True,True,True,4
0000091668,"2021,2022,2023,2024",6,True,True,True,True,4
0000091767,"2021,2022,2023,2024",4,True,True,True,True,4
0000091882,"2021,2022,2023,2024",4,True,True,True,True,4
0000092103,"2021,2022,2023,2024",7,True,True,True,True,4
0000092108,"2021,2022,2023,2024",4,True,True,True,True,4
0000092116,"2021,2022,2023,2024",4,True,True,True,True,4
0000092122,"2021,2022,2023,2024",4,True,True,True,True,4
0000092230,"2021,2022,2023,2024",4,True,True,True,True,4
0000092380,"2021,2022,2023,2024",4,True,True,True,True,4
0000092416,"2021,2022,2023,2024",4,True,True,True,True,4
0000092487,"2021,2022,2023,2024",4,True,True,True,True,4
0000092521,"2021,2022,2023,2024",4,True,True,True,True,4
0000093314,"2021,2022,2023,2024",4,True,True,True,True,4
0000093389,"2021,2022,2023,2024",4,True,True,True,True,4
0000093410,"2021,2022,2023,2024",4,True,True,True,True,4
0000093556,"2021,2022,2023,2024",5,True,True,True,True,4
0000093751,"2021,2022,2023,2024",4,True,True,True,True,4
0000094049,"2021,2022,2023,2024",4,True,True,True,True,4
0000094344,"2021,2022,2023,2024",4,True,True,True,True,4
0000094845,"2021,2022,2023,2024",4,True,True,True,True,4
0000095029,"2021,2022,2023,2024",4,True,True,True,True,4
0000095552,"2021,2022,2023,2024",4,True,True,True,True,4
0000095574,"2021,2022,2023,2024",4,True,True,True,True,4
0000095953,"2021,2022,2023,2024",4,True,True,True,True,4
0000096021,"2021,2022,2023,2024",4,True,True,True,True,4
0000096223,"2021,2022,2023,2024",4,True,True,True,True,4
0000096271,"2021,2022,2023,2024",4,True,True,True,True,4
0000096536,"2021,2022,2023,2024",4,True,True,True,True,4
