sentence_id,irr_item_id,sample_id,batch_row_id,sentence,source_cik,source_year,source_form,source_file,sentence_index,source_section,ff12_code,ff12_name,label,review_note,rater1_label,rater2_label,rater2_note,disagreement_pair,transition,resolution_source,adjudication_note,benchmark_name,benchmark_asset_role,review_status,rubric_version,prelabel_eligible,skip_reason,assistive_label,assistive_confidence,assistive_rationale,assistive_model,assistive_generated_at,assistive_prompt_hash,binary_prob_irrelevant,binary_prob_non_irrelevant,binary_label,logreg_prob_actionable,logreg_prob_speculative,logreg_prob_irrelevant,logreg_label,local_prob_actionable,local_prob_speculative,local_prob_irrelevant,local_label,local_confidence,conditional_as_prob_actionable,conditional_as_prob_speculative,conditional_as_margin,binary_logreg_relevance_disagreement,api_a_label,api_b_label,deferred__local_only,final_label__local_only,deferred__api_a_low_conf_060,final_label__api_a_low_conf_060,deferred__api_a_low_as_margin_015,final_label__api_a_low_as_margin_015,deferred__api_a_component_disagreement,final_label__api_a_component_disagreement,deferred__api_a_conf_or_margin,final_label__api_a_conf_or_margin,deferred__api_a_conf_or_margin_or_disagreement,final_label__api_a_conf_or_margin_or_disagreement,deferred__oracle_error_only,final_label__oracle_error_only
f7e2e3b539e872fd,0bf13880cb85d5e2,a6c377cf62e3f8b4,a6c377cf62e3f8b4,"We believe other approaches based on machine learning, or other artificial intelligence methodologies are potentially viable alternatives but are likely too costly, do not meet current compliance timelines, and may defy the core of COPPA's opt-in parameters.",1437283,2024,10-K,2024/QTR2/20240401_10-K_edgar_data_1437283_0001214659-24-005793.txt,6,,12,Other,Irrelevant,Generic/Risk,Speculative,Irrelevant,Risk related,I_vs_S,S->I,third_adjudicator,Generic/Risk,held_out_v4,canonical_adjudicated_boundary_benchmark_v4,adjudicated,track_a_as_rubric_rewrite_v1,True,,Irrelevant,high,"Commentary on AI approaches’ suitability and costs; no present focal-firm AI capability, asset, or ownership claim.",gpt-5,2026-04-09T17:32:59.246299+00:00,820993429c75f611eed4733382aeda18a14f15d0a75408c10d4d914902c8b606,0.4937924957474923,0.5062075042525077,Non-Irrelevant,0.2069739508950727,0.42898297999077617,0.3640430691141511,Speculative,0.1647466393391377,0.3414608649133701,0.4937924957474923,Irrelevant,0.4937924957474923,0.32545277965092817,0.6745472203490719,0.3490944406981437,False,Irrelevant,,False,Irrelevant,True,Irrelevant,False,Irrelevant,False,Irrelevant,True,Irrelevant,True,Irrelevant,False,Irrelevant
d84aa0479094bd28,0cecd7c76e977d23,c833783c2d76b866,c833783c2d76b866,"Further, if we fail to adopt these new technologies, we may face price pressure from competitors using lower-cost AI systems.",1037646,2024,10-K,2024/QTR1/20240209_10-K_edgar_data_1037646_0001037646-24-000007.txt,4,,12,Other,Irrelevant,Risk related,Irrelevant,Irrelevant,Risk related,,,agreement,,held_out_v4,canonical_adjudicated_boundary_benchmark_v4,adjudicated,track_a_as_rubric_rewrite_v1,True,,Irrelevant,high,Generic competitive risk framing about competitors using AI; no present/past firm-specific capability or current investment claim.,gpt-5-mini,2026-04-09T17:23:12.690474+00:00,bc7ab13f2e5ab844727a0456eb1e8955bc9d73492abbd7ad63f867a2aee8fa0f,0.9324278944820775,0.06757210551792243,Irrelevant,0.010554129995737394,0.09969440593544328,0.8897514640688193,Irrelevant,0.0064687007378221245,0.06110340478010031,0.9324278944820775,Irrelevant,0.9324278944820775,0.09573034151061645,0.9042696584893836,0.8085393169787671,False,Irrelevant,,False,Irrelevant,False,Irrelevant,False,Irrelevant,False,Irrelevant,False,Irrelevant,False,Irrelevant,False,Irrelevant
cc102f3703f48fb4,0ef18d0d3f6a2359,bec69e7585057a2b,bec69e7585057a2b,"CRISPR-IL brings together the leading experts in life science and computer science from academia, medicine, and industry, to develop AI based end-to-end genome-editing solutions.",1158780,2024,10-K,2024/QTR3/20240918_10-K_edgar_data_1158780_0001213900-24-079861.txt,3,,12,Other,Actionable,Factual,Actionable,Actionable,Factual,,,agreement,,held_out_v4,canonical_adjudicated_boundary_benchmark_v4,adjudicated,track_a_as_rubric_rewrite_v1,True,,Speculative,high,'To develop' indicates planned AI solutions without a present factual capability or owned asset stated.,gpt-5,2026-04-09T17:34:11.667670+00:00,3770df8c36aa607f57d041052a48f0c87db2fcea141b13139cb29abd0c65308c,0.1495936444744267,0.8504063555255733,Non-Irrelevant,0.5960725629758286,0.31581237360513237,0.08811506341903914,Actionable,0.555885809244374,0.2945205462811993,0.1495936444744267,Actionable,0.555885809244374,0.653670807646801,0.3463291923531991,0.3073416152936019,False,Speculative,,False,Actionable,True,Speculative,False,Actionable,False,Actionable,True,Speculative,True,Speculative,False,Actionable
ec6f3c3c11b47671,0f6afdf1fd8a2f76,f49a12ea9939be40,f49a12ea9939be40,Our ultimate vision for askROI is to create a one-stop-shop for individuals and businesses to access generative AI products.,1437491,2024,10-K,2024/QTR3/20240716_10-K_edgar_data_1437491_0001214659-24-012432.txt,4,,12,Other,Speculative,"strategy/approach, not a factual statement",Speculative,Speculative,"strategy/approach, not a factual statement",,,agreement,,held_out_v4,canonical_adjudicated_boundary_benchmark_v4,adjudicated,track_a_as_rubric_rewrite_v1,True,,Speculative,high,Vision to create a future one-stop-shop; build language without a present capability or owned asset claim.,gpt-5,2026-04-09T17:33:36.022549+00:00,579bcf14c4b3e3488aff8b59718a2162dd659c11020b5a1b4fa082014bd8120a,0.07469126548652294,0.9253087345134771,Non-Irrelevant,0.41600432734803067,0.5430440425696936,0.040951630082275745,Speculative,0.40136915901703624,0.5239395754964408,0.07469126548652294,Speculative,0.5239395754964408,0.43376782693840477,0.5662321730615951,0.13246434612319036,False,Speculative,,False,Speculative,True,Speculative,True,Speculative,False,Speculative,True,Speculative,True,Speculative,False,Speculative
98c50baf6f6271ea,105f3b5a348c31a2,e65f490dbe214fd0,e65f490dbe214fd0,"Plan of Operation We devote substantial efforts to enter into new-emerging application industries of Internet Technology, Artificial Intelligence (AI) and the Internet of Things (IOT).",1438461,2024,10-K,2024/QTR3/20240715_10-K_edgar_data_1438461_0001640334-24-001102.txt,2,,12,Other,Irrelevant,"Approach, not factual",Irrelevant,Speculative,"Approach, not factual",I_vs_S,I->S,third_adjudicator,,held_out_v4,canonical_adjudicated_boundary_benchmark_v4,adjudicated,track_a_as_rubric_rewrite_v1,True,,Speculative,high,"Describes intent/effort to enter AI and IoT industries, not a present or past factual claim of current capability or deployment.",gpt-5-mini,2026-04-09T17:26:57.050576+00:00,6c677ea127988dd5986ada32d38dd45331efe573c7c009e985c9cfd8e72ea180,0.11007481880616987,0.8899251811938301,Non-Irrelevant,0.11978647361284499,0.8358673333257142,0.04434619306144086,Speculative,0.1115477157737463,0.7783774654200838,0.11007481880616987,Speculative,0.7783774654200838,0.12534504937157256,0.8746549506284274,0.7493099012568548,False,Speculative,,False,Speculative,False,Speculative,False,Speculative,False,Speculative,False,Speculative,False,Speculative,True,Speculative
87308d0180b7765c,116cce8be541d373,4f0b5b90a8028d28,4f0b5b90a8028d28,"In particular, we seek not only to deliver size recommendations but to provide a robust, end-to-end,artificial intelligence, or AI-driven platform that inspires consumer confidence and drives revenue growth by providing a superior consumer journey to both online and the brick and mortar stores.",1211805,2024,10-K,2024/QTR2/20240401_10-K_edgar_data_1211805_0001493152-24-012542.txt,3,,12,Other,Speculative,Expectation not factual,Speculative,Speculative,Expectation not factual,,,agreement,,held_out_v4,canonical_adjudicated_boundary_benchmark_v4,adjudicated,track_a_as_rubric_rewrite_v1,True,,Speculative,high,States an intention to provide an AI-driven platform; no present factual capability or owned asset described.,gpt-5,2026-04-09T17:32:39.538178+00:00,e95d193561885f77b6bc6d8d69b3205b042b5ea1005d3aa0dd45e607d58631fb,0.08584400407149728,0.9141559959285027,Non-Irrelevant,0.4482423187742997,0.5020555834642414,0.04970209776145891,Speculative,0.4311946836578028,0.48296131227069994,0.08584400407149728,Speculative,0.48296131227069994,0.4716861078177811,0.5283138921822189,0.05662778436443783,False,Speculative,,False,Speculative,True,Speculative,True,Speculative,False,Speculative,True,Speculative,True,Speculative,False,Speculative
0fddc829f60dd6b8,11deafd3377a8d03,04d98e671b190930,04d98e671b190930,"Additionally, Mr. Bordes currently serves as a director for (i) Logiq, Inc. (OTC: LGIQ), a U.S.-based advertising technology company and significant stockholder of the Company, (ii) GoLogiq, Inc. (OTC: GOLQ), a U.S.-based global provider of fintech and consumer data analytics, (iii) Beasley Broadcast Group (Nasdaq: BBGI), a public media and digital broadcast company providing music, news, sports information and entertainment to over 19 million listeners from 63 stations across the U.S., (iv) Kubient (Nasdaq: KBNT), a cloud advertising platform, where he previously served as its CEO and led the company's IPO and listing on NASDAQ, and (v) Fraud.net, a leading AI powered collective intelligence fraud prevention, risk mitigation cloud infrastructure platform for the real-time economy.",1854583,2024,10-K,2024/QTR3/20240710_10-K_edgar_data_1854583_0001213900-24-060521.txt,6,,12,Other,Actionable,Biography,Actionable,Irrelevant,Biography,A_vs_I,A->I,third_adjudicator,,held_out_v4,canonical_adjudicated_boundary_benchmark_v4,adjudicated,track_a_as_rubric_rewrite_v1,True,,Actionable,high,States current director roles and asserts Fraud.net is an AI-powered fraud prevention platform (present factual capability).,gpt-5-mini,2026-04-09T17:26:52.224315+00:00,ee3ee85ddf816c241acb1e6ea9dbb53bd4957f708ea8fbe513252b1a87a0832d,0.19083315975723547,0.8091668402427645,Non-Irrelevant,0.6642021437226892,0.22267935210885553,0.11311850416845533,Actionable,0.6060001842914117,0.20316665595135283,0.19083315975723547,Actionable,0.6060001842914117,0.7489187076791243,0.2510812923208756,0.49783741535824866,False,Actionable,,False,Actionable,False,Actionable,False,Actionable,False,Actionable,False,Actionable,False,Actionable,False,Actionable
e48da8f67563649d,14abd2355f67723f,314d4039f96e3700,314d4039f96e3700,"In particular, the legal and regulatory landscape governing AI remains unsettled, and developments in this area may adversely impact our business.",1754301,2024,10-K,2024/QTR3/20240808_10-K_edgar_data_1754301_0001628280-24-036123.txt,13,,12,Other,Irrelevant,Risk related,Irrelevant,Irrelevant,Risk related,,,agreement,,held_out_v4,canonical_adjudicated_boundary_benchmark_v4,adjudicated,track_a_as_rubric_rewrite_v1,True,,Irrelevant,high,"Generic regulatory risk disclosure; does not assert any present firm AI capability, product, or investment.",gpt-5-mini,2026-04-09T17:27:20.617763+00:00,8775a45477f5753789f38ea8f473172d43d4f6fadf925e01f13905f5698f695b,0.9588086547142269,0.04119134528577302,Irrelevant,0.016583934028305672,0.02435992707094557,0.9590561389007487,Irrelevant,0.01668417521983319,0.024507170065939828,0.9588086547142269,Irrelevant,0.9588086547142269,0.40504079446989305,0.5949592055301068,0.1899184110602138,False,Irrelevant,,False,Irrelevant,False,Irrelevant,False,Irrelevant,False,Irrelevant,False,Irrelevant,False,Irrelevant,False,Irrelevant
ea992ace72120c58,17ccdb7920fc82f0,6c391dbfae4ef60a,6c391dbfae4ef60a,"Further, we expect that the breadth and complexity of our IT systems and infrastructure will increase as we expand our product offerings to utilize cloud technologies and potentially artificial intelligence, which present inherent enterprise technology risks, including those related to privacy, data protection and cybersecurity, that need to be managed.",10795,2024,10-K,2024/QTR4/20241127_10-K_edgar_data_10795_0000010795-24-000084.txt,3,,12,Other,Irrelevant,Risk related,Irrelevant,Irrelevant,Risk related,,,agreement,,held_out_v4,canonical_adjudicated_boundary_benchmark_v4,adjudicated,track_a_as_rubric_rewrite_v1,True,,Speculative,high,"Discusses expected future use of AI/cloud as expansion, not a current/past implemented capability or investment.",gpt-5-mini,2026-04-09T17:29:50.513075+00:00,033438d76da73631147c96dbbed98bd4cd4cde2180767d6913f02af0ad707fee,0.8349708378174819,0.16502916218251804,Irrelevant,0.062339035793984456,0.16010258549485304,0.7775583787111625,Irrelevant,0.04624925312421069,0.11877990905830736,0.8349708378174819,Irrelevant,0.8349708378174819,0.280248972439551,0.7197510275604491,0.43950205512089807,False,Speculative,,False,Irrelevant,False,Irrelevant,False,Irrelevant,False,Irrelevant,False,Irrelevant,False,Irrelevant,False,Irrelevant
d0d9f2a3ca8539a5,19996e7336662d83,d1c4317baf81cdd9,d1c4317baf81cdd9,"Moreover, the rapid evolution and increasing adoption of artificial intelligence technologies could both intensify our cybersecurity risks and introduce new risks.",1618673,2024,10-K,2024/QTR3/20240814_10-K_edgar_data_1618673_0000950170-24-097033.txt,1,,12,Other,Irrelevant,Risk related,Irrelevant,Irrelevant,Risk related,,,agreement,,held_out_v4,canonical_adjudicated_boundary_benchmark_v4,adjudicated,track_a_as_rubric_rewrite_v1,True,,Irrelevant,high,"Generic risk framing about AI adoption, not a firm-specific present capability, product, or investment claim.",gpt-5-mini,2026-04-09T17:27:31.640127+00:00,ea4851c30e024646808053e71eb547707a234659eca702b054aebfab48330609,0.9390316959352908,0.06096830406470919,Irrelevant,0.022240746755670456,0.04822854412257665,0.9295307091217528,Irrelevant,0.019242149224528146,0.041726154840181044,0.9390316959352908,Irrelevant,0.9390316959352908,0.31560906145766066,0.6843909385423393,0.3687818770846787,False,Irrelevant,,False,Irrelevant,False,Irrelevant,False,Irrelevant,False,Irrelevant,False,Irrelevant,False,Irrelevant,False,Irrelevant
