sample_id,sentence_id,sentence,sentence_norm,label,is_uncertain,uncertainty_note,source_file,source_year,source_form,source_cik,sentence_index,sic,sic2,ff12_code,ff12_name,token_count,length_bin,edge_case_flag
ceac96c23af84be3,60ecd917694efd22,Users of the ATOS platform get access to,users of the atos platform get access to,Speculative,0,,data/processed/sec/2021/20210331_10-K_edgar_data_1084267_0001683168-21-001154_ai_sentences.txt,2021,10-K,1084267,4,7310.0,73.0,12,Other,8,short,0
72ef75921afcbcdd,612923152e25d112,"targeting features based on audience profiles and location through an in-house data management platform (or DMP),",targeting features based on audience profiles and location through an in house data management platform or dmp,Speculative,0,,data/processed/sec/2021/20210331_10-K_edgar_data_1084267_0001683168-21-001154_ai_sentences.txt,2021,10-K,1084267,7,7310.0,73.0,12,Other,16,medium,0
4fc44b399d9f062f,7d1f4008a802a6c1,"support for all rich media creators ad tags,",support for all rich media creators ad tags,Actionable,0,,data/processed/sec/2021/20210331_10-K_edgar_data_1084267_0001683168-21-001154_ai_sentences.txt,2021,10-K,1084267,9,7310.0,73.0,12,Other,8,short,0
c488a9a336e5b095,ea231593ff9c2d6e,"machine learning and AI powered optimization delivering greater than the average click through rate on ad links,",machine learning and ai powered optimization delivering greater than the average click through rate on ad links,Speculative,0,,data/processed/sec/2021/20210331_10-K_edgar_data_1084267_0001683168-21-001154_ai_sentences.txt,2021,10-K,1084267,10,7310.0,73.0,12,Other,17,medium,0
afec91168cd9a3f8,035aa70892530200,"support for third-party trackers and Custom Scripts for MOAT analytics, IAS, and forensics to enable independent verification by advertisers for transparency,",support for third party trackers and custom scripts for moat analytics ias and forensics to enable independent verification by advertisers for transparency,Speculative,0,,data/processed/sec/2021/20210331_10-K_edgar_data_1084267_0001683168-21-001154_ai_sentences.txt,2021,10-K,1084267,12,7310.0,73.0,12,Other,21,medium,0
523593965b3a8a3e,bf48f7c41cea18e9,"detailed campaign wrap-up reporting that gives a breakdown on publishers, categories, demonstrations, and devices to better understand advertisement campaign performance,",detailed campaign wrap up reporting that gives a breakdown on publishers categories demonstrations and devices to better understand advertisement campaign performance,Actionable,0,,data/processed/sec/2021/20210331_10-K_edgar_data_1084267_0001683168-21-001154_ai_sentences.txt,2021,10-K,1084267,13,7310.0,73.0,12,Other,20,medium,0
dc27e966bf82ee6a,68ada9e13812bf1c,"access to business intelligence via an analytics dashboard,",access to business intelligence via an analytics dashboard,Actionable,0,,data/processed/sec/2021/20210331_10-K_edgar_data_1084267_0001683168-21-001154_ai_sentences.txt,2021,10-K,1084267,14,7310.0,73.0,12,Other,8,short,0
616235c0704b61ff,cc7c275ef031e7c6,"24x7 support, along with guided managed services to enable users to rapidly harness and operate all the features of the ATOS platform.",24x7 support along with guided managed services to enable users to rapidly harness and operate all the features of the atos platform,Actionable,0,,data/processed/sec/2021/20210331_10-K_edgar_data_1084267_0001683168-21-001154_ai_sentences.txt,2021,10-K,1084267,20,7310.0,73.0,12,Other,22,medium,0
5af04082532d5c91,8f596730820f2f5f,Utilizing massively parallel cluster computing and machine learning algorithms,utilizing massively parallel cluster computing and machine learning algorithms,Actionable,0,,data/processed/sec/2021/20210331_10-K_edgar_data_1084267_0001683168-21-001154_ai_sentences.txt,2021,10-K,1084267,21,7310.0,73.0,12,Other,9,short,0
19d769edcbef9e0e,91c3cfe3d8db6fce,"and technology, Mobiquity Networks, makes available actionable data for marketers, researchers and application publishers through",and technology mobiquity networks makes available actionable data for marketers researchers and application publishers through,Irrelevant,0,,data/processed/sec/2021/20210331_10-K_edgar_data_1084267_0001683168-21-001154_ai_sentences.txt,2021,10-K,1084267,22,7310.0,73.0,12,Other,15,medium,0
1810768d4c65f9e0,5a30ae5621782d62,"Specifically, the Mobiquity Networks platform uses the following AWS services: EC2, Lambda, Kafka,",specifically the mobiquity networks platform uses the following aws services ec2 lambda kafka,Actionable,0,,data/processed/sec/2021/20210331_10-K_edgar_data_1084267_0001683168-21-001154_ai_sentences.txt,2021,10-K,1084267,24,7310.0,73.0,12,Other,13,medium,0
78da431e8bc906be,6d1f61824c8f4e22,"Kinesis, S3, Storm, Spark, Machine Learning, RDS, Redshift, Elastic Map Reduction, CloudWatch, DataBricks, and Elastic Search Service",kinesis s3 storm spark machine learning rds redshift elastic map reduction cloudwatch databricks and elastic search service,Actionable,0,,data/processed/sec/2021/20210331_10-K_edgar_data_1084267_0001683168-21-001154_ai_sentences.txt,2021,10-K,1084267,25,7310.0,73.0,12,Other,17,medium,0
b3aef3c8850de420,49b0581799e4efc9,"and machine learning algorithms and technology, Mobiquity Networks processes user dwell-time and frequency of visitation",and machine learning algorithms and technology mobiquity networks processes user dwell time and frequency of visitation,Speculative,0,,data/processed/sec/2021/20210331_10-K_edgar_data_1084267_0001683168-21-001154_ai_sentences.txt,2021,10-K,1084267,28,7310.0,73.0,12,Other,15,medium,0
66f7018704feafc4,c3cbf1a9aa921c13,data within all location signals available to segment highly targetable audiences for marketing and research.,data within all location signals available to segment highly targetable audiences for marketing and research,Actionable,0,,data/processed/sec/2021/20210331_10-K_edgar_data_1084267_0001683168-21-001154_ai_sentences.txt,2021,10-K,1084267,29,7310.0,73.0,12,Other,15,medium,0
d4a1a6c240e33d10,b081bd6ab57b48e7,learning (ML) based optimization technology for automatic ad serving that manages and runs digital advertising campaigns.,learning ml based optimization technology for automatic ad serving that manages and runs digital advertising campaigns,Speculative,0,,data/processed/sec/2021/20210331_10-K_edgar_data_1084267_0001683168-21-001154_ai_sentences.txt,2021,10-K,1084267,31,7310.0,73.0,12,Other,16,medium,0
7467b465e9fd78d7,b8a5cade8148c8de,"In addition to Ai Xin Company Group, Mr. Lin has founded a number of companies located in Chengdu City, Sichuan Province,",in addition to ai xin company group mr lin has founded a number of companies located in chengdu city sichuan province,Speculative,0,,data/processed/sec/2021/20210401_10-K_edgar_data_835662_0001493152-21-007578_ai_sentences.txt,2021,10-K,835662,1,5122.0,51.0,9,Shops,21,medium,0
934984ef9554e628,7a5191ab8962e704,"China, engaged in various types of business, including pharmacies, retail outlets, hotel management services and global tourism.",china engaged in various types of business including pharmacies retail outlets hotel management services and global tourism,Speculative,0,,data/processed/sec/2021/20210401_10-K_edgar_data_835662_0001493152-21-007578_ai_sentences.txt,2021,10-K,835662,2,5122.0,51.0,9,Shops,17,medium,0
a9d59c9f5078431b,9be31a74c83de6fd,"In addition to the impact on our advertising business, the pandemic exposes our business, operations, and workforce to a variety of other risks, including:",in addition to the impact on our advertising business the pandemic exposes our business operations and workforce to a variety of other risks including,Speculative,0,,data/processed/sec/20210128_10-K_edgar_data_1326801_0001326801-21-000014_ai_sentences.txt,2021,10-K,1326801,6,,,12,Other,24,medium,0
5e41c2be77989459,a0e779c1e2ee0602,"volatility in the size of our user base and user engagement, particularly for our messaging products, whether as a result of shelter-in-place measures or other factors;",volatility in the size of our user base and user engagement particularly for our messaging products whether as a result of shelter in place measures or other factors,Actionable,0,,data/processed/sec/20210128_10-K_edgar_data_1326801_0001326801-21-000014_ai_sentences.txt,2021,10-K,1326801,7,,,12,Other,26,long,0
f2461e908a43096d,d4619d7f40e05618,decreased user engagement as a result of users' inability to purchase data packs or devices to access our products and services;,decreased user engagement as a result of users inability to purchase data packs or devices to access our products and services,Speculative,0,,data/processed/sec/20210128_10-K_edgar_data_1326801_0001326801-21-000014_ai_sentences.txt,2021,10-K,1326801,8,,,12,Other,21,medium,0
94332518fdd97131,3b10da0b7a364ae5,"increased misuse of our products and services or user data by third parties, including improper advertising practices or other activity inconsistent with our terms, contracts, or policies, misinformation or other illicit or objectionable material on our platforms, election interference, or other undesirable activity;",increased misuse of our products and services or user data by third parties including improper advertising practices or other activity inconsistent with our terms contracts or policies misinformation or other illicit or objectionable material on our platforms election interference or other undesirable activity,Irrelevant,0,,data/processed/sec/20210128_10-K_edgar_data_1326801_0001326801-21-000014_ai_sentences.txt,2021,10-K,1326801,11,,,12,Other,43,long,0
c5907a2fc388f2b8,5c2857fb186d37a6,"our inability to recognize revenue, collect payment, or generate future revenue from marketers, including from those that have been or may be forced to close their businesses or are otherwise impacted by the economic downturn;",our inability to recognize revenue collect payment or generate future revenue from marketers including from those that have been or may be forced to close their businesses or are otherwise impacted by the economic downturn,Speculative,0,,data/processed/sec/20210128_10-K_edgar_data_1326801_0001326801-21-000014_ai_sentences.txt,2021,10-K,1326801,13,,,12,Other,35,long,1
928478ff23851ef8,717f8d07997f9494,increased expenses resulting from our initiatives or donations related to the pandemic;,increased expenses resulting from our initiatives or donations related to the pandemic,Actionable,0,,data/processed/sec/20210128_10-K_edgar_data_1326801_0001326801-21-000014_ai_sentences.txt,2021,10-K,1326801,14,,,12,Other,12,short,0
8b3a41e9867f802b,b93429eac3942d86,"significant volatility and disruption of global financial markets, which could cause fluctuations in currency exchange rates or negatively impact our ability to access capital in the future;",significant volatility and disruption of global financial markets which could cause fluctuations in currency exchange rates or negatively impact our ability to access capital in the future,Speculative,0,,data/processed/sec/20210128_10-K_edgar_data_1326801_0001326801-21-000014_ai_sentences.txt,2021,10-K,1326801,15,,,12,Other,27,long,1
b5d9a5fa2e2b9811,f307eadfe25d8c5e,"negative impact on our workforce productivity, product development, and research and development due to difficulties resulting from our personnel working remotely;",negative impact on our workforce productivity product development and research and development due to difficulties resulting from our personnel working remotely,Irrelevant,0,,data/processed/sec/20210128_10-K_edgar_data_1326801_0001326801-21-000014_ai_sentences.txt,2021,10-K,1326801,16,,,12,Other,21,medium,0
735acff2e8bc17e7,d3012dca34681539,"illnesses to key employees, or a significant portion of our workforce, which may result in inefficiencies, delays, and disruptions in our business; and",illnesses to key employees or a significant portion of our workforce which may result in inefficiencies delays and disruptions in our business and,Speculative,0,,data/processed/sec/20210128_10-K_edgar_data_1326801_0001326801-21-000014_ai_sentences.txt,2021,10-K,1326801,17,,,12,Other,23,medium,1
c56d6b2847436f90,bee4b7c54029e7d4,Government Regulation Is Evolving and Unfavorable Changes Could Harm Our Business,government regulation is evolving and unfavorable changes could harm our business,Speculative,0,,data/processed/sec/20210203_10-K_edgar_data_1018724_0001018724-21-000004_ai_sentences.txt,2021,10-K,1018724,4,,,12,Other,11,short,1
61ced216ba732e84,b1fe60af5d99d941,"to Ai Xin Company Group, Mr. Lin has founded a number of companies located in Chengdu City, Sichuan Province, China, engaged in various",to ai xin company group mr lin has founded a number of companies located in chengdu city sichuan province china engaged in various,Speculative,0,,data/processed/sec/2022/20220415_10-K_edgar_data_835662_0001493152-22-010029_ai_sentences.txt,2022,10-K,835662,2,5122.0,51.0,9,Shops,23,medium,0
76beb2f593a7b336,bb64bbfd8dda7e43,"types of business, including pharmacies, retail outlets, hotel management services and global tourism.",types of business including pharmacies retail outlets hotel management services and global tourism,Speculative,0,,data/processed/sec/2022/20220415_10-K_edgar_data_835662_0001493152-22-010029_ai_sentences.txt,2022,10-K,835662,3,5122.0,51.0,9,Shops,13,medium,0
e1f3db74ab8fd35c,5f493e82aed977d8,"The MHRA seeks to amend the Medical Devices Regulations 2002, in particular to create a new",the mhra seeks to amend the medical devices regulations 2002 in particular to create a new,Speculative,0,,data/processed/sec/2023/20230301_10-K_edgar_data_1076930_0000950170-23-005365_ai_sentences.txt,2023,10-K,1076930,1,3679.0,36.0,6,BusEq,16,medium,0
478bcf1f3b1cf686,cdd467eca7e3599d,"access pathway to support innovation, create an innovative framework for regulating software and artificial intelligence as medical devices, reform in-vitro diagnostic medical device regulation and foster sustainability through the reuse and remanufacture of medical devices.",access pathway to support innovation create an innovative framework for regulating software and artificial intelligence as medical devices reform in vitro diagnostic medical device regulation and foster sustainability through the reuse and remanufacture of medical devices,Speculative,0,,data/processed/sec/2023/20230301_10-K_edgar_data_1076930_0000950170-23-005365_ai_sentences.txt,2023,10-K,1076930,3,3679.0,36.0,6,BusEq,35,long,0
74c136cb81bfc176,33fbccdda08ce2b0,comprised of three proprietary software platforms:,comprised of three proprietary software platforms,Actionable,0,,data/processed/sec/2023/20230331_10-K_edgar_data_1084267_0001683168-23-002071_ai_sentences.txt,2023,10-K,1084267,2,7310.0,73.0,12,Other,6,short,0
edf1750e5d6fe8a8,fe49dcea7cf1234b,Advertising Technology Operating System (ATOS Platform),advertising technology operating system atos platform,Speculative,0,,data/processed/sec/2023/20230331_10-K_edgar_data_1084267_0001683168-23-002071_ai_sentences.txt,2023,10-K,1084267,3,7310.0,73.0,12,Other,6,short,0
0dff40d1a57af95d,59d98126cda6aeb0,Publisher Platform for Monetization and Compliance,publisher platform for monetization and compliance,Speculative,0,,data/processed/sec/2023/20230331_10-K_edgar_data_1084267_0001683168-23-002071_ai_sentences.txt,2023,10-K,1084267,5,7310.0,73.0,12,Other,6,short,0
bc7d1eeeeb44686c,07e7d43f0694510c,Our ATOS platform blends artificial intelligence,our atos platform blends artificial intelligence,Actionable,0,,data/processed/sec/2023/20230331_10-K_edgar_data_1084267_0001683168-23-002071_ai_sentences.txt,2023,10-K,1084267,8,7310.0,73.0,12,Other,6,short,0
f26367c5b55d1ae3,8d8ce6f7826bb44a,(or AI) and machine learning (ML) based optimization technology for automatic ad serving that manages digital advertising inventory and,or ai and machine learning ml based optimization technology for automatic ad serving that manages digital advertising inventory and,Speculative,0,,data/processed/sec/2023/20230331_10-K_edgar_data_1084267_0001683168-23-002071_ai_sentences.txt,2023,10-K,1084267,9,7310.0,73.0,12,Other,19,medium,0
bd8a61be60631551,f77b2323191da169,get access to benefits including among other things:,get access to benefits including among other things,Actionable,0,,data/processed/sec/2023/20230331_10-K_edgar_data_1084267_0001683168-23-002071_ai_sentences.txt,2023,10-K,1084267,12,7310.0,73.0,12,Other,8,short,0
93b6b7732315fbee,847783238a879272,targeting features based on audience profiles and location and context through an in-house data management platform (or DMP);,targeting features based on audience profiles and location and context through an in house data management platform or dmp,Speculative,0,,data/processed/sec/2023/20230331_10-K_edgar_data_1084267_0001683168-23-002071_ai_sentences.txt,2023,10-K,1084267,14,7310.0,73.0,12,Other,18,medium,0
272e00e6aeff675b,2c5f6c9fafe7ce56,machine learning and AI powered optimization which aids in delivering a higher click through rate on ad links;,machine learning and ai powered optimization which aids in delivering a higher click through rate on ad links,Speculative,0,,data/processed/sec/2023/20230331_10-K_edgar_data_1084267_0001683168-23-002071_ai_sentences.txt,2023,10-K,1084267,17,7310.0,73.0,12,Other,18,medium,0
a9558edcea3a4c3a,c5eb54af2fbc8322,"support for third-party trackers and custom scripts for make-the-most-of-your media (or MOAT) analytics, Integral Ad Science (or IAS), and forensics to enable independent verification by advertisers for transparency;",support for third party trackers and custom scripts for make the most of your media or moat analytics integral ad science or ias and forensics to enable independent verification by advertisers for transparency,Irrelevant,0,,data/processed/sec/2023/20230331_10-K_edgar_data_1084267_0001683168-23-002071_ai_sentences.txt,2023,10-K,1084267,18,7310.0,73.0,12,Other,28,long,0
122f44a33caaa085,ace940e9cfe02f7b,Utilizing massively parallel cluster computing and machine,utilizing massively parallel cluster computing and machine,Actionable,0,,data/processed/sec/2023/20230331_10-K_edgar_data_1084267_0001683168-23-002071_ai_sentences.txt,2023,10-K,1084267,27,7310.0,73.0,12,Other,7,short,0
7e31b8b476022a7f,a8ecdfa70276640a,"learning algorithms and technology, our data intelligence solutions make available actionable data for marketers, researchers and application",learning algorithms and technology our data intelligence solutions make available actionable data for marketers researchers and application,Irrelevant,0,,data/processed/sec/2023/20230331_10-K_edgar_data_1084267_0001683168-23-002071_ai_sentences.txt,2023,10-K,1084267,28,7310.0,73.0,12,Other,17,medium,0
8870bec33dd16914,4a282f15fcfb40a1,"Specifically, our data intelligence platform uses the following AWS services: EC2, Lambda, Kafka, Kinesis, S3,",specifically our data intelligence platform uses the following aws services ec2 lambda kafka kinesis s3,Actionable,0,,data/processed/sec/2023/20230331_10-K_edgar_data_1084267_0001683168-23-002071_ai_sentences.txt,2023,10-K,1084267,30,7310.0,73.0,12,Other,15,medium,0
91ba8b41c4bddf97,d7e0489e73a92626,"Storm, Spark, Machine Learning, RDS, Redshift, Elastic Map Reduction, CloudWatch, DataBricks, and Elastic Search Service with built-in",storm spark machine learning rds redshift elastic map reduction cloudwatch databricks and elastic search service with built in,Actionable,0,,data/processed/sec/2023/20230331_10-K_edgar_data_1084267_0001683168-23-002071_ai_sentences.txt,2023,10-K,1084267,31,7310.0,73.0,12,Other,17,medium,0
3dc04f9e437f0923,88158e57573eb565,"Spark, Machine Learning, RDS, Redshift, Elastic Map Reduction, CloudWatch, DataBricks, and Elastic Search Service with built-in Kibana",spark machine learning rds redshift elastic map reduction cloudwatch databricks and elastic search service with built in kibana,Actionable,0,,data/processed/sec/2023/20230331_10-K_edgar_data_1084267_0001683168-23-002071_ai_sentences.txt,2023,10-K,1084267,34,7310.0,73.0,12,Other,17,medium,0
05c14135bc197a21,d9b2660ecfc4f761,"Any number of factors can negatively affect user retention, growth, and engagement, including if:",any number of factors can negatively affect user retention growth and engagement including if,Irrelevant,0,,data/processed/sec/20230202_10-K_edgar_data_1326801_0001326801-23-000013_ai_sentences.txt,2023,10-K,1326801,11,,,12,Other,14,medium,0
ce9ebc944b2bf5c8,1222411423b879e5,users increasingly engage with other competitive products or services;,users increasingly engage with other competitive products or services,Irrelevant,0,,data/processed/sec/20230202_10-K_edgar_data_1326801_0001326801-23-000013_ai_sentences.txt,2023,10-K,1326801,12,,,12,Other,9,short,0
