sentence_id,split,split_version,assignment_reason,seed,source_manifest_id,source_cik,label,batch_row_id,sentence_text_id,source_year
a616a0e692c73b63,train,v1,grouped_source_cik_stratified_80_20_v1,20260315,expansion_2024_batch_04,1059556,Speculative,c87aed1a31aeb6a7,471051070019ebd1,2024
f4349648ca8256c9,train,v1,grouped_source_cik_stratified_80_20_v1,20260315,expansion_2024_batch_04,1059556,Irrelevant,b2bfee5fc882f15c,07ad4a97649a79e4,2024
ce5e1c559bb782a7,train,v1,grouped_source_cik_stratified_80_20_v1,20260315,expansion_2024_batch_04,106640,Irrelevant,8b19bd0b3ef29a31,519366f5a34aaf10,2024
80ce1c8adb92e58e,train,v1,grouped_source_cik_stratified_80_20_v1,20260315,expansion_2024_batch_02,1021561,Irrelevant,b08e1cbce414926e,29eb4aa2c8052737,2024
fbf11708f0c5c9f0,train,v1,grouped_source_cik_stratified_80_20_v1,20260315,expansion_2024_batch_02,1021561,Speculative,3bb40d1617cef3bf,d239c41968fba9b2,2024
c37cd32a6952859a,train,v1,grouped_source_cik_stratified_80_20_v1,20260315,expansion_2024_batch_03,1037676,Irrelevant,4b6a06e4570edf93,52a69644a08b363e,2024
463d755f47e27e0d,train,v1,grouped_source_cik_stratified_80_20_v1,20260315,expansion_2024_batch_03,1043219,Irrelevant,425ebdd8a5361d5a,45012e8fae592103,2024
5ae70fcfe3c6fbae,train,v1,grouped_source_cik_stratified_80_20_v1,20260315,expansion_2024_batch_03,1050446,Speculative,c04d675de58a9dd0,8835b0aa74a423ea,2024
aa5406db6036e628,train,v1,grouped_source_cik_stratified_80_20_v1,20260315,expansion_2024_batch_03,1050446,Irrelevant,c83d284635270d1a,6e0cd2b3f7690202,2024
2387103833acfbe8,train,v1,grouped_source_cik_stratified_80_20_v1,20260315,expansion_2024_batch_04,1052752,Speculative,df42379864a36f3b,717b40a2f901a513,2024
51929e6af2a06c58,train,v1,grouped_source_cik_stratified_80_20_v1,20260315,expansion_2024_batch_04,1052752,Irrelevant,11330f1f1057ba18,9052918b1f775a17,2024
4242b9a10b4ff277,train,v1,grouped_source_cik_stratified_80_20_v1,20260315,pilot_2024_10k_v1,1004434,Irrelevant,a40e3072bfdfdc07,2468efd746dbed35,2024
3dd04eecfc20c3ba,train,v1,grouped_source_cik_stratified_80_20_v1,20260315,pilot_2024_10k_v1,1004434,Irrelevant,8b718b65d388a9b9,9c293c4480aa5e43,2024
4d60a30db86bb743,train,v1,grouped_source_cik_stratified_80_20_v1,20260315,pilot_2024_10k_v1,1004434,Irrelevant,6fc28a8e7bc0db4f,e1db53fd7bfc6f43,2024
691ff1fda84f8181,train,v1,grouped_source_cik_stratified_80_20_v1,20260315,expansion_2024_batch_01,1005757,Actionable,3ef1fa78bd85a505,82df2d572e24d333,2024
c7451565a7c42e34,train,v1,grouped_source_cik_stratified_80_20_v1,20260315,expansion_2024_batch_01,1005757,Irrelevant,a5b5f3d984e0b551,4469609d61ff4969,2024
2caff8c724a07ec3,train,v1,grouped_source_cik_stratified_80_20_v1,20260315,expansion_2024_batch_02,103145,Irrelevant,6128ec162df8ce87,d92d0115f3bc2cdd,2024
8cb86384a20b0e71,train,v1,grouped_source_cik_stratified_80_20_v1,20260315,expansion_2024_batch_02,103145,Irrelevant,7d4fe00db09ac9b0,b79d11bdd08d854f,2024
5ce92083d8f8acc2,train,v1,grouped_source_cik_stratified_80_20_v1,20260315,expansion_2024_batch_03,1043277,Actionable,af4b252b6098243c,dba277ffb57b7444,2024
27b0a202ee3eeea3,train,v1,grouped_source_cik_stratified_80_20_v1,20260315,expansion_2024_batch_04,1051512,Irrelevant,da37a9c2106b9a36,76f823817e4365e6,2024
d215dee5d04eec62,validation,v1,grouped_source_cik_stratified_80_20_v1,20260315,expansion_2024_batch_04,106535,Irrelevant,e51186eb0be000d3,2718eb1f5a1d219b,2024
a3d33d0f7a867552,train,v1,grouped_source_cik_stratified_80_20_v1,20260315,expansion_2024_batch_04,1066247,Irrelevant,5ce1bcfbd673070d,8bf4e3088430aa9c,2024
c03745e81ec98a48,train,v1,grouped_source_cik_stratified_80_20_v1,20260315,expansion_2024_batch_04,1066247,Irrelevant,52a5eb6ba5557f21,37b3cbd35aaa820b,2024
89b750c6a4e15ede,train,v1,grouped_source_cik_stratified_80_20_v1,20260315,expansion_2024_batch_03,1041061,Irrelevant,9124542ed48bb0a6,1a9800465e806a07,2024
b8d76ca9d60104cd,train,v1,grouped_source_cik_stratified_80_20_v1,20260315,expansion_2024_batch_03,1042773,Irrelevant,9686ae31e10fa05f,e71731776b7bca8b,2024
501a42c21d81fb7b,train,v1,grouped_source_cik_stratified_80_20_v1,20260315,expansion_2024_batch_03,1042773,Irrelevant,835ec0368f1e410f,579e57a2f1cc90f3,2024
41c24874f9a6c8ce,train,v1,grouped_source_cik_stratified_80_20_v1,20260315,expansion_2024_batch_04,1070985,Actionable,b23a5c4f603f3229,630a06f71c5b8a40,2024
c45311384e048d97,validation,v1,grouped_source_cik_stratified_80_20_v1,20260315,pilot_2024_10k_v1,1004036,Irrelevant,e575d677639570ce,26708af00f2ae852,2024
7f149b24b4a063a6,train,v1,grouped_source_cik_stratified_80_20_v1,20260315,expansion_2024_batch_03,1045810,Speculative,6c457c2fff577088,1381f99e3677ba92,2024
6dfff7cd99ed88c1,train,v1,grouped_source_cik_stratified_80_20_v1,20260315,expansion_2024_batch_03,1045810,Irrelevant,ff934a4292cf43d9,9168a6cc964d33a7,2024
59716e248fcbd2d0,validation,v1,grouped_source_cik_stratified_80_20_v1,20260315,expansion_2024_batch_03,1046568,Speculative,5640fd853701afed,2e74a4cd08d2b932,2024
74451979bd7d7675,validation,v1,grouped_source_cik_stratified_80_20_v1,20260315,expansion_2024_batch_03,104918,Irrelevant,0dd2103eededf119,9bef5275c1e3067b,2024
ac52adf8005d949d,validation,v1,grouped_source_cik_stratified_80_20_v1,20260315,expansion_2024_batch_02,1022079,Irrelevant,b3006cd1ec0a8ceb,f043c6645ae81ea2,2024
f547005d762e0c44,validation,v1,grouped_source_cik_stratified_80_20_v1,20260315,expansion_2024_batch_03,1043509,Irrelevant,f62c6534715383b0,c271621fb97ae611,2024
73f0ad3c3d0025fe,validation,v1,grouped_source_cik_stratified_80_20_v1,20260315,expansion_2024_batch_03,1043509,Actionable,167ca75892af9cc3,a40ce81097a65ce5,2024
459573725b86ba77,train,v1,grouped_source_cik_stratified_80_20_v1,20260315,expansion_2024_batch_03,1042046,Speculative,e5a89f85fc90e222,6c3157fa100d8c01,2024
0ccc9d39cf23cb67,train,v1,grouped_source_cik_stratified_80_20_v1,20260315,expansion_2024_batch_03,1042046,Irrelevant,bf2136aa994a1776,eeacad8727b378ab,2024
ca8d4a2bebdcd939,train,v1,grouped_source_cik_stratified_80_20_v1,20260315,expansion_2024_batch_03,104889,Irrelevant,7aaa1702deefcc7f,524dbfeb9d0b7445,2024
8958039040583169,train,v1,grouped_source_cik_stratified_80_20_v1,20260315,expansion_2024_batch_03,104889,Speculative,6d613517920a4894,3f800eff75241d1a,2024
0fbfa43178b2f6c3,train,v1,grouped_source_cik_stratified_80_20_v1,20260315,expansion_2024_batch_03,1037976,Irrelevant,98144931925cc5c2,4018d603048cb0b7,2024
c60a6f3c116164ab,train,v1,grouped_source_cik_stratified_80_20_v1,20260315,expansion_2024_batch_03,1037976,Speculative,a151b9e35859d534,359110c52061d8fb,2024
cf0fc8fad581076e,train,v1,grouped_source_cik_stratified_80_20_v1,20260315,expansion_2024_batch_04,1069183,Speculative,6aef104cab9722f5,068ff2003477fd31,2024
939249e2002fe41a,train,v1,grouped_source_cik_stratified_80_20_v1,20260315,expansion_2024_batch_04,1069183,Irrelevant,08b289e61e62afce,5387be2495b067cc,2024
ee327529092f6184,train,v1,grouped_source_cik_stratified_80_20_v1,20260315,pilot_2024_10k_v1,1000694,Irrelevant,7db3733345dda11d,1dc797a1854d1b07,2024
86b5f21d047094ef,train,v1,grouped_source_cik_stratified_80_20_v1,20260315,expansion_2024_batch_04,105319,Irrelevant,758187023c856090,f651dc14bae8302c,2024
79ba9e420ed57b76,train,v1,grouped_source_cik_stratified_80_20_v1,20260315,expansion_2024_batch_04,105319,Irrelevant,b20b3bd79c0b7782,b4b5a3e4aa53c268,2024
f0b1e050b3f1aa1a,validation,v1,grouped_source_cik_stratified_80_20_v1,20260315,expansion_2024_batch_04,1061937,Irrelevant,9c75457d0cbb9bf0,03223b1ef56651c6,2024
d45aad6a9beb03d3,train,v1,grouped_source_cik_stratified_80_20_v1,20260315,expansion_2024_batch_04,1070494,Irrelevant,64fb92adb52e0b4f,3e23594e32c5b269,2024
0da1f547d86aae0d,train,v1,grouped_source_cik_stratified_80_20_v1,20260315,expansion_2024_batch_04,1070494,Irrelevant,200d0730f430c336,1f8dc0437bb3ccb8,2024
bb47cd599da87e48,train,v1,grouped_source_cik_stratified_80_20_v1,20260315,pilot_2024_10k_v1,1000623,Irrelevant,123541d963f54fcb,c70f3c9203c19e94,2024
56c4d36f2c8584d2,train,v1,grouped_source_cik_stratified_80_20_v1,20260315,pilot_2024_10k_v1,1001838,Irrelevant,829636c452640265,e334fa6d529b2099,2024
e8e83c9072dbe69d,train,v1,grouped_source_cik_stratified_80_20_v1,20260315,pilot_2024_10k_v1,1001838,Speculative,29d0e1cced93ea41,e61e8324d8354172,2024
f8276926a94d6f5c,train,v1,grouped_source_cik_stratified_80_20_v1,20260315,pilot_2024_10k_v1,1001838,Irrelevant,0c05517ef52bd4a3,c918f0609a02951e,2024
359aa6023eaf64c6,train,v1,grouped_source_cik_stratified_80_20_v1,20260315,pilot_2024_10k_v1,1001838,Speculative,9f6edd9617dedf98,41edb487722fe788,2024
4b873d84bdc19408,train,v1,grouped_source_cik_stratified_80_20_v1,20260315,pilot_2024_10k_v1,1001838,Irrelevant,835134f4d3a3439b,2d08bad4714d68aa,2024
c93d40aa23b5aef2,train,v1,grouped_source_cik_stratified_80_20_v1,20260315,pilot_2024_10k_v1,1002910,Irrelevant,5b8433b064fefcc7,496d430fe68b7d88,2024
94a015de69bbc8fc,train,v1,grouped_source_cik_stratified_80_20_v1,20260315,expansion_2024_batch_02,1013880,Irrelevant,f68c9a746db32cb5,7b524209217f3813,2024
8840d3d44a679062,train,v1,grouped_source_cik_stratified_80_20_v1,20260315,expansion_2024_batch_02,1013880,Irrelevant,facabffb2d55c8c8,ae726a114797bb73,2024
505035db6212f1bb,train,v1,grouped_source_cik_stratified_80_20_v1,20260315,expansion_2024_batch_02,1034842,Irrelevant,90c592991dfa9c2c,f96d5de847787b2f,2024
33d5cc4b3735eb76,train,v1,grouped_source_cik_stratified_80_20_v1,20260315,expansion_2024_batch_02,1034842,Irrelevant,83b9cfc5dcf8807e,f097ed2b709a2bdb,2024
638fb54699bbe41a,validation,v1,grouped_source_cik_stratified_80_20_v1,20260315,pilot_2024_10k_v1,1001614,Irrelevant,396acf00fe2e19c2,f0fc4bc053138873,2024
b17f20392c1ceffc,train,v1,grouped_source_cik_stratified_80_20_v1,20260315,expansion_2024_batch_01,1006837,Irrelevant,0232c9ef24fd6041,c5ad9c9cfdc77cb9,2024
150d9c0a507dee73,train,v1,grouped_source_cik_stratified_80_20_v1,20260315,expansion_2024_batch_01,1006837,Irrelevant,686d7e54267e06fd,5c176acc0e1cae76,2024
c84ad991b2421175,validation,v1,grouped_source_cik_stratified_80_20_v1,20260315,pilot_2024_10k_v1,1000209,Irrelevant,9ec901a6342cc02a,cf709124d81a5c75,2024
203d3d4b98263e0b,validation,v1,grouped_source_cik_stratified_80_20_v1,20260315,pilot_2024_10k_v1,1000209,Irrelevant,6db237c27f5e1f67,ed5a9a1a8a58cb3d,2024
9bf1cfde30d910a5,validation,v1,grouped_source_cik_stratified_80_20_v1,20260315,pilot_2024_10k_v1,1000209,Irrelevant,651574e1f5bd724f,0b9f848519a4bd57,2024
eb3177dbc1005f1d,validation,v1,grouped_source_cik_stratified_80_20_v1,20260315,pilot_2024_10k_v1,1000209,Irrelevant,bb407b110bf780f8,73fee3c5b676a9d5,2024
56525e396d7dc01f,validation,v1,grouped_source_cik_stratified_80_20_v1,20260315,pilot_2024_10k_v1,1000209,Irrelevant,44231065f065bbe2,f77ebb42c28ee1ad,2024
66f7a1c49bf35fd7,validation,v1,grouped_source_cik_stratified_80_20_v1,20260315,pilot_2024_10k_v1,1000209,Irrelevant,85aee086290ddbad,580d7069ac856955,2024
a522c8a07bf2d70a,validation,v1,grouped_source_cik_stratified_80_20_v1,20260315,pilot_2024_10k_v1,1000209,Irrelevant,b9a6fc11471571e2,bb15492c9e09c675,2024
f7c7843cee66954d,validation,v1,grouped_source_cik_stratified_80_20_v1,20260315,pilot_2024_10k_v1,1000209,Irrelevant,43b916528f5ed236,3fd2855a315f4b7d,2024
349b4c7239a5efd0,validation,v1,grouped_source_cik_stratified_80_20_v1,20260315,pilot_2024_10k_v1,1000209,Irrelevant,20e3e68532ee12c8,d05ebad5253875e3,2024
69bd158513daeab6,validation,v1,grouped_source_cik_stratified_80_20_v1,20260315,pilot_2024_10k_v1,1000209,Irrelevant,568523c40248162a,20b58ede2f6e156c,2024
70e183990e9f1096,train,v1,grouped_source_cik_stratified_80_20_v1,20260315,expansion_2024_batch_03,1050377,Irrelevant,1ab0dd07a302f73b,4d796eb67f479a13,2024
d6da40a7b1377410,train,v1,grouped_source_cik_stratified_80_20_v1,20260315,expansion_2024_batch_03,1050377,Speculative,25d43a27c9007c37,356a9d46b14e1c25,2024
8c3a19f56f2c6757,validation,v1,grouped_source_cik_stratified_80_20_v1,20260315,expansion_2024_batch_02,1023313,Irrelevant,59d4c7d23ff4e994,8e7dde51b19d8ac0,2024
f13102ab06c5d4d2,validation,v1,grouped_source_cik_stratified_80_20_v1,20260315,expansion_2024_batch_02,1023313,Irrelevant,02e85be4fb53d952,fc8d75c8d6283b06,2024
d3191c9bf9af7e48,train,v1,grouped_source_cik_stratified_80_20_v1,20260315,expansion_2024_batch_04,1065078,Irrelevant,45a198352b300fde,1dd08b2e9648953d,2024
6eec5664f069e029,train,v1,grouped_source_cik_stratified_80_20_v1,20260315,pilot_2024_10k_v1,1001233,Irrelevant,61042c90c66a671c,2b8bcf61a21783b8,2024
68689cc5fbe3ddef,train,v1,grouped_source_cik_stratified_80_20_v1,20260315,expansion_2024_batch_03,1038509,Irrelevant,e79dd742fb33cbad,7bc4a5937d2c0bdb,2024
7d9a2ac9f027b541,train,v1,grouped_source_cik_stratified_80_20_v1,20260315,expansion_2024_batch_03,1038509,Irrelevant,f8cf0edcdf48329a,2aeaff4f72c55c8b,2024
9ee2d8f8a21a2fc3,train,v1,grouped_source_cik_stratified_80_20_v1,20260315,pilot_2024_10k_v1,1003815,Actionable,c883bd0b3af9c66a,2c7fb31769801317,2024
4b89559f51d4b939,train,v1,grouped_source_cik_stratified_80_20_v1,20260315,expansion_2024_batch_03,1043951,Irrelevant,0164fb09101957a1,2db32b192a60f0fe,2024
31067261366384f7,validation,v1,grouped_source_cik_stratified_80_20_v1,20260315,pilot_2024_10k_v1,1001082,Speculative,2372b4fcb00fe302,e940255088c9c255,2024
210a47757b1a11e0,validation,v1,grouped_source_cik_stratified_80_20_v1,20260315,expansion_2024_batch_04,1053691,Speculative,f36dda5a226f77d0,af67fdf6bfbdb50f,2024
391ba078e069766d,train,v1,grouped_source_cik_stratified_80_20_v1,20260315,pilot_2024_10k_v1,1018840,Irrelevant,748b80135d9dd951,a04b269e15103934,2024
fbf1e648f8dce257,train,v1,grouped_source_cik_stratified_80_20_v1,20260315,pilot_2024_10k_v1,1018840,Speculative,73a9a80460c3fde0,8831d676ae0336b8,2024
2785fb0f732b8c95,train,v1,grouped_source_cik_stratified_80_20_v1,20260315,pilot_2024_10k_v1,1040896,Actionable,7ca6b8e29e78951c,404a129ff18dc66b,2024
dbf16dd1158358fd,validation,v1,grouped_source_cik_stratified_80_20_v1,20260315,pilot_2024_10k_v1,1066764,Actionable,fd676d1f8031506f,c634c6992e30c634,2024
5b5721dc9ba6a21e,validation,v1,grouped_source_cik_stratified_80_20_v1,20260315,expansion_2024_batch_02,1108645,Speculative,c1893bcf4fffa083,4da58502d5016115,2024
a6d99b92004dfe9c,train,v1,grouped_source_cik_stratified_80_20_v1,20260315,expansion_2024_batch_02,1140215,Irrelevant,00430560f7ab0e51,e8346aef73585c3f,2024
87308d0180b7765c,validation,v1,grouped_source_cik_stratified_80_20_v1,20260315,expansion_2024_batch_02,1211805,Speculative,4f0b5b90a8028d28,86f9a0d4bed14227,2024
ea66cd6dbe3cda80,train,v1,grouped_source_cik_stratified_80_20_v1,20260315,expansion_2024_batch_02,1224133,Actionable,3033436864637f4d,369ac9b3c89aaf3e,2024
b0d5deb1c7e12578,train,v1,grouped_source_cik_stratified_80_20_v1,20260315,expansion_2024_batch_02,1224133,Actionable,9be87e4075bcb0ff,ecad5cb7d4a85c6b,2024
67903b7f42943ffb,validation,v1,grouped_source_cik_stratified_80_20_v1,20260315,expansion_2024_batch_02,1261379,Actionable,9f3382c6dbc53356,b2ccb51c15f495e7,2024
1e0842ae3860f5f6,train,v1,grouped_source_cik_stratified_80_20_v1,20260315,expansion_2024_batch_02,1282980,Actionable,5d8f6d63711bcf30,0bee4821e622dac1,2024
68d33ee89a955d4a,train,v1,grouped_source_cik_stratified_80_20_v1,20260315,expansion_2024_batch_02,1282980,Actionable,b59ff216d0c5a897,4b3fdfcb7ecfab85,2024
34aca2a32b491539,train,v1,grouped_source_cik_stratified_80_20_v1,20260315,expansion_2024_batch_03,1351636,Actionable,28af718f2c357dcf,e21e38543ba35133,2024
02fadb74815a203f,train,v1,grouped_source_cik_stratified_80_20_v1,20260315,expansion_2024_batch_03,1351636,Irrelevant,609a61d3e9aec49a,d3d7f6e3300ca271,2024
753e9b6429d21007,validation,v1,grouped_source_cik_stratified_80_20_v1,20260315,expansion_2024_batch_03,1374339,Irrelevant,d3628df1c9ed4309,e5e5ebd2980657d3,2024
c4e09d07456063ba,validation,v1,grouped_source_cik_stratified_80_20_v1,20260315,expansion_2024_batch_03,1374339,Actionable,4144f4d0f5d5a037,1860deb7cd8b01dc,2024
12717cd42d89b3ab,train,v1,grouped_source_cik_stratified_80_20_v1,20260315,expansion_2024_batch_03,1388295,Speculative,fcac0e38490eea36,dda5924fc65062e3,2024
8047a3d84881cef0,train,v1,grouped_source_cik_stratified_80_20_v1,20260315,expansion_2024_batch_03,1388295,Speculative,1e1262423267bb62,a65e33bc3b9fbf34,2024
73c3f4fc52f00050,train,v1,grouped_source_cik_stratified_80_20_v1,20260315,expansion_2024_batch_03,1396536,Irrelevant,269d1a8a212963fb,69eb837d516a5f07,2024
cac00072e0b5f2c3,train,v1,grouped_source_cik_stratified_80_20_v1,20260315,expansion_2024_batch_03,1396536,Irrelevant,5736c5be2666fd6d,f0fcc0999889a1c8,2024
c7f6e5953d7ba87c,train,v1,grouped_source_cik_stratified_80_20_v1,20260315,expansion_2024_batch_03,1397047,Irrelevant,9b6197b8ce04c898,bbe66595593f82b4,2024
df4e05a0ddc72b7c,train,v1,grouped_source_cik_stratified_80_20_v1,20260315,expansion_2024_batch_03,1397183,Actionable,668a597a28db5dd6,960c4a36115a7f83,2024
0707a4059edda2a7,train,v1,grouped_source_cik_stratified_80_20_v1,20260315,expansion_2024_batch_04,1409269,Irrelevant,44ce7145cef4c606,8046a48f7b337798,2024
5c41df841aa3c464,train,v1,grouped_source_cik_stratified_80_20_v1,20260315,expansion_2024_batch_04,1409269,Speculative,ec8f9a12f5f5ccab,fb78cb36d8743d86,2024
b15d0aa3edae02e0,train,v1,grouped_source_cik_stratified_80_20_v1,20260315,expansion_2024_batch_04,1425627,Speculative,6cec88875b633a35,560d8981947a9691,2024
bb7f5f744783b42b,validation,v1,grouped_source_cik_stratified_80_20_v1,20260315,expansion_2024_batch_04,1431567,Irrelevant,30162e7fe42d3919,87db3b3c88aa9bcb,2024
f18d705e50b7d503,train,v1,grouped_source_cik_stratified_80_20_v1,20260315,expansion_2024_batch_04,1437283,Irrelevant,7e2ad4423b47665e,7cedb26473ea3946,2024
f7e2e3b539e872fd,train,v1,grouped_source_cik_stratified_80_20_v1,20260315,expansion_2024_batch_04,1437283,Speculative,a6c377cf62e3f8b4,8c92dfa15954845a,2024
4185ab30055476bb,train,v1,grouped_source_cik_stratified_80_20_v1,20260315,expansion_2024_batch_04,1452936,Actionable,43c128dd72e6bdd6,5e0109539410fda2,2024
6489b2d76fe80847,train,v1,grouped_source_cik_stratified_80_20_v1,20260315,expansion_2024_batch_04,1462056,Actionable,77342759203bcd77,d3e2b974b7071b28,2024
cd1636132a778c80,train,v1,grouped_source_cik_stratified_80_20_v1,20260315,expansion_2024_batch_04,1462056,Irrelevant,d3ee5df37392e3af,268cfe052d66c410,2024
4eaf3f753314267b,train,v1,grouped_source_cik_stratified_80_20_v1,20260315,expansion_2024_batch_04,1463913,Irrelevant,67fb486c23264f46,e8c7597942bced6a,2024
6e8533a93e7a3035,train,v1,grouped_source_cik_stratified_80_20_v1,20260315,expansion_2024_batch_03,1327688,Irrelevant,2f8848a1019210e2,f1cc9e46eb4e35a1,2024
02322ec0d802844d,train,v1,grouped_source_cik_stratified_80_20_v1,20260315,expansion_2024_batch_03,1327688,Irrelevant,59e095abd416f1cc,9155e060f012e5ce,2024
4a4bef394b87af1d,train,v1,grouped_source_cik_stratified_80_20_v1,20260315,expansion_2024_batch_04,1460329,Irrelevant,0b37635eccee9b5f,8bd9df62bc204e30,2024
4c178e9c91213e04,train,v1,grouped_source_cik_stratified_80_20_v1,20260315,pilot_2024_10k_v1,1070235,Actionable,d615dc66e79210c8,fc598be3d631e12a,2024
fd6440aa49291c7d,train,v1,grouped_source_cik_stratified_80_20_v1,20260315,pilot_2024_10k_v1,1070235,Actionable,01cf2870f47b581f,31d718e8515a347b,2024
b4752574b89acd9d,train,v1,grouped_source_cik_stratified_80_20_v1,20260315,pilot_2024_10k_v1,1070235,Irrelevant,824d09b206af5d27,41369e8a2653a451,2024
23ea0c95926e4359,train,v1,grouped_source_cik_stratified_80_20_v1,20260315,pilot_2024_10k_v1,1070235,Actionable,81f006d27c13d90d,8a77d3e2c852da1b,2024
76a37d305f105716,validation,v1,grouped_source_cik_stratified_80_20_v1,20260315,expansion_2024_batch_02,1132105,Irrelevant,c668e860291138d2,df19f15e408a804a,2024
815a719f6eb541dd,validation,v1,grouped_source_cik_stratified_80_20_v1,20260315,expansion_2024_batch_02,1132105,Irrelevant,8ce1418bfa85badc,c30f01b740bc1b32,2024
4a56f6e6ab5a91c1,validation,v1,grouped_source_cik_stratified_80_20_v1,20260315,expansion_2024_batch_02,1089815,Speculative,ca830951f3e3a4e1,9959b03b4e086eea,2024
67b58f9d8eb958e7,validation,v1,grouped_source_cik_stratified_80_20_v1,20260315,expansion_2024_batch_02,1089815,Irrelevant,eab466e877abe4f2,cf2eb49ac1cf1a77,2024
0aa31ee48081a32b,train,v1,grouped_source_cik_stratified_80_20_v1,20260315,pilot_2024_10k_v1,1051343,Actionable,0250c1e22accd397,d9cbe24831d43b3b,2024
c2b9e821679be8dd,validation,v1,grouped_source_cik_stratified_80_20_v1,20260315,pilot_2024_10k_v1,1084267,Actionable,ca414a58395ced51,a504792c74a0a636,2024
0a7c4c666c3ed073,validation,v1,grouped_source_cik_stratified_80_20_v1,20260315,pilot_2024_10k_v1,1084267,Actionable,2618b1de4b18db6e,d4bcb606842322f2,2024
