batch_id,batch_row_id,sampling_seed,selection_reason,sentence_id,sentence_text_id,sentence,sentence_norm,label,is_uncertain,uncertainty_note,source_file,source_year,source_quarter,source_form,source_section,source_cik,sentence_index,manifest_id,manifest_row_id,source_window_id,token_count,fragment_score,integrity_flags,sic,ff12_code,ff12_name,industry_metadata_source,length_bin,edge_case_flag,filing_selection_reason,assistive_label,assistive_confidence,assistive_rationale,assistive_model,assistive_generated_at,assistive_prompt_hash
labeling_batch_v2,b08e1cbce414926e,20260311,quarter_diversity_fill,80ce1c8adb92e58e,29eb4aa2c8052737,"In addition, the emergence and increased adoption of artificial intelligence AI could cause us to fall behind competitively.",in addition the emergence and increased adoption of artificial intelligence ai could cause us to fall behind competitively,Irrelevant,,,2024/QTR1/20240215_10-K_edgar_data_1021561_0001140361-24-008111.txt,2024,1,10-K,other,1021561,1,expansion_2024_batch_02,828d1ec00e546271,active_2021_2024,18,0.0,[],,12,Other,unknown,medium,TRUE,quarter_round_robin,Irrelevant,high,Generic risk disclosure about AI without any firm-specific current capability or offering.,gpt-5-mini,2026-03-14T02:00:50.941723+00:00,85378886f459eb12076403f8a2361331aa41217a97b47e32752718d7c3fafdf2
labeling_batch_v2,c04d675de58a9dd0,20260311,quarter_diversity_fill,5ae70fcfe3c6fbae,8835b0aa74a423ea,Such integration and use of AI may become more important in our product offerings and operations over time.,such integration and use of ai may become more important in our product offerings and operations over time,Speculative,,,2024/QTR1/20240215_10-K_edgar_data_1050446_0000950170-24-015847.txt,2024,1,10-K,other,1050446,13,expansion_2024_batch_03,96cd4ae986ccb42b,active_2021_2024,18,0.0,[],,12,Other,unknown,medium,TRUE,quarter_round_robin,Speculative,high,"Forward-looking statement about potential increased importance, not a current factual claim.",gpt-5-mini,2026-03-14T02:00:52.188693+00:00,eb1c8b92f96c2ab2a3c51d718f6d811b62fc939d1413d208b6647a4e4696d6eb
labeling_batch_v2,df42379864a36f3b,20260311,quarter_diversity_fill,2387103833acfbe8,717b40a2f901a513,"In the future, we directly or through our third-party provided information technology systems or software may incorporate artificial intelligence AI capabilities into our business.",in the future we directly or through our third party provided information technology systems or software may incorporate artificial intelligence ai capabilities into our business,Speculative,,,2024/QTR1/20240215_10-K_edgar_data_1052752_0000950170-24-015982.txt,2024,1,10-K,item_1a_risk_factors,1052752,1,expansion_2024_batch_04,076f465ad91b2ef9,active_2021_2024,24,0.0,[],,12,Other,unknown,medium,TRUE,quarter_round_robin,Speculative,high,"Future-looking statement about possible incorporation of AI, not a present factual claim.",gpt-5-mini,2026-03-14T02:00:54.053626+00:00,c72786726cda45409f6712b7b1cb480d888a20a1271a633d50de67ace000cd8c
labeling_batch_v2,3ef1fa78bd85a505,20260311,quarter_diversity_fill,691ff1fda84f8181,82df2d572e24d333,We have been and expect to continue to use artificial intelligence AI in our solutions that support our business.,we have been and expect to continue to use artificial intelligence ai in our solutions that support our business,Actionable,,,2024/QTR1/20240216_10-K_edgar_data_1005757_0000950170-24-016286.txt,2024,1,10-K,item_1a_risk_factors,1005757,7,expansion_2024_batch_01,905bba4e6dff169e,active_2021_2024,19,0.0,[],,12,Other,unknown,medium,TRUE,quarter_round_robin,Actionable,high,States present and ongoing use of AI in company solutions—a firm-specific factual claim.,gpt-5-mini,2026-03-14T02:00:55.555847+00:00,1154bf3558c55f7b4a52e046932c38cae6e95b77b4f7c85311809bb4faa11480
labeling_batch_v2,6128ec162df8ce87,20260311,quarter_diversity_fill,2caff8c724a07ec3,d92d0115f3bc2cdd,"In addition, our success is also subject to the risk of future disruptive technologies, including machine learning and artificial intelligence AI .",in addition our success is also subject to the risk of future disruptive technologies including machine learning and artificial intelligence ai,Irrelevant,,,2024/QTR1/20240216_10-K_edgar_data_103145_0001558370-24-001289.txt,2024,1,10-K,item_1a_risk_factors,103145,3,expansion_2024_batch_02,c43e8f5344078c81,active_2021_2024,22,0.0,[],,12,Other,unknown,medium,TRUE,quarter_round_robin,Irrelevant,high,Generic risk disclosure about future disruptive technologies; no present firm AI capability claim.,gpt-5-mini,2026-03-14T02:00:56.950456+00:00,5e099a92ce88c02e8e5ac528c199c50299bdb68801121498540cb6fd58a6b7a3
labeling_batch_v2,da37a9c2106b9a36,20260311,quarter_diversity_fill,27b0a202ee3eeea3,76f823817e4365e6,The rapid evolution and increased adoption of artificial intelligence technologies may intensify TDS' cybersecurity risk.,the rapid evolution and increased adoption of artificial intelligence technologies may intensify tds cybersecurity risk,Irrelevant,,,2024/QTR1/20240216_10-K_edgar_data_1051512_0001051512-24-000010.txt,2024,1,10-K,item_1_business,1051512,1,expansion_2024_batch_04,bcf6fcf1e29491c5,active_2021_2024,15,0.0,[],,12,Other,unknown,medium,TRUE,quarter_round_robin,Irrelevant,high,"Generic risk disclosure about AI increasing cybersecurity risk, not claiming firm capability or offering.",gpt-5-mini,2026-03-14T02:00:58.493768+00:00,d0f45b66e30e50dfa22cdb186dc0be77fcbf3461928a0770d8f1cdb502ee28ca
labeling_batch_v2,5ce1bcfbd673070d,20260311,quarter_diversity_fill,a3d33d0f7a867552,8bf4e3088430aa9c,"As with many technological innovations, artificial intelligence AI"" presents great promise but also risks and challenges that could adversely affect our business.",as with many technological innovations artificial intelligence ai presents great promise but also risks and challenges that could adversely affect our business,Irrelevant,,,2024/QTR1/20240216_10-K_edgar_data_1066247_0000950170-24-016260.txt,2024,1,10-K,other,1066247,2,expansion_2024_batch_04,d479de2de5939312,active_2021_2024,22,0.0,[],,12,Other,unknown,medium,TRUE,quarter_round_robin,Irrelevant,high,"Generic risk statement about AI impact, no firm-specific current capability or investment disclosed.",gpt-5-mini,2026-03-14T02:01:00.045970+00:00,5938e228744b71f56be96ed90f696a312f518b18323787d5ade1ac93d020b809
labeling_batch_v2,835ec0368f1e410f,20260311,quarter_diversity_fill,501a42c21d81fb7b,579e57a2f1cc90f3,"We may not be successful in our adoption of AI, which could adversely affect our business, reputation, or financial results.",we may not be successful in our adoption of ai which could adversely affect our business reputation or financial results,Irrelevant,,,2024/QTR1/20240220_10-K_edgar_data_1042773_0001130310-24-000010.txt,2024,1,10-K,item_1a_risk_factors,1042773,5,expansion_2024_batch_03,ec79eafd06ddebde,active_2021_2024,20,0.0,[],,12,Other,unknown,medium,TRUE,quarter_round_robin,Irrelevant,high,"Risk disclosure about potential AI adoption failure, not a factual claim of present capability or offering.",gpt-5-mini,2026-03-14T02:01:01.476275+00:00,677997589c4a29f59a0d51d9d6bb127426c25f7800ee529e7f801955e66bff1f
labeling_batch_v2,b23a5c4f603f3229,20260311,quarter_diversity_fill,41c24874f9a6c8ce,630a06f71c5b8a40,"18 Launched ""BriefCam"", an AI-based camera solution designed to assist with monitoring risk areas at our facilities.",18 launched briefcam an ai based camera solution designed to assist with monitoring risk areas at our facilities,Actionable,,,2024/QTR1/20240220_10-K_edgar_data_1070985_0000950170-24-017235.txt,2024,1,10-K,other,1070985,1,expansion_2024_batch_04,079d7bfc7f347fda,active_2021_2024,17,0.0,[],,12,Other,unknown,medium,TRUE,quarter_round_robin,Actionable,high,States a launched AI product implemented for monitoring at facilities—clear present/past factual claim.,gpt-5-mini,2026-03-14T02:01:03.732972+00:00,53bbb25b74d7a4ff9f56bcb44890d008058d34d3bd3cefe907acfe1b7e3e2e77
labeling_batch_v2,6c457c2fff577088,20260311,quarter_diversity_fill,7f149b24b4a063a6,1381f99e3677ba92,"We plan to build Earth-2, a digital twin of the Earth on NVIDIA AI and NVIDIA Omniverse platforms.",we plan to build earth 2 a digital twin of the earth on nvidia ai and nvidia omniverse platforms,Speculative,Yes,"It’s not certain what the product would be, just that it would be a digital twin of the Earth on NVIDIA AI, so speculative might be the best choice of label",2024/QTR1/20240221_10-K_edgar_data_1045810_0001045810-24-000029.txt,2024,1,10-K,other,1045810,56,expansion_2024_batch_03,d6a7ac73fa649935,active_2021_2024,18,0.0,[],,12,Other,unknown,medium,TRUE,quarter_round_robin,Speculative,high,"States a future plan/intention to build a project, not a current implemented capability.",gpt-5-mini,2026-03-14T02:01:05.093713+00:00,cfd914e0ee817f8c3393033995fbed3b19d30304973a597bdf74151515f6935d
labeling_batch_v2,5640fd853701afed,20260311,quarter_diversity_fill,59716e248fcbd2d0,2e74a4cd08d2b932,We are also actively exploring the integration of generative AI into our institutions various student processes.,we are also actively exploring the integration of generative ai into our institutions various student processes,Speculative,,,2024/QTR1/20240221_10-K_edgar_data_1046568_0000950170-24-017946.txt,2024,1,10-K,item_1_business,1046568,3,expansion_2024_batch_03,0bee2ae53232c69c,active_2021_2024,16,0.0,[],,12,Other,unknown,medium,TRUE,quarter_round_robin,Speculative,high,"Firm-specific but forward-looking exploration/intent to integrate generative AI, not a present factual implementation.",gpt-5-mini,2026-03-14T02:01:34.470360+00:00,b4618a2318b04ab844cf916b2e4bd95a7285f1cb1b57542996d55f24e7c3e167
labeling_batch_v2,0dd2103eededf119,20260311,quarter_diversity_fill,74451979bd7d7675,9bef5275c1e3067b,Generative artificial intelligence could also create additional regulatory scrutiny and generate uncertainty around intellectual property ownership and/or licensing or use.,generative artificial intelligence could also create additional regulatory scrutiny and generate uncertainty around intellectual property ownership and or licensing or use,Irrelevant,,,2024/QTR1/20240221_10-K_edgar_data_104918_0000950170-24-017421.txt,2024,1,10-K,other,104918,3,expansion_2024_batch_03,ae0e935a14d4a20b,active_2021_2024,20,0.0,[],,12,Other,unknown,medium,TRUE,quarter_round_robin,Irrelevant,high,"Generic regulatory/risk statement about AI impacts, no firm-specific present capability or offering disclosed.",gpt-5-mini,2026-03-14T02:01:36.430284+00:00,cc799084304338a64430d0d43563b1248b9fb8e1b23ad39746df31682d614987
labeling_batch_v2,b3006cd1ec0a8ceb,20260311,quarter_diversity_fill,ac52adf8005d949d,f043c6645ae81ea2,"Additionally, AI technology can create accuracy issues and other outcomes that could harm our customers and negatively impact our reputation and our business.",additionally ai technology can create accuracy issues and other outcomes that could harm our customers and negatively impact our reputation and our business,Irrelevant,,,2024/QTR1/20240222_10-K_edgar_data_1022079_0001022079-24-000041.txt,2024,1,10-K,item_1a_risk_factors,1022079,19,expansion_2024_batch_02,c91d717ce5039a60,active_2021_2024,23,0.0,[],,12,Other,unknown,medium,TRUE,quarter_round_robin,Irrelevant,high,"Generic risk disclosure about AI harms, no firm-specific capability or present use claimed.",gpt-5-mini,2026-03-14T02:01:37.832995+00:00,12c4cd24dbe13113effef1bbcb4c2e969b81a471ad04815fc04674108b35bde3
labeling_batch_v2,f62c6534715383b0,20260311,quarter_diversity_fill,f547005d762e0c44,c271621fb97ae611,"The AI Pension Plan is a multiemployer plan as defined under the Employee Retirement Income Security Act of 1974, as amended.",the ai pension plan is a multiemployer plan as defined under the employee retirement income security act of 1974 as amended,Irrelevant,,,2024/QTR1/20240222_10-K_edgar_data_1043509_0001043509-24-000022.txt,2024,1,10-K,other,1043509,2,expansion_2024_batch_03,9a6881ad2f3840a9,active_2021_2024,21,0.0,[],,12,Other,unknown,medium,TRUE,quarter_round_robin,Irrelevant,high,"Describes pension plan legal status, not a firm-specific AI capability, offering, or intent.",gpt-5-mini,2026-03-14T02:01:39.674845+00:00,fc53fd06a5968207efcb865f0b04b2c8583ba690700dd8251dc5f60484bf4343
labeling_batch_v2,e5a89f85fc90e222,20260311,quarter_diversity_fill,459573725b86ba77,6c3157fa100d8c01,AFG may utilize artificial intelligence and machine learning AI in its business or incorporate AI into its products and services.,afg may utilize artificial intelligence and machine learning ai in its business or incorporate ai into its products and services,Speculative,,,2024/QTR1/20240223_10-K_edgar_data_1042046_0001042046-24-000009.txt,2024,1,10-K,other,1042046,1,expansion_2024_batch_03,11452f76151c1227,active_2021_2024,20,0.0,[],,12,Other,unknown,medium,TRUE,quarter_round_robin,Speculative,high,Discusses possible future or conditional use ('may utilize') without claiming current implementation.,gpt-5-mini,2026-03-14T02:01:41.416683+00:00,25993f24c6dc14b9333002d4c4ccf9ddc66058e8cfd154832e064495e75b4e98
labeling_batch_v2,7aaa1702deefcc7f,20260311,quarter_diversity_fill,ca8d4a2bebdcd939,524dbfeb9d0b7445,"These techniques include using artificial intelligence (AI), including generative AI to enhance their attacks, which may increase our cybersecurity risk.",these techniques include using artificial intelligence ai including generative ai to enhance their attacks which may increase our cybersecurity risk,Irrelevant,,,2024/QTR1/20240223_10-K_edgar_data_104889_0000104889-24-000010.txt,2024,1,10-K,other,104889,6,expansion_2024_batch_03,a45e1d49d5c6127a,active_2021_2024,20,0.0,[],,12,Other,unknown,medium,TRUE,quarter_round_robin,Irrelevant,high,"Generic risk disclosure about threats using AI, no firm-specific capability or offering claimed.",gpt-5-mini,2026-03-14T02:01:42.722194+00:00,fa7e17ce78467a272004b6a0c42f45eb0d1162562c14fea7e19e20c9122742ce
labeling_batch_v2,98144931925cc5c2,20260311,quarter_diversity_fill,0fbfa43178b2f6c3,4018d603048cb0b7,"The World Economic Forum defines the Fourth Industrial Revolution as the wave of change being driven through advances in technology, data and artificial intelligence.",the world economic forum defines the fourth industrial revolution as the wave of change being driven through advances in technology data and artificial intelligence,Irrelevant,,,2024/QTR1/20240227_10-K_edgar_data_1037976_0001037976-24-000010.txt,2024,1,10-K,other,1037976,3,expansion_2024_batch_03,a74370fd2abce957,active_2021_2024,24,0.0,[],,12,Other,unknown,medium,TRUE,quarter_round_robin,Irrelevant,high,"Generic definitional statement about AI, not a firm-specific claim or capability.",gpt-5-mini,2026-03-14T02:01:44.447256+00:00,2da48b1adb8f3dbf20f91b9b667efd63510bbe13303082ff9a231b3be011ead8
labeling_batch_v2,6aef104cab9722f5,20260311,quarter_diversity_fill,cf0fc8fad581076e,068ff2003477fd31,"We are building and expect to use systems and tools that incorporate AI-based technologies, including generative AI, for customers and our workforce.",we are building and expect to use systems and tools that incorporate ai based technologies including generative ai for customers and our workforce,Speculative,Yes,"It’s using two verbs, one says “we are building” the other says “expect to use” so I’m not sure what direction is best, but still speculative is the safer choice rather than Actionable",2024/QTR1/20240227_10-K_edgar_data_1069183_0001069183-24-000006.txt,2024,1,10-K,item_1a_risk_factors,1069183,5,expansion_2024_batch_04,55af0347037f4eb2,active_2021_2024,22,0.0,[],,12,Other,unknown,medium,TRUE,quarter_round_robin,Speculative,high,"Forward-looking statement of expectation and intent, not a present/past factual claim of current capability.",gpt-5-mini,2026-03-14T02:01:45.863311+00:00,a07a7390fd452a06f64ec0e9b3adad6e317fb0c1b58b6330501618df52fe7861
labeling_batch_v2,758187023c856090,20260311,quarter_diversity_fill,86b5f21d047094ef,f651dc14bae8302c,"These AI-related initiatives, whether successful or not, could cause us to incur substantial costs.",these ai related initiatives whether successful or not could cause us to incur substantial costs,Irrelevant,,,2024/QTR1/20240228_10-K_edgar_data_105319_0000950170-24-022144.txt,2024,1,10-K,other,105319,9,expansion_2024_batch_04,0909a48a805abf7c,active_2021_2024,14,0.0,[],,12,Other,unknown,medium,TRUE,quarter_round_robin,Irrelevant,high,"Primary function is risk disclosure about potential costs, not claiming current capability or offering.",gpt-5-mini,2026-03-14T02:01:47.161065+00:00,8cd2cd607eae8b378400871dd9ffdcbc4abb94b6d0d36d2880b3e845f191cd1a
labeling_batch_v2,9c75457d0cbb9bf0,20260311,quarter_diversity_fill,f0b1e050b3f1aa1a,03223b1ef56651c6,"Further, any adoption of artificial intelligence by us or by third parties may pose new security challenges.",further any adoption of artificial intelligence by us or by third parties may pose new security challenges,Irrelevant,,,2024/QTR1/20240228_10-K_edgar_data_1061937_0001070750-24-000081.txt,2024,1,10-K,item_1a_risk_factors,1061937,2,expansion_2024_batch_04,8ba4d59c67deacd7,active_2021_2024,17,0.0,[],,12,Other,unknown,medium,TRUE,quarter_round_robin,Irrelevant,high,"Risk disclosure about potential security challenges—generic, not a claim of current capability or offering.",gpt-5-mini,2026-03-14T02:01:48.485729+00:00,e35fcde3e32b4702d0d273f9bd72d869481dfef840136e1613467fea1bb08d2c
labeling_batch_v2,64fb92adb52e0b4f,20260311,quarter_diversity_fill,d45aad6a9beb03d3,3e23594e32c5b269,Governments have passed and are likely to pass additional laws regulating generative AI.,governments have passed and are likely to pass additional laws regulating generative ai,Irrelevant,,,2024/QTR1/20240228_10-K_edgar_data_1070494_0000950170-24-021473.txt,2024,1,10-K,item_1a_risk_factors,1070494,2,expansion_2024_batch_04,80cd1b948d9cece2,active_2021_2024,13,0.0,[],,12,Other,unknown,medium,TRUE,quarter_round_robin,Irrelevant,high,"Generic regulatory risk statement, no firm-specific capability or investment disclosed.",gpt-5-mini,2026-03-14T02:01:49.989333+00:00,83d56764b2d4b62a8365ec959246c20aaa5f539cf1918ee0a0443fc8df0d3922
labeling_batch_v2,f68c9a746db32cb5,20260311,quarter_diversity_fill,94a015de69bbc8fc,7b524209217f3813,"Deploying AI too rapidly without appropriate controls may result in poor client adoption, liability, and reputational damage.",deploying ai too rapidly without appropriate controls may result in poor client adoption liability and reputational damage,Irrelevant,,,2024/QTR1/20240229_10-K_edgar_data_1013880_0001558370-24-002207.txt,2024,1,10-K,item_1a_risk_factors,1013880,18,expansion_2024_batch_02,59ef05119449ecaf,active_2021_2024,17,0.0,[],,12,Other,unknown,medium,TRUE,quarter_round_robin,Irrelevant,high,"Risk disclosure about AI deployment consequences, not a firm-specific capability or offering.",gpt-5-mini,2026-03-14T02:01:51.434925+00:00,76cd52a652c45371b329deb7f6fd0c83fdca310b1bacf2dff90b28aa04656023
labeling_batch_v2,90c592991dfa9c2c,20260311,quarter_diversity_fill,505035db6212f1bb,f96d5de847787b2f,Limited-risk AI systems are subject mainly to transparency requirements only and minimal-risk AI systems are not subject to obligations under the AI Act.,limited risk ai systems are subject mainly to transparency requirements only and minimal risk ai systems are not subject to obligations under the ai act,Irrelevant,,,2024/QTR1/20240305_10-K_edgar_data_1034842_0001558370-24-002475.txt,2024,1,10-K,other,1034842,5,expansion_2024_batch_02,5350b9f54a0359a4,active_2021_2024,23,0.0,[],,12,Other,unknown,medium,TRUE,quarter_round_robin,Irrelevant,high,"Generic regulatory description about AI Act obligations, not a firm-specific claim.",gpt-5-mini,2026-03-14T02:01:53.113967+00:00,369a1530d4c057742e97493f770a4a3157715bdb46bcfb25dc032732de528df3
labeling_batch_v2,0232c9ef24fd6041,20260311,quarter_diversity_fill,b17f20392c1ceffc,c5ad9c9cfdc77cb9,"Additionally, the rapid advancement of AI may give rise to additional cyber vulnerabilities.",additionally the rapid advancement of ai may give rise to additional cyber vulnerabilities,Irrelevant,,,2024/QTR1/20240306_10-K_edgar_data_1006837_0001006837-24-000023.txt,2024,1,10-K,item_1a_risk_factors,1006837,3,expansion_2024_batch_01,ab45d0e9148d0432,active_2021_2024,13,0.0,[],,12,Other,unknown,medium,TRUE,quarter_round_robin,Irrelevant,high,Generic cyber-risk statement about AI in risk section; no firm-specific capability or action disclosed.,gpt-5-mini,2026-03-14T02:01:54.793521+00:00,d2e4c10c522e26f6e1b965ffdbe6ca5d97c1cd16ea0fe8efc7033a1e138a7230
