irr_item_id,sentence,rater2_label,rater2_note
07128f55eee65089,"BOSS Money's growth strategy includes: Expansion of our international payout network with a focus on certain popular destinations in Africa and Asia; Expansion of origination beyond the United States and Canada to the United Kingdom and, potentially over the longer term, to European countries with large immigrant populations; Continued migration of our BOSS Revolution and IDT Digital Payments customers from competitors to BOSS Money; Further enhancement to our BOSS Money app, BOSS Revolution app and retailer portal; Increasing the number of BOSS Money retail agents; and Addition of new features and offerings. net2phone net2phone's revenues were 82.3 million in fiscal 2024 compared to 72.4 million in fiscal 2023. net2phone's income from operations was 1.7 million in fiscal 2024 compared to loss from operations of 2.8 million in fiscal 2023. net2phone enables its customers to transform their communications by leveraging its cloud platform to provide solutions that enable more intelligent, flexible and adaptive communications. net2phone operates in the United States, Canada, Mexico, Central and South America and Spain. net2phone's offerings include: Unified Communications as a Service (UCaaS): net2phone's Unite branded UCaaS service utilizes its cloud platform to provide conversational continuity across channels from any connected device tethered or mobile and to measure, manage and analyze those communications for enhanced insight and productivity. net2phone provides its UCaaS customers that convert from on-premise PBXs with advanced Internet Protocol, or IP, desktop phones and/or with a bring-your-own-device solution accessed through its integrated web portal and through net2phone's mobile app. net2phone's UCaaS service includes multi-channel communications with voice management features, unlimited domestic and international calling to over 40 countries, robust messaging and chat tools, voicemail to email transcription, client analytics, AI-powered functionalities including instant call summaries and transcripts, internal team chat, the net2phone Huddle video conferencing service, and reporting and system management capabilities accessed through its online console. net2phone's UCaaS service integrates seamlessly with business communication platforms (such as Microsoft Teams and Slack), leading customer relationship management, or CRM, services (such as SalesForce, Zoho and others) and text-based communications platforms. net2phone adds features, enhancements and integrations on a regular basis leveraging its agile development philosophy.",,
9779e22af46e6209,"AI, ML and Data Analytics NETSOL leverages the power of artificial intelligence (AI), machine learning (MI) and data analytics, transforming data into actionable insights, assisting organizations in making smarter decisions, predicting future trends, automating tedious tasks and customizing the user experience.",,
3ba849532d680b2a,"Once the results of the scan are uploaded to our Aerodentis AI Cloud, a remote dental professional will develop a treatment plan for that patient using our Platform.",,
00e4a2604a0468ec,"We have entered into a Loan Agreement with Beyebe AI pursuant to which we may borrow up to 1,000,000 to fund our operations.",,
63c2078522c7339d,"With embedded AI and analytics, our solutions improve business insight, employee productivity, customer experiences, asset utilization, collaboration, supply chain efficiency and risk management.",,
08189fa427fcdf1c,"IoTT World Inc. will manage the data platform for all sports resulting from the recently signed a joint venture agreement with the cross-Ing, an artificial intelligence (AI) company, as described below at page 2.",,
0a6ad745a23579f2,"Web application firewalls are designed to protect external facing applications, while our email security gateway utilizes machine learning and multilayered detection techniques designed to filter malicious emails.",,
5c6bb35f4f33df77,"Artificial Intelligence-enabled workflow automation and self-service, enhancing customer experience with features like rapid escalation, intelligent routing and contextual awareness.",,
9e7ac7b2c819ab16,These algorithms are developed through the utilization of intelligence and machine learning by means of training various models.,,
ba594dafd3442c7b,"Developments Bridgeline launched multiple new product enhancements this year, particularly in the area of Artificial Intelligence AI and Generative AI.",,
cc12d57c8ccc862b,"We are making investments in AI initiatives, including generative AI, to, among other things, recommend relevant unconnected content across our products, enhance our advertising tools, develop new products, and develop new features for existing products.",,
5d0bf3a1db9eadc5,This cloud-based AI-driven security operations platform for the modern SOC harnesses the power of AI to radically improve security outcomes and transform security operations.,,
1319a1fdf61b9e7f,"We have invested and expect to continue to invest heavily in research and development for new and innovative products, including AI solutions.",,
b162d7cf2e386f7e,"In addition, Dow Jones produces customized Due Diligence Reports to assist its customers with regulatory compliance, including IntegrityCheck, a generative AI-enabled automated report.",,
68652b49305bd892,Huidor recently developed cineSearch which is the Company's AI-based conversational chatbot for advanced content recommendations.,,
aa93d9529c08a614,"From February 2021 to April 2022, Benjamin has served as Senior Capital Market Advisor for Iveda Solutions, Inc. (NASDAQ: IVDA), an AI and IoT technology company to assist with financing and uplisting to Nasdaq.",,
2f3f377d32e881d9,"Our introduction and use of AI may present business, compliance, and reputational challenges that could lead to operational or reputational damage, competitive harm, legal and regulatory risk, and additional costs, any of which could materially and adversely affect our business, financial condition, and results of operations.",,
9e94ac2eda0c4b87,The rapid evolution and increased adoption of artificial intelligence technologies may intensify our cybersecurity risks.,,
65846d4589f55242,"Additionally, the introduction of new technologies and services, including voice assistance, artificial intelligence, internet-of-things and machine learning, and the emergence of new industry standards and practices related to these technological developments could render our existing technologies and services obsolete and unmarketable or require unanticipated investments in technology.",,
3401075dbc3d96da,"In addition, new technologies, such as artificial intelligence, may present new technological risks or vulnerabilities.",,
0551e8d29b7404cd,"These may include new software applications or related services based on artificial intelligence, machine learning, or robotics.",,
ecf8c3ad74ff3110,"AI solutions may use algorithms, datasets or training methodologies that are incomplete, reflect biases, or contain other flaws or deficiencies.",,
14abd2355f67723f,"In particular, the legal and regulatory landscape governing AI remains unsettled, and developments in this area may adversely impact our business.",,
e3ba47a8b9601acc,"Additionally, search engines may incorporate artificial intelligence into their platforms in ways that we cannot predict.",,
8dbe798b0c5bfa6f,"AI technologies are complex, and generative AI technologies, in particular, are rapidly evolving.",,
3aae3df31455fb55,"Advances in technology, new discoveries in the field of cryptography, quantum computing, or artificial intelligence, other events or developments may result in a compromise or breach of the security practices we use to protect sensitive customer transaction information and employee information.",,
4c9fac59b455bb2e,"AI technologies may exacerbate existing risks, including risks associated with data privacy, cybersecurity, IP, healthcare fraud and abuse, drug development and manufacturing, and risks to patients or human subjects in clinical trials.",,
986f32cd3fa63099,"If our use of AI becomes controversial, we may experience brand or reputational harm, competitive harm, or legal liability.",,
53c6010cfc2b2966,"Failure to develop and adopt artificial intelligence (""AI"") technology could also hinder our competitiveness and growth potential.",,
727b22ffdade45ba,"For example, disruptive technologies such as AI/ML may significantly alter the market for our products in unpredictable ways and reduce customer demand.",,
fa86dc32320d824d,Governments have passed and are likely to pass additional laws regulating generative AI.,,
4b54ff14b2c5116e,"At the same time, the use or offering of AI technologies may result in new or expanded risks and liabilities, including enhanced government or regulatory scrutiny, litigation, compliance issues, ethical concerns, confidentiality, reputational harm, and security risks.",,
17ccdb7920fc82f0,"Further, we expect that the breadth and complexity of our IT systems and infrastructure will increase as we expand our product offerings to utilize cloud technologies and potentially artificial intelligence, which present inherent enterprise technology risks, including those related to privacy, data protection and cybersecurity, that need to be managed.",,
25e83aacff08782e,"Should our AI generate suboptimal or contentious outcomes, or if public perception of AI shifts negatively due to perceived risks, we may encounter operational challenges, competitive disadvantages, legal liabilities, reputational harm, or other business impacts.",,
9ae39cdd49709e4b,"Additionally, the rapid evolution of artificial intelligence and integration of machine learning technologies into our internal systems may intensify our cybersecurity risks and create new risks to our business, operations, and financial condition.",,
97b3275b874641f5,Issues in the development and use of AI may result in reputational or competitive harm or liability.,,
9b68a84fbee986b4,"In addition, due to the fast pace and unpredictability of cybersecurity threats, including from emerging technologies, such as advanced forms of machine learning, AI and quantum computing, long-term implementation plans designed to address cybersecurity risks become obsolete quickly and, in some cases, it may be difficult to anticipate or immediately detect such incidents and the damage they cause.",,
d0fd32e0246ddf0c,"With generative AI tools, threat actors may have additional tools to automate breaches or persistent attacks, evade detection, or generate sophisticated phishing emails.",,
2c39a7c1fa1190b9,"Further, a breach of an artificial intelligence and machine learning-based solution offered by another endpoint security provider could cause the market to lose confidence in next-generation security software generally, including the Company's solutions.",,
2bb7238ed3563f2b,Our business is exposed to certain risks associated with artificial intelligence AI and other new technologies.,,
8c907a074b485996,This aligns with industry trends and the anticipated incremental spend on application and data security due to generative AI.,,
c183fc412bcbd66a,"If our ML- AI models fail to adequately predict the creditworthiness of borrowers due to the design of our models or programming or other errors, and our ML- AI models do not detect and account for such errors, or any of the other components of our credit decision process fails, we may experience higher than forecasted loan losses.",,
5bae9b3739db4329,"The development and use of Artificial Intelligence, or AI, present risks and challenges that may adversely impact our business .",,
c6c3a2e6cbc293ea,"Our applications and uses of trademarks relating to our design, software or artificial intelligence technologies could be found to infringe upon existing trademark ownership and rights.",,
4a82824305be530e,"We believe that the U.S. and global utility grids lack sufficient capacity to supply enough electricity to all the new EVs, AI, data centers, electrified industry and other electrical devices which are becoming increasingly available to consumers and business, especially considering the number of national and state governments that have announced future bans on the sale of gasoline and diesel vehicles, as early as 2025 in Norway, and 2035 in Europe, with most bans being put in place no later than 2040.",,
a1348787e09feed4,"As technology continues to evolve, more tasks currently performed by people have been and may continue to be replaced by automation, robotics, machine learning, AI and other technological advances outside of our control.",,
f470393be52a113b,"AFG may also utilize AI to assist with modeled outputs and related analyses, the results of which may be unintentionally deficient, inaccurate or misleading.",,
93e81319dd0d68cf,"If the Company is unable to maintain a compelling web presence, including by successfully responding to new technology trends (such as generative artificial intelligence), competitors' websites may be perceived as easier to use or better able to satisfy customer needs.",,
e88cbc3704b5952a,"For example, the Artificial Intelligence Act, recently adopted by the EU, sets forth new AI risk categorization, obligations, and prohibitions.",,
68e873cd95d69bc4,"Such laws and regulations include the California Consumer Protection Act, the California Privacy Rights Act, data protection and AI regulations in the European Union, and other similar regulations that may change or be added to frequently.",,
19996e7336662d83,"Moreover, the rapid evolution and increasing adoption of artificial intelligence technologies could both intensify our cybersecurity risks and introduce new risks.",,
f83cd61fde90f3ef,"Additionally, as we increase our use of artificial intelligence tools into our operations, the risk of unauthorized access to our data and of making compliance errors or erroneous decisions based on our reliance on the AI tool will increase.",,
85915399136cc104,"The use of AI, particularly generative AI, presents opportunities as well as risks that could negatively impact the business.",,
261b4f3104b667b0,"For example, as Artificial Intelligence (""AI"") continues to evolve, cyber-attackers could also use AI to develop malicious code and sophisticated phishing attempts.",,
c7be10e86fb8a818,"Data that artificial intelligence applications utilize are likely to contain a degree of inaccuracy and error, which could result in flawed algorithms.",,
48aa0c2ed1844714,We expect that increased investment will be required in the future to continuously improve our use of AI Technologies.,,
b8d8be924a422a72,"Further, we expect that the breadth and complexity of our information and technology systems and infrastructure will increase as we expand our product offerings to utilize and generate data analytics and potentially artificial intelligence (which create emerging enterprise risks, including but not limited to cybersecurity, monitoring, and oversight).",,
d5e7f7f034ad6451,This risk management process gets progressively more insightful as our data set gets larger and our AI-enabled risk engine gets smarter.,,
6d620e03a3501782,Expenses Research and Development : Developing and maintaining the proprietary NLP technology and architecture will be a significant future expense for the Company.,,
77a924418a961626,"Our business is highly-competitive, and our success may require the adoption of new and emerging technologies, such as AI, and specifically generative AI, by us or our business partners.",,
21a1481193da62c8,We may continue to integrate open-source AI algorithms in the research and development of new product or service offerings.,,
a405bae8b96100bf,"In the future, we intend to deliver a range of AI-ECG algorithms, via each product.",,
feb865e23343b02a,Conduct data analysis and AI required to build the disease detection compound libraries suitable for use with the AMMST.,,
a07133e18416473b,These clients are consciously evaluating potential areas where AI-enabled technologies could be utilized in the future.,,
116cce8be541d373,"In particular, we seek not only to deliver size recommendations but to provide a robust, end-to-end,artificial intelligence, or AI-driven platform that inspires consumer confidence and drives revenue growth by providing a superior consumer journey to both online and the brick and mortar stores.",,
73b21526e0018334,"Additionally, accelerating AI trends could catalyze the smartphone transformation with incremental content driving unprecedented functional and physical densities.",,
ad8707ae5941ae47,"To achieve this, we will focus on the following strategic initiatives: Create best-in-class customer experiences across channels through modern technology that incorporates AI, automation, and product management that drives personalized journeys across all touchpoints.",,
f7a9d8ed21ba97ab,"We plan to build Earth-2, a digital twin of the Earth on NVIDIA AI and NVIDIA Omniverse platforms.",,
340853d709783eff,"The opportunity to collect data points over time could enable the development of business and insurance liability benchmarking, and through AI, powerful guidance for perpetual safety improvement (and associated cost savings capture).",,
ee547e9cf8ebef9a,"The Company is building and expects to use systems and tools that incorporate AI-based technologies, including generative AI, for its customers and workforce.",,
161b978ae89939b1,"For example, as automation, artificial intelligence and similar technological advancements continue to evolve, we may need to compete for talent that is familiar with these advancements in technologies in order to compete effectively with our industry peers.",,
5719568097f4076c,IBio continues to seek out opportunities for future collaborations using the Company's AI Discovery Platform.,,
8e50645be7ce70dc,"Advancements in technology, such as advanced safety systems; automated package sorting, handling, and delivery; autonomous delivery; third-party supply chain insight and management; artificial intelligence; vehicle platooning; alternative fuel vehicles; and digitization of freight services, may necessitate that we increase investments in order to remain competitive, and our customers may not be willing to accept higher rates to cover the cost of these investments.",,
2cf94034515996ba,"By harnessing the power of our modular system, AI capabilities, and innovative software, we are redefining the future of security technology and delivering unparalleled protection to our clients.",,
a37a2f892132db1b,"Here are some of the technologies that we intend successfully to implement in our mobile application (during 1-18 months): Improvement of the implemented AI technology: The app will provide Implemented AI technology that is in the process of being fully implemented, revision and will undergo continuous refinement and improvement to ensure the highest level of performance.",,
b15fd04cb076182e,"The ongoing development of AI and machine learning, algorithms, sensors, and flight control systems paves the way for fully autonomous eVTOL services in the future.",,
c42e42dc5925e1ea,"Dr. Bunting has other ongoing active business investments in the evolving internet artificial intelligence industry, as it relates to marketing and advertising.",,
30800c922b72d436,"For example, we will continue to enhance certain of our machine learning models to improve our customer capture and segmentation capabilities.",,
4fdd921567262aa7,"Moreover, we expect our expenses to increase significantly in connection with our ongoing activities, including the continuing increase in our technological capabilities with respect to IoT, machine learning, and artificial intelligence.",,
99fb6b4a1fe496ec,"AI speech synthesis that will allow our AI to learn from voice recordings through specialized vocabulary, that will eventually be able to read unrecorded sentences in the voice of whichever celebrity a user may choose.",,
9f0d06a89f4bbb0e,"Overview Roadzen Inc. is a leading Insurtech company on a mission to transform global auto insurance powered by advanced artificial intelligence (""AI"").",,
c5cc6d47559fbc4a,We believe our strategic alignment with leading vendors in this space will position MSC well for a future where AI technology will be integrated into many aspects of MSC's business.,,
bb39b8d259b79f4d,"JLL's technology strategy is to build, buy, partner and invest to curate an industry-leading technology portfolio that extends seamlessly into the generative AI era.",,
dec17455e80df4b8,"The process continues by acquiring building data to analyze energy consumption to quickly identify savings (and hence, improved NOI) with intelligent machine learning.",,
0ab24d03c8239142,"Additionally, the proliferation of generative AI applications is expected to accelerate the creation of digital content such as text, images and video over the long-term.",,
94c97b681df168d2,We also believe the introduction of generative AI signifies a transformative era that is set to drive growth for us and our clients.,,
80caa57828eb93f1,"While we may pursue an acquisition opportunity in the Electric Vehicles, Artificial Intelligence, Machine Learning and Robotics EV-AI-ML-R industry or sector, we intend to focus on: (1) businesses that source, design, develop, manufacture and distribute high-performance, affordable and fully electric vehicles; and (2) businesses that design, manufacture, install and sell Power Controls, Battery Technology, Wireless Technology, and Residential utility meters and remote, mission-critical devices mostly engineered using Artificial Intelligence, Machine Learning and Robotic technologies.",,
02578338add32948,"In the future, we directly or through our third-party provided information technology systems or software may incorporate artificial intelligence AI capabilities into our business.",,
105f3b5a348c31a2,"Plan of Operation We devote substantial efforts to enter into new-emerging application industries of Internet Technology, Artificial Intelligence (AI) and the Internet of Things (IOT).",,
43382978f1fd3371,"Our Business Objectives and Growth Strategies Our principal business objective is to maximize stockholder returns through a combination of (1) acquisition and rollup of profitable Artificial Intelligence, Machine Learning, Robotics, and digital assets across the United States of America (2) sustainable long-term growth in cash flows from increased profits, which we hope to pass on to stockholders in the form of distributions, and (3) potential long-term appreciation in the value of our businesses through process optimization and financial engineering.",,
1a074f393fc0c04a,We believe that one of the most significant drivers of longer-term wearable display market adoption that will change the future of computing and result in broad adoption of AR in smaller wearable packages will be the augmentation of the real world with cloud-based information and AI.,,
02889477d45ae650,The Company may adopt and integrate generative artificial intelligence tools into our systems for specific use cases reviewed by legal and information security.,,
c461cbc7fa420b4d,"These development opportunities are available through live employee events like Technology Days dedicated to exploring new ideas, such as Generative AI.",,
a04147d1eb865224,"By affirming our development path and product road map, we expect to file several new patents for novel technologies which we expect to launch in the future, including next generation electric tankless technologies along which will be designed to work with technologies that are able to employ artificial intelligence to help reduce water and energy consumption.",,
887b5b7b3f92667d,"XENE Acquisition On February 7, 2024, SG DevCorp closed its acquisition of Majestic World Holdings, a real estate technology firm and owner of the Xene AI Software platform XENE Platform .",,
8879d1d385f10adf,"Our global strategy is to deliver higher value by focusing on the following strategic priorities: Invest in high-growth technologies such as hybrid cloud, security, data analytics, artificial intelligence (""AI""), hyperscale infrastructure, and services.",,
