irr_item_id,sample_id,batch_row_id,sentence_id,sentence,source_cik,source_year,source_form,source_file,sentence_index,ff12_code,ff12_name,label,rater1_label,rater2_label,rater2_note
45bd86334b5a4e72,40bde3bec3a3f3b9,40bde3bec3a3f3b9,66956e3fc78f9b03,"We are in the early stages of implementing our plan for the construction and operation of clean-energy-powered data centers to lease to large enterprise information technology (IT) customers that are creating or addressing the growing demand for AI, Cloud and High-Performance Computing (HPC) digital services.",1174891,2024,10-K,2024/QTR2/20240409_10-K_edgar_data_1174891_0001493152-24-014061.txt,1,12,Other,Actionable,Actionable,,
024297e81b8cb4dc,41473310ab8ca80d,41473310ab8ca80d,7044956aa9ec841d,"32 We have integrated, and may continue to integrate in the future, open-source AI algorithms in certain tools and features available on our platform.",2013807,2024,10-K,2024/QTR4/20241024_10-K_edgar_data_2013807_0001213900-24-090457.txt,9,12,Other,Actionable,Actionable,,
ffedb9462e84d4d4,50ac96c21e71a379,50ac96c21e71a379,3cb8a4858508d73e,"Further, we use AI/ML in many aspects of our business, including fraud, credit risk analysis, consumer support and product personalization.",1820953,2024,10-K,2024/QTR3/20240828_10-K_edgar_data_1820953_0001820953-24-000035.txt,5,12,Other,Actionable,Actionable,,
a68453b3b335e6cd,5e184f5bcd507729,5e184f5bcd507729,932c56e4ee8aa3c2,"In fiscal 2023, we introduced pAInt, a generative AI wallpaper maker in the Zedge App.",1667313,2024,10-K,2024/QTR4/20241029_10-K_edgar_data_1667313_0001213900-24-091735.txt,2,12,Other,Actionable,Actionable,,
75b771819a154b65,668a597a28db5dd6,668a597a28db5dd6,df4e05a0ddc72b7c,Overview Iveda specializes in AI and digital transformation technologies with real-world applications that improve quality of life and safety worldwide.,1397183,2024,10-K,2024/QTR2/20240401_10-K_edgar_data_1397183_0001493152-24-012417.txt,1,12,Other,Actionable,Actionable,,
93482f17dba4e72c,6744ed920df1f2bd,6744ed920df1f2bd,080d8e630f672dba,"At NETSOL, we specialize in harnessing the transformative power of Generative AI to drive innovative solutions and powerful outcomes for businesses.",1039280,2024,10-K,2024/QTR3/20240930_10-K_edgar_data_1039280_0001493152-24-038751.txt,4,12,Other,Actionable,Actionable,,
492dc161d9467f77,6fb296f8002c72ea,6fb296f8002c72ea,50995781b4f37c9c,"Their telehealth services,, powered by AI-driven AskVet, are being expanded across the organization, further enriching our member service offerings.",1040130,2024,10-K,2024/QTR2/20240614_10-K_edgar_data_1040130_0001040130-24-000046.txt,2,12,Other,Actionable,Actionable,,
8b17e3468ddc4cfe,77342759203bcd77,77342759203bcd77,6489b2d76fe80847,"This Infrastructure-as-a-Service (IaaS) enables use cases including backups, multi-cloud, application storage, ransomware protection, and storage for AI/ML workflows.",1462056,2024,10-K,2024/QTR2/20240401_10-K_edgar_data_1462056_0001462056-24-000033.txt,1,12,Other,Actionable,Actionable,,
811143c7d3b7df3a,7e49234e05b97d3a,7e49234e05b97d3a,92eebee445453be7,"Our solutions help firms reduce regulatory, financial, and reputational risk through workflow and automation, AI, predictive analytics, and rules-based risk scoring.",1565687,2024,10-K,2024/QTR3/20240826_10-K_edgar_data_1565687_0000950170-24-100587.txt,22,12,Other,Actionable,Actionable,,
2d35e50d075b61e4,81f006d27c13d90d,81f006d27c13d90d,23ea0c95926e4359,"The Company's Cylance AI and machine learning-based platform consists of CylanceENDPOINT , CylanceGUARD , CylanceEDGE , CylanceINTELLIGENCE and other cybersecurity applications.",1070235,2024,10-K,2024/QTR2/20240404_10-K_edgar_data_1070235_0001070235-24-000057.txt,13,12,Other,Actionable,Actionable,,
30800c922b72d436,8841c17407b5b230,8841c17407b5b230,012872fb0537f778,"For example, we will continue to enhance certain of our machine learning models to improve our customer capture and segmentation capabilities.",1116132,2024,10-K,2024/QTR3/20240815_10-K_edgar_data_1116132_0001116132-24-000018.txt,1,12,Other,Actionable,Actionable,,
c28c48457924ec10,8bd32dfa29895b71,8bd32dfa29895b71,06e4a242574e7ec2,We are investing significant resources in: Our marketplace user experiences; Upgrading our sellers tools to be fully mobile-responsive; Developing industry-specific asset upload templates making it easier to sell on our marketplaces; and Leveraging generative AI and other automation technologies to create efficiencies across the enterprise.,1235468,2024,10-K,2024/QTR4/20241212_10-K_edgar_data_1235468_0000950170-24-135700.txt,4,12,Other,Actionable,Actionable,,
34dd4069e0f51361,8f826c637464aab1,8f826c637464aab1,79a195f696761266,"During fiscal 2024, we implemented specialized programming to upskill employees in Generative AI, adopting a tailored approach that catered to varying levels of existing knowledge, ranging from offering foundational insights into GenAI concepts to providing advanced technical training aimed at equipping our engineers with the knowledge to develop cutting-edge GenAI products.",1013237,2024,10-K,2024/QTR4/20241029_10-K_edgar_data_1013237_0001013237-24-000141.txt,6,12,Other,Actionable,Actionable,,
a26bd6c97ff02f85,9be87e4075bcb0ff,9be87e4075bcb0ff,b0d5deb1c7e12578,Marketing Edge leverages conversational intelligence with generative AI to form a comprehensive marketing attribution and conversation data solution.,1224133,2024,10-K,2024/QTR2/20240401_10-K_edgar_data_1224133_0000950170-24-038807.txt,6,12,Other,Actionable,Actionable,,
07128f55eee65089,a6d17d220588733f,a6d17d220588733f,12979cd488809993,"BOSS Money's growth strategy includes: Expansion of our international payout network with a focus on certain popular destinations in Africa and Asia; Expansion of origination beyond the United States and Canada to the United Kingdom and, potentially over the longer term, to European countries with large immigrant populations; Continued migration of our BOSS Revolution and IDT Digital Payments customers from competitors to BOSS Money; Further enhancement to our BOSS Money app, BOSS Revolution app and retailer portal; Increasing the number of BOSS Money retail agents; and Addition of new features and offerings. net2phone net2phone's revenues were 82.3 million in fiscal 2024 compared to 72.4 million in fiscal 2023. net2phone's income from operations was 1.7 million in fiscal 2024 compared to loss from operations of 2.8 million in fiscal 2023. net2phone enables its customers to transform their communications by leveraging its cloud platform to provide solutions that enable more intelligent, flexible and adaptive communications. net2phone operates in the United States, Canada, Mexico, Central and South America and Spain. net2phone's offerings include: Unified Communications as a Service (UCaaS): net2phone's Unite branded UCaaS service utilizes its cloud platform to provide conversational continuity across channels from any connected device tethered or mobile and to measure, manage and analyze those communications for enhanced insight and productivity. net2phone provides its UCaaS customers that convert from on-premise PBXs with advanced Internet Protocol, or IP, desktop phones and/or with a bring-your-own-device solution accessed through its integrated web portal and through net2phone's mobile app. net2phone's UCaaS service includes multi-channel communications with voice management features, unlimited domestic and international calling to over 40 countries, robust messaging and chat tools, voicemail to email transcription, client analytics, AI-powered functionalities including instant call summaries and transcripts, internal team chat, the net2phone Huddle video conferencing service, and reporting and system management capabilities accessed through its online console. net2phone's UCaaS service integrates seamlessly with business communication platforms (such as Microsoft Teams and Slack), leading customer relationship management, or CRM, services (such as SalesForce, Zoho and others) and text-based communications platforms. net2phone adds features, enhancements and integrations on a regular basis leveraging its agile development philosophy.",1005731,2024,10-K,2024/QTR4/20241015_10-K_edgar_data_1005731_0001493152-24-041147.txt,3,12,Other,Actionable,Actionable,,
52ecf34eeb6b4446,acd60507faa4fa01,acd60507faa4fa01,a85fbc1d59d9a1fe,"HawkSearch's Smart Response leverages generative AI to summarize, synthesize, compare or start a conversation with the visitor to help find the most relevant results.",1378590,2024,10-K,2024/QTR4/20241226_10-K_edgar_data_1378590_0001437749-24-038328.txt,6,12,Other,Actionable,Actionable,,
00e4a2604a0468ec,b5c8399bb55eccda,b5c8399bb55eccda,6f14a124157d5bf1,"We have entered into a Loan Agreement with Beyebe AI pursuant to which we may borrow up to 1,000,000 to fund our operations.",2016167,2024,10-K,2024/QTR4/20241227_10-K_edgar_data_2016167_0001753926-24-002159.txt,10,12,Other,Actionable,Actionable,,
0ef18d0d3f6a2359,bec69e7585057a2b,bec69e7585057a2b,cc102f3703f48fb4,"CRISPR-IL brings together the leading experts in life science and computer science from academia, medicine, and industry, to develop AI based end-to-end genome-editing solutions.",1158780,2024,10-K,2024/QTR3/20240918_10-K_edgar_data_1158780_0001213900-24-079861.txt,3,12,Other,Actionable,Actionable,,
ff88177e3375d3bd,c13b45bdd68041ec,c13b45bdd68041ec,67c456e98371b8d0,"We have deployed data analytics and machine learning, to enable operations to be predictive, reduce risk, improve safety, and reduce costs.",1450704,2024,10-K,2024/QTR2/20240417_10-K_edgar_data_1450704_0001829126-24-002582.txt,2,12,Other,Actionable,Actionable,,
dec17455e80df4b8,c1893bcf4fffa083,c1893bcf4fffa083,5b5721dc9ba6a21e,"The process continues by acquiring building data to analyze energy consumption to quickly identify savings (and hence, improved NOI) with intelligent machine learning.",1108645,2024,10-K,2024/QTR2/20240401_10-K_edgar_data_1108645_0001477932-24-001631.txt,1,12,Other,Actionable,Actionable,,
0a6ad745a23579f2,c883bd0b3af9c66a,c883bd0b3af9c66a,9ee2d8f8a21a2fc3,"Web application firewalls are designed to protect external facing applications, while our email security gateway utilizes machine learning and multilayered detection techniques designed to filter malicious emails.",1003815,2024,10-K,2024/QTR1/20240322_10-K_edgar_data_1003815_0001410578-24-000276.txt,1,12,Other,Actionable,Actionable,,
8374e74756279f75,c94a111c6fc1de48,c94a111c6fc1de48,92adb58ba0eb64c2,"Furthermore, we continue to extend our engineering capabilities into more advanced technologies such as software, generative AI, cloud services, data analytics, machine learning, and some core building blocks of navigation and tracking for spatial computing and augmented/virtual reality environments.",1032975,2024,10-K,2024/QTR2/20240516_10-K_edgar_data_1032975_0001032975-24-000023.txt,2,12,Other,Actionable,Actionable,,
ab9d27f3ac12cc97,ca414a58395ced51,ca414a58395ced51,c2b9e821679be8dd,Our product solutions are comprised of three proprietary software platforms: Advertising Technology Operating System (ATOS Platform) Data Intelligence Platform Publisher Platform for Monetization and Compliance Our Products The ATOS Platform Our ATOS platform blends artificial intelligence (or AI) and machine learning (ML) based optimization technology for automatic ad serving that manages digital advertising inventory and campaigns.,1084267,2024,10-K,2024/QTR2/20240408_10-K_edgar_data_1084267_0001683168-24-002214.txt,1,12,Other,Actionable,Actionable,,
950c94b44ec69fb5,ceb49137948bbb57,ceb49137948bbb57,e38f2eb58f88f7a1,"We use artificial intelligence (AI), including generative AI, in many parts of our value chain.",1262976,2024,10-K,2024/QTR3/20240809_10-K_edgar_data_1262976_0001262976-24-000064.txt,5,12,Other,Actionable,Actionable,,
3da7f89dde05a2ed,dcde81fe3f10bb3b,dcde81fe3f10bb3b,b1e5349c599f6c07,Our goal is to constantly improve our HR-Tech platform to address present and future market needs by offering a unique combination of proprietary artificial intelligence AI based technology with a do-it-yourself sourcing experience able to match candidates to jobs without having to use keyword searches or Boolean strings.,1381871,2024,10-K,2024/QTR4/20241009_10-K_edgar_data_1381871_0001213900-24-086614.txt,1,12,Other,Actionable,Actionable,,
9e980ac71f02390d,e9d961a8139407af,e9d961a8139407af,62b2dd501919e2b7,"For example, we use a combination of statistical methods leveraging machine learning and artificial intelligence algorithms in connection with our underwriting and risk processes to review certain key alternative asset valuations, investment information, and limited partnership agreement terms (e.g., net asset values, net asset value as of dates, commitment periods, permitted investments and expenses).",1775734,2024,10-K,2024/QTR3/20240709_10-K_edgar_data_1775734_0001775734-24-000029.txt,1,12,Other,Actionable,Actionable,,
2c331ceb8cf24075,f03e33b476355454,f03e33b476355454,a1a64f0ead6aacbe,"Ms. Xu was as a senior customer manager at Beijing Sensetime Technology Development Co., Ltd., a leading AI software company focused on innovating for a better AI-empowered future, from May 2018.",1422892,2024,10-K,2024/QTR4/20241015_10-K_edgar_data_1422892_0001213900-24-087619.txt,1,12,Other,Actionable,Actionable,,
b162d7cf2e386f7e,f233cfa1e8291d6d,f233cfa1e8291d6d,2681119ba1f2fb80,"In addition, Dow Jones produces customized Due Diligence Reports to assist its customers with regulatory compliance, including IntegrityCheck, a generative AI-enabled automated report.",1564708,2024,10-K,2024/QTR3/20240813_10-K_edgar_data_1564708_0001564708-24-000408.txt,2,12,Other,Actionable,Actionable,,
68652b49305bd892,f4ee531efae47b5f,f4ee531efae47b5f,268ac367071de0a7,Huidor recently developed cineSearch which is the Company's AI-based conversational chatbot for advanced content recommendations.,1173204,2024,10-K,2024/QTR3/20240701_10-K_edgar_data_1173204_0000950170-24-079718.txt,1,12,Other,Actionable,Actionable,,
26ab573528eeaafa,f56ab734121fb557,f56ab734121fb557,87c41ca24d837d19,"Recently, we published a revised edition of this pioneering work with generative AI updates, including relevant AI-powered product info, customer case studies, and best-practices.",1066194,2024,10-K,2024/QTR3/20240912_10-K_edgar_data_1066194_0001558370-24-012767.txt,19,12,Other,Actionable,Actionable,,
aa93d9529c08a614,fd676d1f8031506f,fd676d1f8031506f,dbf16dd1158358fd,"From February 2021 to April 2022, Benjamin has served as Senior Capital Market Advisor for Iveda Solutions, Inc. (NASDAQ: IVDA), an AI and IoT technology company to assist with financing and uplisting to Nasdaq.",1066764,2024,10-K,2024/QTR2/20240401_10-K_edgar_data_1066764_0001493152-24-012444.txt,1,12,Other,Actionable,Actionable,,
2f3f377d32e881d9,00cf3a33066f8f08,00cf3a33066f8f08,38facb658e4e672c,"Our introduction and use of AI may present business, compliance, and reputational challenges that could lead to operational or reputational damage, competitive harm, legal and regulatory risk, and additional costs, any of which could materially and adversely affect our business, financial condition, and results of operations.",1157408,2024,10-K,2024/QTR3/20240807_10-K_edgar_data_1157408_0001558370-24-011134.txt,9,12,Other,Irrelevant,Irrelevant,,
09c075855654cce4,08b289e61e62afce,08b289e61e62afce,939249e2002fe41a,"As with many new and emerging technologies, AI presents numerous risks and challenges that could adversely affect our business.",1069183,2024,10-K,2024/QTR1/20240227_10-K_edgar_data_1069183_0001069183-24-000006.txt,6,12,Other,Irrelevant,Irrelevant,,
947f565c725abaa1,281f206c9831e18d,281f206c9831e18d,942f852025ea8429,The rapid evolution and increased adoption of AI technologies may intensify our cybersecurity risks.,1260221,2024,10-K,2024/QTR4/20241107_10-K_edgar_data_1260221_0001260221-24-000083.txt,4,12,Other,Irrelevant,Irrelevant,,
56cc964767626265,30162e7fe42d3919,30162e7fe42d3919,bb7f5f744783b42b,The rapid evolution and increased adoption of artificial intelligence technologies have also given rise to additional vulnerabilities and potential entry points for cyber threats.,1431567,2024,10-K,2024/QTR2/20240401_10-K_edgar_data_1431567_0001437749-24-010372.txt,1,12,Other,Irrelevant,Irrelevant,,
14abd2355f67723f,314d4039f96e3700,314d4039f96e3700,e48da8f67563649d,"In particular, the legal and regulatory landscape governing AI remains unsettled, and developments in this area may adversely impact our business.",1754301,2024,10-K,2024/QTR3/20240808_10-K_edgar_data_1754301_0001628280-24-036123.txt,13,12,Other,Irrelevant,Irrelevant,,
e3ba47a8b9601acc,31d44f1187e75a0e,31d44f1187e75a0e,d6ba7cb74b1d5333,"Additionally, search engines may incorporate artificial intelligence into their platforms in ways that we cannot predict.",1117297,2024,10-K,2024/QTR3/20240821_10-K_edgar_data_1117297_0000950170-24-099495.txt,5,12,Other,Irrelevant,Irrelevant,,
8dbe798b0c5bfa6f,328a0eccbd1b9f58,328a0eccbd1b9f58,5b40dd9c221b3adf,"AI technologies are complex, and generative AI technologies, in particular, are rapidly evolving.",1528396,2024,10-K,2024/QTR3/20240916_10-K_edgar_data_1528396_0001528396-24-000105.txt,10,12,Other,Irrelevant,Irrelevant,,
03a36e29620b82e1,3c0bef7150a17b78,3c0bef7150a17b78,6aa22fe4ac66e37b,"Our AI products may not operate as anticipated, which could adversely affect our reputation, revenues and profitability.",1341439,2024,10-K,2024/QTR2/20240620_10-K_edgar_data_1341439_0000950170-24-075605.txt,12,12,Other,Irrelevant,Irrelevant,,
d5d899b05bf310dc,44231065f065bbe2,44231065f065bbe2,56525e396d7dc01f,"AI models, particularly generative AI models, may produce output or take action that is incorrect, that result in the release of private, confidential or proprietary information, that reflect biases included in the data on which they are trained, infringe on the intellectual property rights of others, or that is otherwise harmful or which produce outcomes contrary to the expectations of consumers.",1000209,2024,10-K,2024/QTR1/20240307_10-K_edgar_data_1000209_0000950170-24-027942.txt,5,12,Other,Irrelevant,Irrelevant,,
986f32cd3fa63099,4f26dbccd1aa7e90,4f26dbccd1aa7e90,f9fd64883e5adf26,"If our use of AI becomes controversial, we may experience brand or reputational harm, competitive harm, or legal liability.",1644378,2024,10-K,2024/QTR4/20241112_10-K_edgar_data_1644378_0001644378-24-000042.txt,9,12,Other,Irrelevant,Irrelevant,,
8e9fc5d8660a3bf3,5b8433b064fefcc7,5b8433b064fefcc7,c93d40aa23b5aef2,"Cyber attacks could include viruses, malicious or destructive code, phishing attacks, denial of service attacks, supply chain attacks, ransomware and other extortion-based attacks, improper access by third parties, attacks on email systems, and attacks leading to data loss, operational control, or exploitation of vulnerabilities specific to internally developed systems or to those provided and/or maintained by our suppliers, including those attacks arising from or generated by artificial intelligence, among various other security breaches.",1002910,2024,10-K,2024/QTR1/20240229_10-K_edgar_data_1002910_0001002910-24-000056.txt,2,12,Other,Irrelevant,Irrelevant,,
53c6010cfc2b2966,60ef3609a925d0c7,60ef3609a925d0c7,3737af597d9e9be9,"Failure to develop and adopt artificial intelligence (""AI"") technology could also hinder our competitiveness and growth potential.",1681622,2024,10-K,2024/QTR4/20241119_10-K_edgar_data_1681622_0001681622-24-000089.txt,1,12,Other,Irrelevant,Irrelevant,,
727b22ffdade45ba,63739f50b9062f44,63739f50b9062f44,99c00a5cd7aa96f9,"For example, disruptive technologies such as AI/ML may significantly alter the market for our products in unpredictable ways and reduce customer demand.",1308547,2024,10-K,2024/QTR4/20241119_10-K_edgar_data_1308547_0001628280-24-048519.txt,4,12,Other,Irrelevant,Irrelevant,,
17ccdb7920fc82f0,6c391dbfae4ef60a,6c391dbfae4ef60a,ea992ace72120c58,"Further, we expect that the breadth and complexity of our IT systems and infrastructure will increase as we expand our product offerings to utilize cloud technologies and potentially artificial intelligence, which present inherent enterprise technology risks, including those related to privacy, data protection and cybersecurity, that need to be managed.",10795,2024,10-K,2024/QTR4/20241127_10-K_edgar_data_10795_0000010795-24-000084.txt,3,12,Other,Irrelevant,Irrelevant,,
38026146c87a129f,6c6177bef2ec34ac,6c6177bef2ec34ac,0cf4db214573fd44,"Further, the use of generative artificial intelligence tools may compromise confidential or sensitive information, put our intellectual property at risk, or subject us to claims of intellectual property infringement, all of which could damage our reputation.",1632790,2024,10-K,2024/QTR4/20241119_10-K_edgar_data_1632790_0001632790-24-000102.txt,2,12,Other,Irrelevant,Irrelevant,,
25e83aacff08782e,6d95bf45f9dbcc7a,6d95bf45f9dbcc7a,aeae03e5ceb75dd3,"Should our AI generate suboptimal or contentious outcomes, or if public perception of AI shifts negatively due to perceived risks, we may encounter operational challenges, competitive disadvantages, legal liabilities, reputational harm, or other business impacts.",1032220,2024,10-K,2024/QTR4/20241121_10-K_edgar_data_1032220_0001032220-24-000094.txt,20,12,Other,Irrelevant,Irrelevant,,
9ae39cdd49709e4b,6df10678e6e1e0fd,6df10678e6e1e0fd,743bea01efb4d041,"Additionally, the rapid evolution of artificial intelligence and integration of machine learning technologies into our internal systems may intensify our cybersecurity risks and create new risks to our business, operations, and financial condition.",1041803,2024,10-K,2024/QTR4/20241030_10-K_edgar_data_1041803_0001041803-24-000044.txt,3,12,Other,Irrelevant,Irrelevant,,
c6214016bae71750,73d7267458996684,73d7267458996684,e9d909bd7afdfc8b,"Such competitors could also have preferential access to content and important technologies, such as artificial intelligence AI , customer data or other competitive information.",1041657,2024,10-K,2024/QTR2/20240607_10-K_edgar_data_1041657_0001558370-24-009018.txt,1,12,Other,Irrelevant,Irrelevant,,
9b68a84fbee986b4,74beb06eeed453a8,74beb06eeed453a8,9c956c61feaa04c2,"In addition, due to the fast pace and unpredictability of cybersecurity threats, including from emerging technologies, such as advanced forms of machine learning, AI and quantum computing, long-term implementation plans designed to address cybersecurity risks become obsolete quickly and, in some cases, it may be difficult to anticipate or immediately detect such incidents and the damage they cause.",1114925,2024,10-K,2024/QTR3/20240909_10-K_edgar_data_1114925_0001683168-24-006264.txt,7,12,Other,Irrelevant,Irrelevant,,
4fe864b838d5541f,7aaa1702deefcc7f,7aaa1702deefcc7f,ca8d4a2bebdcd939,"These techniques include using artificial intelligence (AI), including generative AI to enhance their attacks, which may increase our cybersecurity risk.",104889,2024,10-K,2024/QTR1/20240223_10-K_edgar_data_104889_0000104889-24-000010.txt,6,12,Other,Irrelevant,Irrelevant,,
d0fd32e0246ddf0c,7d75bea3fd883d72,7d75bea3fd883d72,aa5569a865658a62,"With generative AI tools, threat actors may have additional tools to automate breaches or persistent attacks, evade detection, or generate sophisticated phishing emails.",1005210,2024,10-K,2024/QTR4/20241127_10-K_edgar_data_1005210_0000950170-24-131309.txt,2,12,Other,Irrelevant,Irrelevant,,
e5255aaad300a8b9,8090b84ef800c8c3,8090b84ef800c8c3,64e328cfc66a53da,"The risk of a security breach or disruption, particularly through cyber attack, including by computer hackers, foreign governments and cyber terrorists, has generally increased as the number, intensity and sophistication of attempted attacks from around the world have increased, including through the use of artificial intelligence.",1040765,2024,10-K,2024/QTR1/20240212_10-K_edgar_data_1040765_0000899689-24-000005.txt,1,12,Other,Irrelevant,Irrelevant,,
e9b5a09237790f85,87c326f7756fe3af,87c326f7756fe3af,996a81edce9df6b7,"AI also introduces new risks, due to the autonomous nature of the technology, which, in some cases, may be deployed to perform tasks, inform decisions, automate decisions, and make predictions.",1053369,2024,10-K,2024/QTR3/20240701_10-K_edgar_data_1053369_0001493152-24-025829.txt,6,12,Other,Irrelevant,Irrelevant,,
7a8726494e0242f2,88015886917f2f9d,88015886917f2f9d,4003aa82dc44af33,Regulations related to artificial intelligence may also impose on us certain obligations and costs related to monitoring and compliance.,1433642,2024,10-K,2024/QTR2/20240523_10-K_edgar_data_1433642_0001433642-24-000064.txt,13,12,Other,Irrelevant,Irrelevant,,
7a0db3e62bb09cf2,8ce1418bfa85badc,8ce1418bfa85badc,815a719f6eb541dd,"Additionally, sensitive data of the Company or our customers could be leaked, disclosed, or revealed as a result of or in connection with our employees , personnel's, or vendors use of generative AI technologies.",1132105,2024,10-K,2024/QTR2/20240404_10-K_edgar_data_1132105_0000950170-24-041618.txt,5,12,Other,Irrelevant,Irrelevant,,
8c907a074b485996,8ea5d9a6d032ed24,8ea5d9a6d032ed24,12802548d5e73388,This aligns with industry trends and the anticipated incremental spend on application and data security due to generative AI.,1022505,2024,10-K,2024/QTR4/20241213_10-K_edgar_data_1022505_0001493152-24-049837.txt,5,12,Other,Irrelevant,Irrelevant,,
c6c3a2e6cbc293ea,a2b7405477a63e44,a2b7405477a63e44,8596e847ef4af894,"Our applications and uses of trademarks relating to our design, software or artificial intelligence technologies could be found to infringe upon existing trademark ownership and rights.",1930021,2024,10-K,2024/QTR3/20240815_10-K_edgar_data_1930021_0001213900-24-069692.txt,1,12,Other,Irrelevant,Irrelevant,,
3c68f9c266438ab4,a3f5bd4d9d31198b,a3f5bd4d9d31198b,a60fe02b849a66c6,"Also, if we fail to keep pace with rapidly evolving technological developments in artificial intelligence, our competitive position and business results may suffer.",1314727,2024,10-K,2024/QTR4/20241115_10-K_edgar_data_1314727_0001314727-24-000026.txt,5,12,Other,Irrelevant,Irrelevant,,
93e81319dd0d68cf,bfa9bf530734bc00,bfa9bf530734bc00,4f240e993686d58c,"If the Company is unable to maintain a compelling web presence, including by successfully responding to new technology trends (such as generative artificial intelligence), competitors' websites may be perceived as easier to use or better able to satisfy customer needs.",1084869,2024,10-K,2024/QTR3/20240906_10-K_edgar_data_1084869_0001437749-24-028591.txt,1,12,Other,Irrelevant,Irrelevant,,
0cecd7c76e977d23,c833783c2d76b866,c833783c2d76b866,d84aa0479094bd28,"Further, if we fail to adopt these new technologies, we may face price pressure from competitors using lower-cost AI systems.",1037646,2024,10-K,2024/QTR1/20240209_10-K_edgar_data_1037646_0001037646-24-000007.txt,4,12,Other,Irrelevant,Irrelevant,,
