batch_id,batch_row_id,sampling_seed,selection_reason,sentence_id,sentence_text_id,sentence,sentence_norm,label,is_uncertain,uncertainty_note,source_file,source_year,source_quarter,source_form,source_section,source_cik,sentence_index,manifest_id,manifest_row_id,source_window_id,token_count,fragment_score,integrity_flags,sic,ff12_code,ff12_name,industry_metadata_source,length_bin,edge_case_flag,filing_selection_reason,assistive_label,assistive_confidence,assistive_rationale,assistive_model,assistive_generated_at,assistive_prompt_hash
labeling_batch_v3,d02cae415472feb7,20260312,quarter_diversity_fill,2dd7541f713813b1,cd515a4a2c7b5d69,Artificial intelligence capabilities may be used to identify vulnerabilities and craft increasingly sophisticated cyber security attacks.,artificial intelligence capabilities may be used to identify vulnerabilities and craft increasingly sophisticated cyber security attacks,Irrelevant,,,2024/QTR1/20240214_10-K_edgar_data_1054905_0000950170-24-014960.txt,2024,1,10-K,other,1054905,3,expansion_2024_batch_04,c4e42cb84e766ab7,active_2021_2024,16,0.0,[],,12,Other,unknown,medium,TRUE,quarter_round_robin,Irrelevant,high,"Generic risk disclosure about AI-enabled attacks, no firm-specific present capability or offering.",gpt-5-mini,2026-03-14T17:21:51.246211+00:00,d8b133ea7b7558f316b59f72c453b9ce40f0a472841c774f5e0518c2b9c538b5
labeling_batch_v3,1e99089eb82a4865,20260312,quarter_diversity_fill,4d43c28233006e17,2f17a29c9566ecff,"As with many innovations, AI presents risks and challenges that could adversely impact our business.",as with many innovations ai presents risks and challenges that could adversely impact our business,Irrelevant,,,2024/QTR1/20240214_10-K_edgar_data_1058290_0001058290-24-000017.txt,2024,1,10-K,other,1058290,16,expansion_2024_batch_04,398bb599b55b43c3,active_2021_2024,15,0.0,[],,12,Other,unknown,medium,TRUE,quarter_round_robin,Irrelevant,high,"Generic risk disclosure about AI impact, no firm-specific present capability or offering disclosed.",gpt-5-mini,2026-03-14T17:21:53.349450+00:00,84dd660086a2dee7a6aae4412d16f11d93e3d40e3ad3f37876a2886d0bcc478e
labeling_batch_v3,c87aed1a31aeb6a7,20260312,quarter_diversity_fill,a616a0e692c73b63,471051070019ebd1,"Illustrative examples include: Enhancements to ratings quality and product extensions Investments that extend ownership and participation in joint ventures and strategic alliances Expansion in emerging markets New products, services, content and technology capabilities, including Gen AI, to meet customer demands Selective bolt-on acquisitions that accelerate the ability to scale and grow Moody's businesses In this era of exponential risk, we know that risks are interconnected, and organizations want a complete view of risk.",illustrative examples include enhancements to ratings quality and product extensions investments that extend ownership and participation in joint ventures and strategic alliances expansion in emerging markets new products services content and technology capabilities including gen ai to meet customer demands selective bolt on acquisitions that accelerate the ability to scale and grow moody s businesses in this era of exponential risk we know that risks are interconnected and organizations want a complete view of risk,Speculative,,,2024/QTR1/20240214_10-K_edgar_data_1059556_0001059556-24-000017.txt,2024,1,10-K,other,1059556,2,expansion_2024_batch_04,8789f669d53db57b,active_2021_2024,73,0.0,[],,12,Other,unknown,long,TRUE,quarter_round_robin,Speculative,high,Describes intended/aspirational initiatives (including Gen AI) without stating current implementations or investments.,gpt-5-mini,2026-03-14T17:21:54.703851+00:00,c20dea767230409378d043972b2f6edca4a48c28c9f871cb2ee0eb60f5d49526
labeling_batch_v3,8b19bd0b3ef29a31,20260312,quarter_diversity_fill,ce5e1c559bb782a7,519366f5a34aaf10,"In addition, the adoption of generative artificial intelligence (""AI"") technologies may bring challenges in terms of disruption to both our business model and our existing technology and products.",in addition the adoption of generative artificial intelligence ai technologies may bring challenges in terms of disruption to both our business model and our existing technology and products,Irrelevant,,,2024/QTR1/20240214_10-K_edgar_data_106640_0000106640-24-000020.txt,2024,1,10-K,item_1_business,106640,1,expansion_2024_batch_04,59cf310391265a02,active_2021_2024,28,0.0,[],,12,Other,unknown,long,TRUE,quarter_round_robin,Irrelevant,high,"Generic risk disclosure about potential disruption, not a firm-specific factual AI capability claim.",gpt-5-mini,2026-03-14T17:21:56.444716+00:00,ed71957ff07af618e4d0798f00de6b742397aa80a69605f9dbb01fb931627157
labeling_batch_v3,3bb40d1617cef3bf,20260312,quarter_diversity_fill,fbf11708f0c5c9f0,d239c41968fba9b2,"Automation through AI also could streamline supply chain management, inventory tracking and order fulfillment, leading to increased efficiencies and cost effectiveness.",automation through ai also could streamline supply chain management inventory tracking and order fulfillment leading to increased efficiencies and cost effectiveness,Speculative,,,2024/QTR1/20240215_10-K_edgar_data_1021561_0001140361-24-008111.txt,2024,1,10-K,other,1021561,3,expansion_2024_batch_02,828d1ec00e546271,active_2021_2024,21,0.0,[],,12,Other,unknown,medium,TRUE,quarter_round_robin,Speculative,high,Firm-specific intention/opportunity language about potential benefits without stating current use or investment.,gpt-5-mini,2026-03-14T17:21:57.764157+00:00,9d74ebcf30502ade6c0754527402f545b8d8abcf0c55cc185a56a3e114194592
labeling_batch_v3,4b6a06e4570edf93,20260312,quarter_diversity_fill,c37cd32a6952859a,52a69644a08b363e,"As a result, we may be unable to anticipate, detect or prevent future attacks, particularly as the methodologies utilized by attackers change frequently or are not recognized until launched, and we may be unable to investigate or remediate incidents because attackers are increasingly using techniques and tools (such as artificial intelligence) designed to circumvent controls, avoid detection, and remove or obfuscate forensic evidence.",as a result we may be unable to anticipate detect or prevent future attacks particularly as the methodologies utilized by attackers change frequently or are not recognized until launched and we may be unable to investigate or remediate incidents because attackers are increasingly using techniques and tools such as artificial intelligence designed to circumvent controls avoid detection and remove or obfuscate forensic evidence,Irrelevant,,,2024/QTR1/20240215_10-K_edgar_data_1037676_0001558370-24-001229.txt,2024,1,10-K,other,1037676,1,expansion_2024_batch_03,8697518e1268e8f6,active_2021_2024,63,0.0,[],,12,Other,unknown,long,TRUE,quarter_round_robin,Irrelevant,high,"Primary function is risk disclosure about attackers using AI, not a firm capability claim.",gpt-5-mini,2026-03-14T17:21:59.220713+00:00,fc90f696d2f7046ddcd39aa0284453d0b6304f549345dfc691cf6a4998eef513
labeling_batch_v3,425ebdd8a5361d5a,20260312,quarter_diversity_fill,463d755f47e27e0d,45012e8fae592103,Such threats may be difficult to detect for long periods of time and also may be further enhanced in frequency or effectiveness through threat actors use of artificial intelligence.,such threats may be difficult to detect for long periods of time and also may be further enhanced in frequency or effectiveness through threat actors use of artificial intelligence,Irrelevant,,,2024/QTR1/20240215_10-K_edgar_data_1043219_0001628280-24-005115.txt,2024,1,10-K,other,1043219,2,expansion_2024_batch_03,1be6bbefba456aa8,active_2021_2024,29,0.0,[],,12,Other,unknown,long,TRUE,quarter_round_robin,Irrelevant,high,"Generic risk statement about AI-enhanced threats, no firm-specific capability or claim.",gpt-5-mini,2026-03-14T17:22:00.453474+00:00,0233dae2f8f5207a58df9633c598f519bab0f44c1554643fd2abb3d5ffa10623
labeling_batch_v3,c83d284635270d1a,20260312,quarter_diversity_fill,aa5406db6036e628,6e0cd2b3f7690202,"These AI-related initiatives, whether successful or not, could cause us to incur substantial costs and could result in delays in our software release cadence.",these ai related initiatives whether successful or not could cause us to incur substantial costs and could result in delays in our software release cadence,Irrelevant,,,2024/QTR1/20240215_10-K_edgar_data_1050446_0000950170-24-015847.txt,2024,1,10-K,other,1050446,14,expansion_2024_batch_03,96cd4ae986ccb42b,active_2021_2024,24,0.0,[],,12,Other,unknown,medium,TRUE,quarter_round_robin,Irrelevant,high,"Primary function is risk disclosure about AI initiatives causing costs/delays, not a factual capability claim.",gpt-5-mini,2026-03-14T17:22:01.932226+00:00,333d740c516731ec46c67de881d96e64b77fad249b1f67f8b0723da932a658c6
labeling_batch_v3,11330f1f1057ba18,20260312,quarter_diversity_fill,51929e6af2a06c58,9052918b1f775a17,"As with many innovations, AI presents risks, challenges, and unintended consequences that could affect its adoption, and therefore our business.",as with many innovations ai presents risks challenges and unintended consequences that could affect its adoption and therefore our business,Irrelevant,,,2024/QTR1/20240215_10-K_edgar_data_1052752_0000950170-24-015982.txt,2024,1,10-K,item_1a_risk_factors,1052752,2,expansion_2024_batch_04,076f465ad91b2ef9,active_2021_2024,20,0.0,[],,12,Other,unknown,medium,TRUE,quarter_round_robin,Irrelevant,high,Generic risk disclosure about AI's impact on business; no firm-specific current capability or offering.,gpt-5-mini,2026-03-14T17:22:03.417923+00:00,892d59a1e6833e4ba8935761328326dad95d7b539fe1f7acf9557e8b8846bd39
labeling_batch_v3,a5b5f3d984e0b551,20260312,quarter_diversity_fill,c7451565a7c42e34,4469609d61ff4969,"In addition, we expect that there will continue to be new laws or regulations implemented concerning the use of AI.",in addition we expect that there will continue to be new laws or regulations implemented concerning the use of ai,Irrelevant,,,2024/QTR1/20240216_10-K_edgar_data_1005757_0000950170-24-016286.txt,2024,1,10-K,item_1a_risk_factors,1005757,11,expansion_2024_batch_01,905bba4e6dff169e,active_2021_2024,20,0.0,[],,12,Other,unknown,medium,TRUE,quarter_round_robin,Irrelevant,high,"Generic risk/regulatory statement about future laws, no firm-specific present capability or investment disclosed.",gpt-5-mini,2026-03-14T17:22:04.772343+00:00,bc2bcd2971578e115a692885d737545f33fe01cc6643ca213fa2f8cacc5ab863
labeling_batch_v3,7d4fe00db09ac9b0,20260312,quarter_diversity_fill,8cb86384a20b0e71,b79d11bdd08d854f,"While it is not possible at this point to accurately identify or predict all of the risks related to the use of AI technologies, our failure to properly anticipate and timely respond to AI-related developments could adversely affect our business, financial condition, and results of operations.",while it is not possible at this point to accurately identify or predict all of the risks related to the use of ai technologies our failure to properly anticipate and timely respond to ai related developments could adversely affect our business financial condition and results of operations,Irrelevant,,,2024/QTR1/20240216_10-K_edgar_data_103145_0001558370-24-001289.txt,2024,1,10-K,item_1a_risk_factors,103145,5,expansion_2024_batch_02,c43e8f5344078c81,active_2021_2024,46,0.0,[],,12,Other,unknown,long,TRUE,quarter_round_robin,Irrelevant,high,Generic risk disclosure about AI impacts—no firm-specific present capability or offering stated.,gpt-5-mini,2026-03-14T17:22:06.988460+00:00,dad3fdd32a5dce39b4a081a4574f3f30bcd5a9c60af66e1c01e21126a4532962
labeling_batch_v3,af4b252b6098243c,20260312,quarter_diversity_fill,5ce92083d8f8acc2,dba277ffb57b7444,"We use, and may continue to expand our use of, machine learning and artificial intelligence AI technologies to deliver our services and operate our business.",we use and may continue to expand our use of machine learning and artificial intelligence ai technologies to deliver our services and operate our business,Actionable,,,2024/QTR1/20240216_10-K_edgar_data_1043277_0001043277-24-000011.txt,2024,1,10-K,other,1043277,3,expansion_2024_batch_03,b762a666192b8aa3,active_2021_2024,25,0.0,[],,12,Other,unknown,long,TRUE,quarter_round_robin,Actionable,high,Firm states current use of AI technologies to deliver services and operate business.,gpt-5-mini,2026-03-14T17:22:09.211506+00:00,bc26270c180b17321928d2fd24f74ba05b23ae1af326ddd7316cadca1b1a8b19
labeling_batch_v3,e51186eb0be000d3,20260312,quarter_diversity_fill,d215dee5d04eec62,2718eb1f5a1d219b,"The increased prevalence and sophistication of Artificial Intelligence (AI) tools, such as AI-enabled malware, could increase the risks of cyber-attacks to our systems and to those of our third-party service providers.",the increased prevalence and sophistication of artificial intelligence ai tools such as ai enabled malware could increase the risks of cyber attacks to our systems and to those of our third party service providers,Irrelevant,,,2024/QTR1/20240216_10-K_edgar_data_106535_0000950170-24-016434.txt,2024,1,10-K,other,106535,2,expansion_2024_batch_04,1b9d98ad25812a2c,active_2021_2024,31,0.0,[],,12,Other,unknown,long,TRUE,quarter_round_robin,Irrelevant,high,"Generic risk disclosure about AI threats, not a firm-specific capability or offering.",gpt-5-mini,2026-03-14T17:22:10.688422+00:00,f4df98e2fd2f9f55cf9299a7a7f1da5bb5a1af05e8e280b1341e9028de6af4be
labeling_batch_v3,52a5eb6ba5557f21,20260312,quarter_diversity_fill,c03745e81ec98a48,37b3cbd35aaa820b,"Moreover, generative AI or machine learning models may create incomplete, inaccurate, or otherwise flawed outputs, some of which may appear correct.",moreover generative ai or machine learning models may create incomplete inaccurate or otherwise flawed outputs some of which may appear correct,Irrelevant,,,2024/QTR1/20240216_10-K_edgar_data_1066247_0000950170-24-016260.txt,2024,1,10-K,other,1066247,6,expansion_2024_batch_04,d479de2de5939312,active_2021_2024,21,0.0,[],,12,Other,unknown,medium,TRUE,quarter_round_robin,Irrelevant,high,"Generic risk disclosure about AI outputs, no firm-specific capability or claim.",gpt-5-mini,2026-03-14T17:22:12.453662+00:00,dc7eea78154e1b2ce80383efe7a5675b7641ec539268df9fd34acddbb7a84261
labeling_batch_v3,9124542ed48bb0a6,20260312,quarter_diversity_fill,89b750c6a4e15ede,1a9800465e806a07,"The rapid evolution and increased adoption of artificial intelligence technologies may also heighten our cybersecurity risks by making cyber-attacks more difficult to detect, contain, and mitigate.",the rapid evolution and increased adoption of artificial intelligence technologies may also heighten our cybersecurity risks by making cyber attacks more difficult to detect contain and mitigate,Irrelevant,,,2024/QTR1/20240220_10-K_edgar_data_1041061_0001041061-24-000011.txt,2024,1,10-K,other,1041061,1,expansion_2024_batch_03,3df216ab0ea6e05f,active_2021_2024,26,0.0,[],,12,Other,unknown,long,TRUE,quarter_round_robin,Irrelevant,high,"Generic risk disclosure about AI-related cybersecurity exposure, not a firm-specific capability claim.",gpt-5-mini,2026-03-14T17:22:13.925995+00:00,87c62edb0dd30691553760335a4ad8dad031e25df76079e94a13835aa120c993
labeling_batch_v3,9686ae31e10fa05f,20260312,quarter_diversity_fill,b8d76ca9d60104cd,e71731776b7bca8b,"The sophistication of cybersecurity threats, including those leveraging AI, continues to increase, and the controls and preventative actions we take to reduce the risk of cybersecurity incidents and protect our systems, including the regular testing of our cybersecurity incident response plan, may be insufficient.",the sophistication of cybersecurity threats including those leveraging ai continues to increase and the controls and preventative actions we take to reduce the risk of cybersecurity incidents and protect our systems including the regular testing of our cybersecurity incident response plan may be insufficient,Irrelevant,,,2024/QTR1/20240220_10-K_edgar_data_1042773_0001130310-24-000010.txt,2024,1,10-K,item_1a_risk_factors,1042773,3,expansion_2024_batch_03,ec79eafd06ddebde,active_2021_2024,44,0.0,[],,12,Other,unknown,long,TRUE,quarter_round_robin,Irrelevant,high,Risk-disclosure about AI-enabled threats and controls; no firm-specific present capability or offering claimed.,gpt-5-mini,2026-03-14T17:22:15.379735+00:00,2fb1649effbd965eb4b7b0dc467468ed4526d8e201dfe8607896da30cfbd047b
labeling_batch_v3,ff934a4292cf43d9,20260312,quarter_diversity_fill,6dfff7cd99ed88c1,9168a6cc964d33a7,"Issues relating to the responsible use of our technologies, including AI, may result in reputational or financial harm and liability.",issues relating to the responsible use of our technologies including ai may result in reputational or financial harm and liability,Irrelevant,,,2024/QTR1/20240221_10-K_edgar_data_1045810_0001045810-24-000029.txt,2024,1,10-K,other,1045810,57,expansion_2024_batch_03,d6a7ac73fa649935,active_2021_2024,20,0.0,[],,12,Other,unknown,medium,TRUE,quarter_round_robin,Irrelevant,high,"Generic risk disclosure about AI harms, no firm-specific present/past capability or offering.",gpt-5-mini,2026-03-14T17:22:16.794061+00:00,bdb56b034f4a8df137bb7e1428f33b39a151fba6788c883bee62b041bba79009
labeling_batch_v3,167ca75892af9cc3,20260312,quarter_diversity_fill,73f0ad3c3d0025fe,a40ce81097a65ce5,Three of our dealership subsidiaries actively contribute to the AI Pension Plan under collective bargaining agreements with the IAM.,three of our dealership subsidiaries actively contribute to the ai pension plan under collective bargaining agreements with the iam,Actionable,,,2024/QTR1/20240222_10-K_edgar_data_1043509_0001043509-24-000022.txt,2024,1,10-K,other,1043509,3,expansion_2024_batch_03,9a6881ad2f3840a9,active_2021_2024,19,0.0,[],,12,Other,unknown,medium,TRUE,quarter_round_robin,Actionable,high,States present factual involvement by firm subsidiaries in an AI Pension Plan under agreements.,gpt-5-mini,2026-03-14T17:22:18.284446+00:00,71f442d6b8eb6286184518f34a2bd52a22cec5964b658f9242d7c31d9a702fca
labeling_batch_v3,bf2136aa994a1776,20260312,quarter_diversity_fill,0ccc9d39cf23cb67,eeacad8727b378ab,"AFG may also utilize AI to assist with modeled outputs and related analyses, the results of which may be unintentionally deficient, inaccurate or misleading.",afg may also utilize ai to assist with modeled outputs and related analyses the results of which may be unintentionally deficient inaccurate or misleading,Irrelevant,,,2024/QTR1/20240223_10-K_edgar_data_1042046_0001042046-24-000009.txt,2024,1,10-K,other,1042046,5,expansion_2024_batch_03,11452f76151c1227,active_2021_2024,24,0.0,[],,12,Other,unknown,medium,TRUE,quarter_round_robin,Irrelevant,high,"Primarily a risk disclosure about potential deficiencies from AI use, not a firm capability claim.",gpt-5-mini,2026-03-14T17:22:19.867877+00:00,ab6b79631ceb74873d6ce6593c4af4f42d62f7e41c6d70e48c27650f4c6cf93f
labeling_batch_v3,6d613517920a4894,20260312,quarter_diversity_fill,8958039040583169,3f800eff75241d1a,"The Company is building and expects to use systems and tools that incorporate AI-based technologies, including generative AI, for its customers and workforce.",the company is building and expects to use systems and tools that incorporate ai based technologies including generative ai for its customers and workforce,Speculative,,,2024/QTR1/20240223_10-K_edgar_data_104889_0000104889-24-000010.txt,2024,1,10-K,other,104889,10,expansion_2024_batch_03,a45e1d49d5c6127a,active_2021_2024,23,0.0,[],,12,Other,unknown,medium,TRUE,quarter_round_robin,Speculative,high,"Describes intention/expectation to build and use AI tools, not a stated present/past implemented capability.",gpt-5-mini,2026-03-14T17:22:21.396866+00:00,4bdc5a8be9a3d173b6903c9e178ce83fc28a049de94591e043239c796dce2e7b
