batch_id,batch_row_id,sampling_seed,selection_reason,sentence_id,sentence_text_id,sentence,sentence_norm,source_file,source_year,source_quarter,source_form,source_cik,sentence_index,manifest_id,manifest_row_id,source_window_id,token_count,fragment_score,integrity_flags,sic,ff12_code,ff12_name,industry_metadata_source,length_bin,edge_case_flag,filing_selection_reason,original_sentence,original_sentence_index,prior_manual_label,prior_assistive_label,source_section,match_status,match_score,candidate_sentence_index,prelabel_eligible,skip_reason,assistive_label,assistive_confidence,assistive_rationale,assistive_model,assistive_generated_at,assistive_prompt_hash,label,is_uncertain,uncertainty_note,source_input_path,label_source,assistive_present
labeling_batch_v3,0f45ef60ef27e26a,20260312,quarter_diversity_fill,b2aa133e99708d1f,73f25b835f983207,"Further, we expect that the breadth and complexity of our information and technology systems and infrastructure will increase as we expand our product offerings to utilize and generate data analytics and potentially artificial intelligence (which create emerging enterprise risks, including but not limited to cybersecurity, monitoring, and oversight).",further we expect that the breadth and complexity of our information and technology systems and infrastructure will increase as we expand our product offerings to utilize and generate data analytics and potentially artificial intelligence which create emerging enterprise risks including but not limited to cybersecurity monitoring and oversight,2024/QTR1/20240208_10-K_edgar_data_10456_0001628280-24-003932.txt,2024,1,10-K,10456,1,expansion_2024_batch_03,a35a5742c5bd386f,active_2021_2024,48,0.0,[],,12,Other,unknown,long,True,quarter_round_robin,,,,,other,,,,,,Speculative,high,"Describes intended expansion to utilize/generate AI and analytics — forward-looking, not a present factual claim.",gpt-5-mini,2026-03-14T17:21:43.226342+00:00,4216d251e781f4a9835e3ead2b855154a0c1af4890bbd244d52f17b7c8b23379,Speculative,0,,data/labels/v1/labeling_batch_v3_filled.csv,human_verified,True
labeling_batch_v2,057bcae2029a93ad,20260311,quarter_diversity_fill,443e08880e8e2f62,1f25c0c05eb0edbc,The rapid evolution and increased adoption of artificial intelligence technologies may intensify our cybersecurity risks.,the rapid evolution and increased adoption of artificial intelligence technologies may intensify our cybersecurity risks,2024/QTR1/20240208_10-K_edgar_data_1058090_0001562762-24-000023.txt,2024,1,10-K,1058090,1,expansion_2024_batch_04,20ec983a2c89f00a,active_2021_2024,15,0.0,[],,12,Other,unknown,medium,True,quarter_round_robin,,,,,item_1_business,,,,,,Irrelevant,high,"Generic risk disclosure about AI-related cybersecurity exposure, not a firm-specific capability claim.",gpt-5-mini,2026-03-14T02:00:42.077695+00:00,c03a172e03728966e05ee239982866fbd11be03d903ce0be0a7083eebeb0eafb,Irrelevant,0,,data/labels/v1/labeling_batch_v2_filled.csv,human_verified,True
labeling_batch_v1,d0f39f7556a3374a,20260306,quarter_diversity_fill,de0db4e35d53c11e,fa849ce60b68f07c,"Furthermore, the nature and sophistication of cyber-attacks continues to evolve as cyber-attackers use Artificial Intelligence to develop malicious code and sophisticated phishing attempts and other attacks on operational control systems and data.",furthermore the nature and sophistication of cyber attacks continues to evolve as cyber attackers use artificial intelligence to develop malicious code and sophisticated phishing attempts and other attacks on operational control systems and data,2024/QTR1/20240209_10-K_edgar_data_100122_0000100122-24-000002.txt,2024,1,10-K,100122,1,pilot_2024_10k_v1,bf9c1d0c591b391b,active_2021_2024,32,0.0,[],,12,Other,unknown,long,False,quarter_fill,"Furthermore, the nature and sophistication of cyber-attacks continues to evolve as cyber-attackers use Artificial Intelligence to develop malicious code and sophisticated phishing attempts and other attacks on operational control systems and data.",1.0,,,item_1a_risk_factors,exact,1.0,1.0,True,,Irrelevant,high,Generic cyber-risk statement about attackers using AI; no firm-specific capability or offering disclosed.,gpt-5-mini,2026-03-13T00:08:04.736350+00:00,9de7a6989d89eedbe0d7eb749f467f5a23748f000fb17cc28eedb0372574a55b,Irrelevant,0,,data/labels/v1/labeling_batch_v1_filled_v2_4.csv,human_verified,True
labeling_batch_v3,6bb974605309852e,20260312,quarter_diversity_fill,1865d7b077c10275,fe1bd8c1035f614d,"The risk of a security breach or disruption, particularly through cyber attack or cyber intrusion, including by computer hackers, foreign governments and cyber terrorists, has generally increased as the number, intensity and sophistication of attempted attacks and intrusions from around the world have increased, especially given the use of more advanced hacking tools and techniques and use of artificial intelligence.",the risk of a security breach or disruption particularly through cyber attack or cyber intrusion including by computer hackers foreign governments and cyber terrorists has generally increased as the number intensity and sophistication of attempted attacks and intrusions from around the world have increased especially given the use of more advanced hacking tools and techniques and use of artificial intelligence,2024/QTR1/20240209_10-K_edgar_data_1025996_0001025996-24-000094.txt,2024,1,10-K,1025996,1,expansion_2024_batch_02,2d7dbeed170a3173,active_2021_2024,60,0.0,[],,12,Other,unknown,long,True,quarter_round_robin,,,,,other,,,,,,Irrelevant,high,"Generic risk disclosure about AI-enabled attacks, not a firm capability claim.",gpt-5-mini,2026-03-14T17:21:44.882701+00:00,590fb1f4e07e9cdd1e9ac1ef4087c530d9e42b0d1c2d890f1f650788963b9537,Irrelevant,0,,data/labels/v1/labeling_batch_v3_filled.csv,human_verified,True
labeling_batch_v2,c833783c2d76b866,20260311,quarter_diversity_fill,d84aa0479094bd28,6dbff0319e746886,"Further, if we fail to adopt these new technologies, we may face price pressure from competitors using lower-cost AI systems.",further if we fail to adopt these new technologies we may face price pressure from competitors using lower cost ai systems,2024/QTR1/20240209_10-K_edgar_data_1037646_0001037646-24-000007.txt,2024,1,10-K,1037646,4,expansion_2024_batch_03,9a8a11e606d1f24e,active_2021_2024,20,0.0,[],,12,Other,unknown,medium,True,quarter_round_robin,,,,,other,,,,,,Irrelevant,high,"Primary function is risk disclosure about competitor use, not stating firm's current AI capability.",gpt-5-mini,2026-03-14T02:00:43.648651+00:00,d223292da799c652b928d9559dd5fda2f8510a5ae66427eda0309777ae74addf,Irrelevant,0,,data/labels/v1/labeling_batch_v2_filled.csv,human_verified,True
labeling_batch_v3,8090b84ef800c8c3,20260312,quarter_diversity_fill,64e328cfc66a53da,54bfd27f31f9e206,"The risk of a security breach or disruption, particularly through cyber attack, including by computer hackers, foreign governments and cyber terrorists, has generally increased as the number, intensity and sophistication of attempted attacks from around the world have increased, including through the use of artificial intelligence.",the risk of a security breach or disruption particularly through cyber attack including by computer hackers foreign governments and cyber terrorists has generally increased as the number intensity and sophistication of attempted attacks from around the world have increased including through the use of artificial intelligence,2024/QTR1/20240212_10-K_edgar_data_1040765_0000899689-24-000005.txt,2024,1,10-K,1040765,1,expansion_2024_batch_03,8e1027b4eed983b9,active_2021_2024,46,0.0,[],,12,Other,unknown,long,True,quarter_round_robin,,,,,other,,,,,,Irrelevant,high,Generic risk disclosure mentioning AI use; not a firm-specific capability or offering.,gpt-5-mini,2026-03-14T17:21:46.990387+00:00,6e989b27ee0ef78d4d8e37cc462546b4b514dd57e9d193b679d036ecffbbf0c9,Irrelevant,0,,data/labels/v1/labeling_batch_v3_filled.csv,human_verified,True
labeling_batch_v3,bb25ab87f367ec5a,20260312,quarter_diversity_fill,e0a4a15627a228b0,17d3c0366fab7870,"For example, as artificial intelligence continues to evolve, cyber-attackers could use artificial intelligence to develop malicious code, denial-of-service attacks, sophisticated phishing attempts and other attacks leading to data loss, loss of operational control, or exploitation of inherent vulnerabilities.",for example as artificial intelligence continues to evolve cyber attackers could use artificial intelligence to develop malicious code denial of service attacks sophisticated phishing attempts and other attacks leading to data loss loss of operational control or exploitation of inherent vulnerabilities,2024/QTR1/20240213_10-K_edgar_data_1031296_0001031296-24-000008.txt,2024,1,10-K,1031296,1,expansion_2024_batch_02,ede56331e3ff734d,active_2021_2024,38,0.0,[],,12,Other,unknown,long,True,quarter_round_robin,,,,,other,,,,,,Irrelevant,high,"Generic cyber-risk statement about AI threats, not a firm-specific capability or offering.",gpt-5-mini,2026-03-14T17:21:48.469120+00:00,55210e123c3bb1f8a1d5437438d7ecf069f8be392e2484f9a4d2f7a6a67859e9,Irrelevant,0,,data/labels/v1/labeling_batch_v3_filled.csv,human_verified,True
labeling_batch_v3,7f7c4ca2cd80f85a,20260312,quarter_diversity_fill,b290e20b38835786,7d28c90834f5a057,"To grow our business, we intend to: Increase market share by developing and delivering a low-code platform for workflow automation and AI-powered decisioning for buyers in marketing, sales, service, operations, and IT that can work together seamlessly with maximum competitive differentiation; Deepen and expand our relationships with existing clients; Establish relationships with new clients; and Continue to scale our marketing efforts to support how today's buyers discover, evaluate, and choose products and services.",to grow our business we intend to increase market share by developing and delivering a low code platform for workflow automation and ai powered decisioning for buyers in marketing sales service operations and it that can work together seamlessly with maximum competitive differentiation deepen and expand our relationships with existing clients establish relationships with new clients and continue to scale our marketing efforts to support how today s buyers discover evaluate and choose products and services,2024/QTR1/20240214_10-K_edgar_data_1013857_0001013857-24-000012.txt,2024,1,10-K,1013857,3,expansion_2024_batch_02,0f96d8607a9c620d,active_2021_2024,73,0.0,[],,12,Other,unknown,long,True,quarter_round_robin,,,,,other,,,,,,Speculative,high,"Describes intended future actions and aspirations, not a present/past factual claim of capability.",gpt-5-mini,2026-03-14T17:21:49.746412+00:00,731a3ace992f032a6de4685436001a92ca9b5315521005fa8ad78a19b95009e0,Speculative,0,,data/labels/v1/labeling_batch_v3_filled.csv,human_verified,True
labeling_batch_v1,1edf449cbc0420a1,20260306,quarter_ff12_round_robin,1904b80dd2fe1a57,9bb88d04367f2ec4,"We may not be able to sufficiently mitigate or detect any of the foregoing limitations or risks given the lack of experience with using AI/ML methods in our business, the pace of technological change, and rapid adoption of AI/ML by our business partners and competitors.",we may not be able to sufficiently mitigate or detect any of the foregoing limitations or risks given the lack of experience with using ai ml methods in our business the pace of technological change and rapid adoption of ai ml by our business partners and competitors,2024/QTR1/20240214_10-K_edgar_data_1026214_0001026214-24-000025.txt,2024,1,10-K,1026214,12,pilot_2024_10k_v1,b0e0b6d2a20d343e,active_2021_2024,54,0.0,[],6111.0,11,Money,controls_by_firm_year,long,True,quarter_ff12_round_robin,"We may not be able to sufficiently mitigate or detect any of the foregoing limitations or risks given the lack of experience with using AI/ML methods in our business, the pace of FREDDIE MAC | 2023 Form 10-K 128 Risk Factors technological change, and rapid adoption of AI/ML by our business partners and competitors.",12.0,,,other,exact,1.0,12.0,True,,Irrelevant,high,Primarily a risk disclosure about lack of experience and mitigation limits.,gpt-5-mini,2026-03-13T00:08:07.920593+00:00,442943388444c57085fafcbd596303c5857578c65d5901a7e6c89761f80670f9,Irrelevant,0,,data/labels/v1/labeling_batch_v1_filled_v2_4.csv,human_verified,True
labeling_batch_v2,76e8fb7950b162a1,20260311,quarter_ff12_round_robin,816a6659cda5c994,802edcced86eec64,"We may not be able to sufficiently mitigate or detect any of the foregoing limitations or risks given the lack of experience with using AI/ML methods in our business, the pace of technological change, and rapid adoption of AI/ML by our business partners and competitors.",we may not be able to sufficiently mitigate or detect any of the foregoing limitations or risks given the lack of experience with using ai ml methods in our business the pace of technological change and rapid adoption of ai ml by our business partners and competitors,2024/QTR1/20240214_10-K_edgar_data_1026214_0001026214-24-000025.txt,2024,1,10-K,1026214,12,expansion_2024_batch_01,dd09f96c6ebb8080,active_2021_2024,45,0.0,[],6111.0,11,Money,controls_by_firm_year,long,True,quarter_round_robin,,,,,other,,,,,,Irrelevant,high,"Primarily discloses risk and lack of experience—generic risk language, not a firm capability claim.",gpt-5-mini,2026-03-14T02:00:45.140544+00:00,442943388444c57085fafcbd596303c5857578c65d5901a7e6c89761f80670f9,Irrelevant,0,,data/labels/v1/labeling_batch_v2_filled.csv,human_verified,True
labeling_batch_v2,b2d5799fe20cdc5a,20260311,quarter_diversity_fill,b855ae56bcdb0059,c16cf453ae238aab,The rapid evolution and increased adoption of artificial intelligence technologies may intensify our cyber security risks.,the rapid evolution and increased adoption of artificial intelligence technologies may intensify our cyber security risks,2024/QTR1/20240214_10-K_edgar_data_1054905_0000950170-24-014960.txt,2024,1,10-K,1054905,1,expansion_2024_batch_04,c4e42cb84e766ab7,active_2021_2024,16,0.0,[],,12,Other,unknown,medium,True,quarter_round_robin,,,,,other,,,,,,Irrelevant,high,"Generic risk disclosure about AI-related cybersecurity exposure, no firm-specific capability or claim.",gpt-5-mini,2026-03-14T02:00:46.431021+00:00,c603ead80eda14645dc276306d0568f15b95b8bf5219b35d28ddcfdeeeb593c5,Irrelevant,0,,data/labels/v1/labeling_batch_v2_filled.csv,human_verified,True
labeling_batch_v3,d02cae415472feb7,20260312,quarter_diversity_fill,2dd7541f713813b1,cd515a4a2c7b5d69,Artificial intelligence capabilities may be used to identify vulnerabilities and craft increasingly sophisticated cyber security attacks.,artificial intelligence capabilities may be used to identify vulnerabilities and craft increasingly sophisticated cyber security attacks,2024/QTR1/20240214_10-K_edgar_data_1054905_0000950170-24-014960.txt,2024,1,10-K,1054905,3,expansion_2024_batch_04,c4e42cb84e766ab7,active_2021_2024,16,0.0,[],,12,Other,unknown,medium,True,quarter_round_robin,,,,,other,,,,,,Irrelevant,high,"Generic risk disclosure about AI-enabled attacks, no firm-specific present capability or offering.",gpt-5-mini,2026-03-14T17:21:51.246211+00:00,d8b133ea7b7558f316b59f72c453b9ce40f0a472841c774f5e0518c2b9c538b5,Irrelevant,0,,data/labels/v1/labeling_batch_v3_filled.csv,human_verified,True
labeling_batch_v2,ab5340079fe636c4,20260311,quarter_diversity_fill,6e4b0f9f9c1898d9,9988fdaae6c86d7e,"Our use of AI technologies may not be successful and may present business, financial, legal, and reputational risks.",our use of ai technologies may not be successful and may present business financial legal and reputational risks,2024/QTR1/20240214_10-K_edgar_data_1058290_0001058290-24-000017.txt,2024,1,10-K,1058290,14,expansion_2024_batch_04,398bb599b55b43c3,active_2021_2024,18,0.0,[],,12,Other,unknown,medium,True,quarter_round_robin,,,,,other,,,,,,Irrelevant,high,"Generic risk disclosure about AI use, no firm-specific present capability or offering disclosed.",gpt-5-mini,2026-03-14T02:00:47.870363+00:00,c826b13b02e7fe1b48090eb855a907c99cb849deb9636bfcbda0d1ee37de5df3,Irrelevant,0,,data/labels/v1/labeling_batch_v2_filled.csv,human_verified,True
labeling_batch_v3,1e99089eb82a4865,20260312,quarter_diversity_fill,4d43c28233006e17,2f17a29c9566ecff,"As with many innovations, AI presents risks and challenges that could adversely impact our business.",as with many innovations ai presents risks and challenges that could adversely impact our business,2024/QTR1/20240214_10-K_edgar_data_1058290_0001058290-24-000017.txt,2024,1,10-K,1058290,16,expansion_2024_batch_04,398bb599b55b43c3,active_2021_2024,15,0.0,[],,12,Other,unknown,medium,True,quarter_round_robin,,,,,other,,,,,,Irrelevant,high,"Generic risk disclosure about AI impact, no firm-specific present capability or offering disclosed.",gpt-5-mini,2026-03-14T17:21:53.349450+00:00,84dd660086a2dee7a6aae4412d16f11d93e3d40e3ad3f37876a2886d0bcc478e,Irrelevant,0,,data/labels/v1/labeling_batch_v3_filled.csv,human_verified,True
labeling_batch_v3,c87aed1a31aeb6a7,20260312,quarter_diversity_fill,a616a0e692c73b63,471051070019ebd1,"Illustrative examples include: Enhancements to ratings quality and product extensions Investments that extend ownership and participation in joint ventures and strategic alliances Expansion in emerging markets New products, services, content and technology capabilities, including Gen AI, to meet customer demands Selective bolt-on acquisitions that accelerate the ability to scale and grow Moody's businesses In this era of exponential risk, we know that risks are interconnected, and organizations want a complete view of risk.",illustrative examples include enhancements to ratings quality and product extensions investments that extend ownership and participation in joint ventures and strategic alliances expansion in emerging markets new products services content and technology capabilities including gen ai to meet customer demands selective bolt on acquisitions that accelerate the ability to scale and grow moody s businesses in this era of exponential risk we know that risks are interconnected and organizations want a complete view of risk,2024/QTR1/20240214_10-K_edgar_data_1059556_0001059556-24-000017.txt,2024,1,10-K,1059556,2,expansion_2024_batch_04,8789f669d53db57b,active_2021_2024,73,0.0,[],,12,Other,unknown,long,True,quarter_round_robin,,,,,other,,,,,,Speculative,high,Describes intended/aspirational initiatives (including Gen AI) without stating current implementations or investments.,gpt-5-mini,2026-03-14T17:21:54.703851+00:00,c20dea767230409378d043972b2f6edca4a48c28c9f871cb2ee0eb60f5d49526,Speculative,0,,data/labels/v1/labeling_batch_v3_filled.csv,human_verified,True
labeling_batch_v2,b2bfee5fc882f15c,20260311,quarter_diversity_fill,f4349648ca8256c9,07ad4a97649a79e4,Future regulations could also affect products and services the Company offers that incorporate or are based on artificial intelligence technologies.,future regulations could also affect products and services the company offers that incorporate or are based on artificial intelligence technologies,2024/QTR1/20240214_10-K_edgar_data_1059556_0001059556-24-000017.txt,2024,1,10-K,1059556,8,expansion_2024_batch_04,8789f669d53db57b,active_2021_2024,20,0.0,[],,12,Other,unknown,medium,True,quarter_round_robin,,,,,other,,,,,,Irrelevant,high,"Generic risk disclosure about potential future regulation, not a present factual AI capability claim.",gpt-5-mini,2026-03-14T02:00:49.205315+00:00,ccb8a6ca460088c21a1aaac042bb9b2e72da1b1eff15d7df3e4e51266f2d5384,Irrelevant,0,,data/labels/v1/labeling_batch_v2_filled.csv,human_verified,True
