batch_id,batch_row_id,sampling_seed,selection_reason,sentence_id,sentence_text_id,sentence,sentence_norm,label,is_uncertain,uncertainty_note,source_file,source_year,source_quarter,source_form,source_section,source_cik,sentence_index,manifest_id,manifest_row_id,source_window_id,token_count,fragment_score,integrity_flags,sic,ff12_code,ff12_name,industry_metadata_source,length_bin,edge_case_flag,filing_selection_reason
labeling_batch_v2,7aaa1702deefcc7f,20260311,quarter_diversity_fill,ca8d4a2bebdcd939,524dbfeb9d0b7445,"These techniques include using artificial intelligence (AI), including generative AI to enhance their attacks, which may increase our cybersecurity risk.",these techniques include using artificial intelligence ai including generative ai to enhance their attacks which may increase our cybersecurity risk,,,,2024/QTR1/20240223_10-K_edgar_data_104889_0000104889-24-000010.txt,2024,1,10-K,other,104889,6,expansion_2024_batch_03,a45e1d49d5c6127a,active_2021_2024,20,0.0,[],,12,Other,unknown,medium,True,quarter_round_robin
labeling_batch_v2,98144931925cc5c2,20260311,quarter_diversity_fill,0fbfa43178b2f6c3,4018d603048cb0b7,"The World Economic Forum defines the Fourth Industrial Revolution as the wave of change being driven through advances in technology, data and artificial intelligence.",the world economic forum defines the fourth industrial revolution as the wave of change being driven through advances in technology data and artificial intelligence,,,,2024/QTR1/20240227_10-K_edgar_data_1037976_0001037976-24-000010.txt,2024,1,10-K,other,1037976,3,expansion_2024_batch_03,a74370fd2abce957,active_2021_2024,24,0.0,[],,12,Other,unknown,medium,True,quarter_round_robin
labeling_batch_v2,6aef104cab9722f5,20260311,quarter_diversity_fill,cf0fc8fad581076e,068ff2003477fd31,"We are building and expect to use systems and tools that incorporate AI-based technologies, including generative AI, for customers and our workforce.",we are building and expect to use systems and tools that incorporate ai based technologies including generative ai for customers and our workforce,,,,2024/QTR1/20240227_10-K_edgar_data_1069183_0001069183-24-000006.txt,2024,1,10-K,item_1a_risk_factors,1069183,5,expansion_2024_batch_04,55af0347037f4eb2,active_2021_2024,22,0.0,[],,12,Other,unknown,medium,True,quarter_round_robin
labeling_batch_v2,758187023c856090,20260311,quarter_diversity_fill,86b5f21d047094ef,f651dc14bae8302c,"These AI-related initiatives, whether successful or not, could cause us to incur substantial costs.",these ai related initiatives whether successful or not could cause us to incur substantial costs,,,,2024/QTR1/20240228_10-K_edgar_data_105319_0000950170-24-022144.txt,2024,1,10-K,other,105319,9,expansion_2024_batch_04,0909a48a805abf7c,active_2021_2024,14,0.0,[],,12,Other,unknown,medium,True,quarter_round_robin
labeling_batch_v2,9c75457d0cbb9bf0,20260311,quarter_diversity_fill,f0b1e050b3f1aa1a,03223b1ef56651c6,"Further, any adoption of artificial intelligence by us or by third parties may pose new security challenges.",further any adoption of artificial intelligence by us or by third parties may pose new security challenges,,,,2024/QTR1/20240228_10-K_edgar_data_1061937_0001070750-24-000081.txt,2024,1,10-K,item_1a_risk_factors,1061937,2,expansion_2024_batch_04,8ba4d59c67deacd7,active_2021_2024,17,0.0,[],,12,Other,unknown,medium,True,quarter_round_robin
labeling_batch_v2,64fb92adb52e0b4f,20260311,quarter_diversity_fill,d45aad6a9beb03d3,3e23594e32c5b269,Governments have passed and are likely to pass additional laws regulating generative AI.,governments have passed and are likely to pass additional laws regulating generative ai,,,,2024/QTR1/20240228_10-K_edgar_data_1070494_0000950170-24-021473.txt,2024,1,10-K,item_1a_risk_factors,1070494,2,expansion_2024_batch_04,80cd1b948d9cece2,active_2021_2024,13,0.0,[],,12,Other,unknown,medium,True,quarter_round_robin
labeling_batch_v2,f68c9a746db32cb5,20260311,quarter_diversity_fill,94a015de69bbc8fc,7b524209217f3813,"Deploying AI too rapidly without appropriate controls may result in poor client adoption, liability, and reputational damage.",deploying ai too rapidly without appropriate controls may result in poor client adoption liability and reputational damage,,,,2024/QTR1/20240229_10-K_edgar_data_1013880_0001558370-24-002207.txt,2024,1,10-K,item_1a_risk_factors,1013880,18,expansion_2024_batch_02,59ef05119449ecaf,active_2021_2024,17,0.0,[],,12,Other,unknown,medium,True,quarter_round_robin
labeling_batch_v2,90c592991dfa9c2c,20260311,quarter_diversity_fill,505035db6212f1bb,f96d5de847787b2f,Limited-risk AI systems are subject mainly to transparency requirements only and minimal-risk AI systems are not subject to obligations under the AI Act.,limited risk ai systems are subject mainly to transparency requirements only and minimal risk ai systems are not subject to obligations under the ai act,,,,2024/QTR1/20240305_10-K_edgar_data_1034842_0001558370-24-002475.txt,2024,1,10-K,other,1034842,5,expansion_2024_batch_02,5350b9f54a0359a4,active_2021_2024,23,0.0,[],,12,Other,unknown,medium,True,quarter_round_robin
labeling_batch_v2,0232c9ef24fd6041,20260311,quarter_diversity_fill,b17f20392c1ceffc,c5ad9c9cfdc77cb9,"Additionally, the rapid advancement of AI may give rise to additional cyber vulnerabilities.",additionally the rapid advancement of ai may give rise to additional cyber vulnerabilities,,,,2024/QTR1/20240306_10-K_edgar_data_1006837_0001006837-24-000023.txt,2024,1,10-K,item_1a_risk_factors,1006837,3,expansion_2024_batch_01,ab45d0e9148d0432,active_2021_2024,13,0.0,[],,12,Other,unknown,medium,True,quarter_round_robin
labeling_batch_v2,1ab0dd07a302f73b,20260311,quarter_diversity_fill,70e183990e9f1096,4d796eb67f479a13,"In addition, market acceptance of artificial intelligence and machine learning technologies is uncertain.",in addition market acceptance of artificial intelligence and machine learning technologies is uncertain,,,,2024/QTR1/20240307_10-K_edgar_data_1050377_0001558370-24-002727.txt,2024,1,10-K,other,1050377,14,expansion_2024_batch_03,b1736323e207e4c4,active_2021_2024,13,0.0,[],,12,Other,unknown,medium,True,quarter_round_robin
labeling_batch_v2,59d4c7d23ff4e994,20260311,quarter_diversity_fill,8c3a19f56f2c6757,8e7dde51b19d8ac0,We believe that market dynamics from empowered customers to the emergence of generative AI have fundamentally changed business and technology.,we believe that market dynamics from empowered customers to the emergence of generative ai have fundamentally changed business and technology,,,,2024/QTR1/20240308_10-K_edgar_data_1023313_0000950170-24-028381.txt,2024,1,10-K,other,1023313,1,expansion_2024_batch_02,0e0c85c3909fa191,active_2021_2024,20,0.0,[],,12,Other,unknown,medium,True,quarter_round_robin
labeling_batch_v2,45a198352b300fde,20260311,quarter_diversity_fill,d3191c9bf9af7e48,1dd08b2e9648953d,"Furthermore, the proliferation of AI may lead to the emergence of new market participants with innovative solutions that challenge our patents' validity or enforceability.",furthermore the proliferation of ai may lead to the emergence of new market participants with innovative solutions that challenge our patents validity or enforceability,,,,2024/QTR1/20240308_10-K_edgar_data_1065078_0001072613-24-000334.txt,2024,1,10-K,item_1a_risk_factors,1065078,5,expansion_2024_batch_04,088961c0f3ec77bc,active_2021_2024,24,0.0,[],,12,Other,unknown,medium,True,quarter_round_robin
labeling_batch_v2,e79dd742fb33cbad,20260311,quarter_diversity_fill,68689cc5fbe3ddef,7bc4a5937d2c0bdb,"Our competitors may also adopt AI or Generative AI more quickly or more effectively than we do, which could cause competitive harm.",our competitors may also adopt ai or generative ai more quickly or more effectively than we do which could cause competitive harm,,,,2024/QTR1/20240320_10-K_edgar_data_1038509_0001038509-24-000009.txt,2024,1,10-K,item_1a_risk_factors,1038509,5,expansion_2024_batch_03,1dff92d2205344ee,active_2021_2024,22,0.0,[],,12,Other,unknown,medium,True,quarter_round_robin
labeling_batch_v2,0164fb09101957a1,20260311,quarter_diversity_fill,4b89559f51d4b939,2db32b192a60f0fe,"Despite aggressive monetary policy tightening and geopolitical tensions, risk-on sentiment prevailed on optimistic soft-landing expectations and AI sector growth tailwinds.",despite aggressive monetary policy tightening and geopolitical tensions risk on sentiment prevailed on optimistic soft landing expectations and ai sector growth tailwinds,,,,2024/QTR1/20240322_10-K_edgar_data_1043951_0001140361-24-014821.txt,2024,1,10-K,other,1043951,2,expansion_2024_batch_03,2028aaa6023ac67a,active_2021_2024,20,0.0,[],,12,Other,unknown,medium,True,quarter_round_robin
labeling_batch_v2,f36dda5a226f77d0,20260311,quarter_diversity_fill,210a47757b1a11e0,af67fdf6bfbdb50f,The Company may adopt and integrate generative artificial intelligence tools into our systems for specific use cases reviewed by legal and information security.,the company may adopt and integrate generative artificial intelligence tools into our systems for specific use cases reviewed by legal and information security,,,,2024/QTR1/20240329_10-K_edgar_data_1053691_0001437749-24-010064.txt,2024,1,10-K,other,1053691,3,expansion_2024_batch_04,1d8fb5b9fd546638,active_2021_2024,23,0.0,[],,12,Other,unknown,medium,True,quarter_round_robin
labeling_batch_v2,76e8fb7950b162a1,20260311,quarter_ff12_round_robin,816a6659cda5c994,802edcced86eec64,"We may not be able to sufficiently mitigate or detect any of the foregoing limitations or risks given the lack of experience with using AI/ML methods in our business, the pace of technological change, and rapid adoption of AI/ML by our business partners and competitors.",we may not be able to sufficiently mitigate or detect any of the foregoing limitations or risks given the lack of experience with using ai ml methods in our business the pace of technological change and rapid adoption of ai ml by our business partners and competitors,,,,2024/QTR1/20240214_10-K_edgar_data_1026214_0001026214-24-000025.txt,2024,1,10-K,other,1026214,12,expansion_2024_batch_01,dd09f96c6ebb8080,active_2021_2024,45,0.0,[],6111.0,11,Money,controls_by_firm_year,long,True,quarter_round_robin
labeling_batch_v2,00430560f7ab0e51,20260311,quarter_diversity_fill,a6d99b92004dfe9c,e8346aef73585c3f,"In addition, the rapid evolution and increased adoption of artificial intelligence technologies may increase our cybersecurity risks, including generative artificial intelligence augmenting threat actors technological sophistication to enhance existing or create new malware.",in addition the rapid evolution and increased adoption of artificial intelligence technologies may increase our cybersecurity risks including generative artificial intelligence augmenting threat actors technological sophistication to enhance existing or create new malware,,,,2024/QTR2/20240401_10-K_edgar_data_1140215_0001493152-24-012505.txt,2024,2,10-K,other,1140215,1,expansion_2024_batch_02,ae9dc3c0e14465e3,active_2021_2024,33,0.0,[],,12,Other,unknown,long,True,quarter_round_robin
labeling_batch_v2,4f0b5b90a8028d28,20260311,quarter_diversity_fill,87308d0180b7765c,86f9a0d4bed14227,"In particular, we seek not only to deliver size recommendations but to provide a robust, end-to-end,artificial intelligence, or AI-driven platform that inspires consumer confidence and drives revenue growth by providing a superior consumer journey to both online and the brick and mortar stores.",in particular we seek not only to deliver size recommendations but to provide a robust end to end artificial intelligence or ai driven platform that inspires consumer confidence and drives revenue growth by providing a superior consumer journey to both online and the brick and mortar stores,,,,2024/QTR2/20240401_10-K_edgar_data_1211805_0001493152-24-012542.txt,2024,2,10-K,item_1_business,1211805,3,expansion_2024_batch_02,41857164fdbaa21c,active_2021_2024,43,0.0,[],,12,Other,unknown,long,True,quarter_round_robin
labeling_batch_v2,3033436864637f4d,20260311,quarter_diversity_fill,ea66cd6dbe3cda80,369ac9b3c89aaf3e,"Our leveraging of generative AI is an active approach and allows the understanding of interactions without a human needing to converse, type or interpret.",our leveraging of generative ai is an active approach and allows the understanding of interactions without a human needing to converse type or interpret,,,,2024/QTR2/20240401_10-K_edgar_data_1224133_0000950170-24-038807.txt,2024,2,10-K,other,1224133,5,expansion_2024_batch_02,593490af7a008c4e,active_2021_2024,24,0.0,[],,12,Other,unknown,medium,True,quarter_round_robin
labeling_batch_v2,5d8f6d63711bcf30,20260311,quarter_diversity_fill,1e0842ae3860f5f6,0bee4821e622dac1,The Aerodentis AI Cloud will also be used for ongoing analysis of patient data and management of a patient's treatment plan throughout the treatment.,the aerodentis ai cloud will also be used for ongoing analysis of patient data and management of a patient s treatment plan throughout the treatment,,,,2024/QTR2/20240401_10-K_edgar_data_1282980_0001213900-24-028793.txt,2024,2,10-K,other,1282980,9,expansion_2024_batch_02,9be45f97612cf6a8,active_2021_2024,24,0.0,[],,12,Other,unknown,medium,True,quarter_round_robin
labeling_batch_v2,28af718f2c357dcf,20260311,quarter_diversity_fill,34aca2a32b491539,e21e38543ba35133,"We use artificial intelligence in our products and services which may result in operational challenges, legal liability, reputational concerns and competitive risks.",we use artificial intelligence in our products and services which may result in operational challenges legal liability reputational concerns and competitive risks,,,,2024/QTR2/20240401_10-K_edgar_data_1351636_0000950170-24-039479.txt,2024,2,10-K,item_1_business,1351636,14,expansion_2024_batch_03,e66dd44d51c6954e,active_2021_2024,22,0.0,[],,12,Other,unknown,medium,True,quarter_round_robin
labeling_batch_v2,d3628df1c9ed4309,20260311,quarter_diversity_fill,753e9b6429d21007,e5e5ebd2980657d3,"The use of new and evolving technologies, such as artificial intelligence (AI), in our offerings may result in spending material resources and presents risks and challenges that can impact our business including by posing security and other risks to our confidential information, proprietary information and personal information, and as a result we may be exposed to reputational harm and liability.",the use of new and evolving technologies such as artificial intelligence ai in our offerings may result in spending material resources and presents risks and challenges that can impact our business including by posing security and other risks to our confidential information proprietary information and personal information and as a result we may be exposed to reputational harm and liability,,,,2024/QTR2/20240401_10-K_edgar_data_1374339_0001558370-24-004532.txt,2024,2,10-K,item_1a_risk_factors,1374339,3,expansion_2024_batch_03,6533051fd5b4672f,active_2021_2024,60,0.0,[],,12,Other,unknown,long,True,quarter_round_robin
labeling_batch_v2,fcac0e38490eea36,20260311,quarter_diversity_fill,12717cd42d89b3ab,dda5924fc65062e3,Licensing : The Company may license its proprietary NLP technology and architecture to other companies for a fee.,licensing the company may license its proprietary nlp technology and architecture to other companies for a fee,,,,2024/QTR2/20240401_10-K_edgar_data_1388295_0001493152-24-012247.txt,2024,2,10-K,item_7_mda,1388295,10,expansion_2024_batch_03,d5739f39af7e6c29,active_2021_2024,18,0.0,[],,12,Other,unknown,medium,True,quarter_round_robin
labeling_batch_v2,269d1a8a212963fb,20260311,quarter_diversity_fill,73c3f4fc52f00050,69eb837d516a5f07,"These may include new software applications or related services based on artificial intelligence, machine learning, or robotics.",these may include new software applications or related services based on artificial intelligence machine learning or robotics,,,,2024/QTR2/20240401_10-K_edgar_data_1396536_0001079973-24-000473.txt,2024,2,10-K,item_1a_risk_factors,1396536,14,expansion_2024_batch_03,a01d2e5622f58d14,active_2021_2024,17,0.0,[],,12,Other,unknown,medium,True,quarter_round_robin
labeling_batch_v2,9b6197b8ce04c898,20260311,quarter_diversity_fill,c7f6e5953d7ba87c,bbe66595593f82b4,"If the profile or behavior of applicants using any new products and services is different from that of those currently served by our existing products, our AI models may not be able to accurately evaluate the credit risk of such borrowers, and our bank partner and capital sources may in turn experience higher levels of delinquencies or defaults.",if the profile or behavior of applicants using any new products and services is different from that of those currently served by our existing products our ai models may not be able to accurately evaluate the credit risk of such borrowers and our bank partner and capital sources may in turn experience higher levels of delinquencies or defaults,,,,2024/QTR2/20240401_10-K_edgar_data_1397047_0001213900-24-028705.txt,2024,2,10-K,item_1a_risk_factors,1397047,2,expansion_2024_batch_03,18c638b7ebf20ebb,active_2021_2024,58,0.0,[],,12,Other,unknown,long,True,quarter_round_robin
