irr_item_id,sample_id,batch_row_id,sentence_id,sentence,source_cik,source_year,source_form,source_file,sentence_index,ff12_code,ff12_name,label,rater1_label,rater2_label,rater2_note
1c9251ea2f1e3274,3c7d2b750c420ba9,3c7d2b750c420ba9,8699dbc438962a53,"Web Security Engine, an AI-driven tool that makes decisions aided by advanced heuristics and 24 7 analysts; covers 82 threat categories, including web threats such as phishing, fraud.",1068689,2024,10-K,2024/QTR2/20240417_10-K_edgar_data_1068689_0001493152-24-014964.txt,1,12,Other,Actionable,Actionable,,
45bd86334b5a4e72,40bde3bec3a3f3b9,40bde3bec3a3f3b9,66956e3fc78f9b03,"We are in the early stages of implementing our plan for the construction and operation of clean-energy-powered data centers to lease to large enterprise information technology (IT) customers that are creating or addressing the growing demand for AI, Cloud and High-Performance Computing (HPC) digital services.",1174891,2024,10-K,2024/QTR2/20240409_10-K_edgar_data_1174891_0001493152-24-014061.txt,1,12,Other,Actionable,Actionable,,
060535d5cb5631a3,4144f4d0f5d5a037,4144f4d0f5d5a037,c4e09d07456063ba,"We continue to build and integrate AI into our offerings, and this innovation presents risks and challenges that could affect its adoption, and therefore our business.",1374339,2024,10-K,2024/QTR2/20240401_10-K_edgar_data_1374339_0001558370-24-004532.txt,4,12,Other,Actionable,Actionable,,
b11af48593430343,43c128dd72e6bdd6,43c128dd72e6bdd6,4185ab30055476bb,"For the residential home portfolio valuation, HouseCanary generated an estimated value for each individual home using its proprietary automated valuation models built to leverage machine learning algorithms and an extensive database that may include MLS information, county assessor records, mortgage and other public records, sales history for a subject property and its surrounding neighborhood, real estate market trends, and macro and local economic and housing data.",1452936,2024,10-K,2024/QTR2/20240401_10-K_edgar_data_1452936_0001452936-24-000035.txt,1,12,Other,Actionable,Actionable,,
e2ccdb6ff8c9cbbc,4a98a4e32ca195a3,4a98a4e32ca195a3,5a52a717d1e3d7b4,"The Hennessy Stance ESG ETF seeks long term growth of capital by combining environmental, social, and governance ESG and machine learning/artificial intelligence ML/AI in an ETF structure.",1145255,2024,10-K,2024/QTR4/20241211_10-K_edgar_data_1145255_0001437749-24-037244.txt,1,12,Other,Actionable,Actionable,,
5dd54144df23d819,54f213b1599442f3,54f213b1599442f3,2e089187d18691ec,"Our newest endeavor, askROI, is a generative AI platform built upon a proprietary LLM.",1437491,2024,10-K,2024/QTR3/20240716_10-K_edgar_data_1437491_0001214659-24-012432.txt,3,12,Other,Actionable,Actionable,,
24c6b6e21ee41d3b,66d3411e9fcbc960,66d3411e9fcbc960,54fd02f16b4edddc,"Reiss brings in-depth expertise in could, SaaS, AI, cybersecurity, and application networking to DZS.",1101680,2024,10-K,2024/QTR3/20240813_10-K_edgar_data_1101680_0000950170-24-096409.txt,10,12,Other,Actionable,Actionable,,
8b17e3468ddc4cfe,77342759203bcd77,77342759203bcd77,6489b2d76fe80847,"This Infrastructure-as-a-Service (IaaS) enables use cases including backups, multi-cloud, application storage, ransomware protection, and storage for AI/ML workflows.",1462056,2024,10-K,2024/QTR2/20240401_10-K_edgar_data_1462056_0001462056-24-000033.txt,1,12,Other,Actionable,Actionable,,
3ee96e20d4a80060,7ca6b8e29e78951c,7ca6b8e29e78951c,2785fb0f732b8c95,"Intellicheck provides access to a wide variety of data signals including device fingerprinting, IP address, phone number, time zone, geographic location and more to analyze, using machine learning, the risk of doing business with that person.",1040896,2024,10-K,2024/QTR2/20240401_10-K_edgar_data_1040896_0001628280-24-013949.txt,1,12,Other,Actionable,Actionable,,
b60b7f5a448b3f85,7d4c06804162eb57,7d4c06804162eb57,b270512ed828f24a,"These tools provide advanced, AI-powered phishing detection and remediation for all Microsoft 365 email users in the environment.",1088413,2024,10-K,2024/QTR3/20240913_10-K_edgar_data_1088413_0001437749-24-029155.txt,1,12,Other,Actionable,Actionable,,
811143c7d3b7df3a,7e49234e05b97d3a,7e49234e05b97d3a,92eebee445453be7,"Our solutions help firms reduce regulatory, financial, and reputational risk through workflow and automation, AI, predictive analytics, and rules-based risk scoring.",1565687,2024,10-K,2024/QTR3/20240826_10-K_edgar_data_1565687_0000950170-24-100587.txt,22,12,Other,Actionable,Actionable,,
e468170516766fb9,8df3e66e9603e7d7,8df3e66e9603e7d7,356713394f2ca053,"It also includes Tanzu AI Solutions, a set of capabilities that help application teams deliver generative AI-powered, intelligent applications quickly, safely, and at scale.",1730168,2024,10-K,2024/QTR4/20241220_10-K_edgar_data_1730168_0001730168-24-000139.txt,11,12,Other,Actionable,Actionable,,
ed39c3cad5c3e8f7,9f3382c6dbc53356,9f3382c6dbc53356,67903b7f42943ffb,"The Program is a diversified, systematic approach that uses machine learning on a portfolio of diversified, liquid financial and commodities futures contracts.",1261379,2024,10-K,2024/QTR2/20240401_10-K_edgar_data_1261379_0001213900-24-028573.txt,1,12,Other,Actionable,Actionable,,
cec8ccd31f1c7e24,9ff3a54dcf4d9d8a,9ff3a54dcf4d9d8a,bd2238fbee89c539,"Additionally, we deliver a range of connectivity solutions for the Internet of Things, smartphones, tablet computers, virtual reality and artificial intelligence/machine learning applications to help our customers meet their current challenges and future innovations.",1385157,2024,10-K,2024/QTR4/20241112_10-K_edgar_data_1385157_0001558370-24-015227.txt,1,12,Other,Actionable,Actionable,,
07128f55eee65089,a6d17d220588733f,a6d17d220588733f,12979cd488809993,"BOSS Money's growth strategy includes: Expansion of our international payout network with a focus on certain popular destinations in Africa and Asia; Expansion of origination beyond the United States and Canada to the United Kingdom and, potentially over the longer term, to European countries with large immigrant populations; Continued migration of our BOSS Revolution and IDT Digital Payments customers from competitors to BOSS Money; Further enhancement to our BOSS Money app, BOSS Revolution app and retailer portal; Increasing the number of BOSS Money retail agents; and Addition of new features and offerings. net2phone net2phone's revenues were 82.3 million in fiscal 2024 compared to 72.4 million in fiscal 2023. net2phone's income from operations was 1.7 million in fiscal 2024 compared to loss from operations of 2.8 million in fiscal 2023. net2phone enables its customers to transform their communications by leveraging its cloud platform to provide solutions that enable more intelligent, flexible and adaptive communications. net2phone operates in the United States, Canada, Mexico, Central and South America and Spain. net2phone's offerings include: Unified Communications as a Service (UCaaS): net2phone's Unite branded UCaaS service utilizes its cloud platform to provide conversational continuity across channels from any connected device tethered or mobile and to measure, manage and analyze those communications for enhanced insight and productivity. net2phone provides its UCaaS customers that convert from on-premise PBXs with advanced Internet Protocol, or IP, desktop phones and/or with a bring-your-own-device solution accessed through its integrated web portal and through net2phone's mobile app. net2phone's UCaaS service includes multi-channel communications with voice management features, unlimited domestic and international calling to over 40 countries, robust messaging and chat tools, voicemail to email transcription, client analytics, AI-powered functionalities including instant call summaries and transcripts, internal team chat, the net2phone Huddle video conferencing service, and reporting and system management capabilities accessed through its online console. net2phone's UCaaS service integrates seamlessly with business communication platforms (such as Microsoft Teams and Slack), leading customer relationship management, or CRM, services (such as SalesForce, Zoho and others) and text-based communications platforms. net2phone adds features, enhancements and integrations on a regular basis leveraging its agile development philosophy.",1005731,2024,10-K,2024/QTR4/20241015_10-K_edgar_data_1005731_0001493152-24-041147.txt,3,12,Other,Actionable,Actionable,,
9779e22af46e6209,a928348797a55919,a928348797a55919,ef317e2dd6ee95a3,"AI, ML and Data Analytics NETSOL leverages the power of artificial intelligence (AI), machine learning (MI) and data analytics, transforming data into actionable insights, assisting organizations in making smarter decisions, predicting future trends, automating tedious tasks and customizing the user experience.",1039280,2024,10-K,2024/QTR3/20240930_10-K_edgar_data_1039280_0001493152-24-038751.txt,3,12,Other,Actionable,Actionable,,
3ba849532d680b2a,b59ff216d0c5a897,b59ff216d0c5a897,68d33ee89a955d4a,"Once the results of the scan are uploaded to our Aerodentis AI Cloud, a remote dental professional will develop a treatment plan for that patient using our Platform.",1282980,2024,10-K,2024/QTR2/20240401_10-K_edgar_data_1282980_0001213900-24-028793.txt,12,12,Other,Actionable,Actionable,,
00e4a2604a0468ec,b5c8399bb55eccda,b5c8399bb55eccda,6f14a124157d5bf1,"We have entered into a Loan Agreement with Beyebe AI pursuant to which we may borrow up to 1,000,000 to fund our operations.",2016167,2024,10-K,2024/QTR4/20241227_10-K_edgar_data_2016167_0001753926-24-002159.txt,10,12,Other,Actionable,Actionable,,
63c2078522c7339d,be9c48c98e0bc106,be9c48c98e0bc106,7709ba80e2cb0671,"With embedded AI and analytics, our solutions improve business insight, employee productivity, customer experiences, asset utilization, collaboration, supply chain efficiency and risk management.",1002638,2024,10-K,2024/QTR3/20240801_10-K_edgar_data_1002638_0001002638-24-000052.txt,4,12,Other,Actionable,Actionable,,
08189fa427fcdf1c,bf3125d8212cf786,bf3125d8212cf786,f2cdcbd529f98499,"IoTT World Inc. will manage the data platform for all sports resulting from the recently signed a joint venture agreement with the cross-Ing, an artificial intelligence (AI) company, as described below at page 2.",1121795,2024,10-K,2024/QTR4/20241011_10-K_edgar_data_1121795_0001079973-24-001394.txt,1,12,Other,Actionable,Actionable,,
0a6ad745a23579f2,c883bd0b3af9c66a,c883bd0b3af9c66a,9ee2d8f8a21a2fc3,"Web application firewalls are designed to protect external facing applications, while our email security gateway utilizes machine learning and multilayered detection techniques designed to filter malicious emails.",1003815,2024,10-K,2024/QTR1/20240322_10-K_edgar_data_1003815_0001410578-24-000276.txt,1,12,Other,Actionable,Actionable,,
5c6bb35f4f33df77,c96eb13848bd9356,c96eb13848bd9356,285c703f07be2eae,"Artificial Intelligence-enabled workflow automation and self-service, enhancing customer experience with features like rapid escalation, intelligent routing and contextual awareness.",1023731,2024,10-K,2024/QTR2/20240521_10-K_edgar_data_1023731_0001023731-24-000042.txt,7,12,Other,Actionable,Actionable,,
9e7ac7b2c819ab16,cb9347e7d69630e8,cb9347e7d69630e8,eb56e926107a23ea,These algorithms are developed through the utilization of intelligence and machine learning by means of training various models.,1074828,2024,10-K,2024/QTR4/20241114_10-K_edgar_data_1074828_0001654954-24-014480.txt,4,12,Other,Actionable,Actionable,,
ba594dafd3442c7b,cec708a4a5d22601,cec708a4a5d22601,55cc80734374fdbe,"Developments Bridgeline launched multiple new product enhancements this year, particularly in the area of Artificial Intelligence AI and Generative AI.",1378590,2024,10-K,2024/QTR4/20241226_10-K_edgar_data_1378590_0001437749-24-038328.txt,2,12,Other,Actionable,Actionable,,
cc12d57c8ccc862b,daaa2b2c419e2496,daaa2b2c419e2496,97d63e6c8eea2dc9,"We are making investments in AI initiatives, including generative AI, to, among other things, recommend relevant unconnected content across our products, enhance our advertising tools, develop new products, and develop new features for existing products.",1326205,2024,10-K,2024/QTR2/20240624_10-K_edgar_data_1326205_0001185185-24-000650.txt,5,12,Other,Actionable,Actionable,,
5d0bf3a1db9eadc5,e2df4d3a834cff5f,e2df4d3a834cff5f,5b47bcbd1929603c,This cloud-based AI-driven security operations platform for the modern SOC harnesses the power of AI to radically improve security outcomes and transform security operations.,1327567,2024,10-K,2024/QTR3/20240906_10-K_edgar_data_1327567_0001327567-24-000029.txt,31,12,Other,Actionable,Actionable,,
1319a1fdf61b9e7f,e8670325d27532fe,e8670325d27532fe,ecefa070a45e4e23,"We have invested and expect to continue to invest heavily in research and development for new and innovative products, including AI solutions.",1616533,2024,10-K,2024/QTR4/20241024_10-K_edgar_data_1616533_0001628280-24-043646.txt,24,12,Other,Actionable,Actionable,,
b162d7cf2e386f7e,f233cfa1e8291d6d,f233cfa1e8291d6d,2681119ba1f2fb80,"In addition, Dow Jones produces customized Due Diligence Reports to assist its customers with regulatory compliance, including IntegrityCheck, a generative AI-enabled automated report.",1564708,2024,10-K,2024/QTR3/20240813_10-K_edgar_data_1564708_0001564708-24-000408.txt,2,12,Other,Actionable,Actionable,,
68652b49305bd892,f4ee531efae47b5f,f4ee531efae47b5f,268ac367071de0a7,Huidor recently developed cineSearch which is the Company's AI-based conversational chatbot for advanced content recommendations.,1173204,2024,10-K,2024/QTR3/20240701_10-K_edgar_data_1173204_0000950170-24-079718.txt,1,12,Other,Actionable,Actionable,,
aa93d9529c08a614,fd676d1f8031506f,fd676d1f8031506f,dbf16dd1158358fd,"From February 2021 to April 2022, Benjamin has served as Senior Capital Market Advisor for Iveda Solutions, Inc. (NASDAQ: IVDA), an AI and IoT technology company to assist with financing and uplisting to Nasdaq.",1066764,2024,10-K,2024/QTR2/20240401_10-K_edgar_data_1066764_0001493152-24-012444.txt,1,12,Other,Actionable,Actionable,,
2f3f377d32e881d9,00cf3a33066f8f08,00cf3a33066f8f08,38facb658e4e672c,"Our introduction and use of AI may present business, compliance, and reputational challenges that could lead to operational or reputational damage, competitive harm, legal and regulatory risk, and additional costs, any of which could materially and adversely affect our business, financial condition, and results of operations.",1157408,2024,10-K,2024/QTR3/20240807_10-K_edgar_data_1157408_0001558370-24-011134.txt,9,12,Other,Irrelevant,Irrelevant,,
9e94ac2eda0c4b87,057bcae2029a93ad,057bcae2029a93ad,443e08880e8e2f62,The rapid evolution and increased adoption of artificial intelligence technologies may intensify our cybersecurity risks.,1058090,2024,10-K,2024/QTR1/20240208_10-K_edgar_data_1058090_0001562762-24-000023.txt,1,12,Other,Irrelevant,Irrelevant,,
65846d4589f55242,0b37635eccee9b5f,0b37635eccee9b5f,4a4bef394b87af1d,"Additionally, the introduction of new technologies and services, including voice assistance, artificial intelligence, internet-of-things and machine learning, and the emergence of new industry standards and practices related to these technological developments could render our existing technologies and services obsolete and unmarketable or require unanticipated investments in technology.",1460329,2024,10-K,2024/QTR2/20240402_10-K_edgar_data_1460329_0001437749-24-010639.txt,1,12,Other,Irrelevant,Irrelevant,,
3401075dbc3d96da,1069c59f19e6d217,1069c59f19e6d217,b20fd8e21c06b400,"In addition, new technologies, such as artificial intelligence, may present new technological risks or vulnerabilities.",100493,2024,10-K,2024/QTR4/20241112_10-K_edgar_data_100493_0000100493-24-000119.txt,2,12,Other,Irrelevant,Irrelevant,,
0551e8d29b7404cd,269d1a8a212963fb,269d1a8a212963fb,73c3f4fc52f00050,"These may include new software applications or related services based on artificial intelligence, machine learning, or robotics.",1396536,2024,10-K,2024/QTR2/20240401_10-K_edgar_data_1396536_0001079973-24-000473.txt,14,12,Other,Irrelevant,Irrelevant,,
ecf8c3ad74ff3110,2ecc46c5a84e0546,2ecc46c5a84e0546,01828225b196fdd8,"AI solutions may use algorithms, datasets or training methodologies that are incomplete, reflect biases, or contain other flaws or deficiencies.",1032975,2024,10-K,2024/QTR2/20240516_10-K_edgar_data_1032975_0001032975-24-000023.txt,10,12,Other,Irrelevant,Irrelevant,,
14abd2355f67723f,314d4039f96e3700,314d4039f96e3700,e48da8f67563649d,"In particular, the legal and regulatory landscape governing AI remains unsettled, and developments in this area may adversely impact our business.",1754301,2024,10-K,2024/QTR3/20240808_10-K_edgar_data_1754301_0001628280-24-036123.txt,13,12,Other,Irrelevant,Irrelevant,,
e3ba47a8b9601acc,31d44f1187e75a0e,31d44f1187e75a0e,d6ba7cb74b1d5333,"Additionally, search engines may incorporate artificial intelligence into their platforms in ways that we cannot predict.",1117297,2024,10-K,2024/QTR3/20240821_10-K_edgar_data_1117297_0000950170-24-099495.txt,5,12,Other,Irrelevant,Irrelevant,,
8dbe798b0c5bfa6f,328a0eccbd1b9f58,328a0eccbd1b9f58,5b40dd9c221b3adf,"AI technologies are complex, and generative AI technologies, in particular, are rapidly evolving.",1528396,2024,10-K,2024/QTR3/20240916_10-K_edgar_data_1528396_0001528396-24-000105.txt,10,12,Other,Irrelevant,Irrelevant,,
3aae3df31455fb55,38b678e54deb2012,38b678e54deb2012,2bd771db99cc65ba,"Advances in technology, new discoveries in the field of cryptography, quantum computing, or artificial intelligence, other events or developments may result in a compromise or breach of the security practices we use to protect sensitive customer transaction information and employee information.",1022408,2024,10-K,2024/QTR2/20240523_10-K_edgar_data_1022408_0001140361-24-027200.txt,10,12,Other,Irrelevant,Irrelevant,,
4c9fac59b455bb2e,42b54953198518a5,42b54953198518a5,7794865e606d9a47,"AI technologies may exacerbate existing risks, including risks associated with data privacy, cybersecurity, IP, healthcare fraud and abuse, drug development and manufacturing, and risks to patients or human subjects in clinical trials.",1053369,2024,10-K,2024/QTR3/20240701_10-K_edgar_data_1053369_0001493152-24-025829.txt,5,12,Other,Irrelevant,Irrelevant,,
986f32cd3fa63099,4f26dbccd1aa7e90,4f26dbccd1aa7e90,f9fd64883e5adf26,"If our use of AI becomes controversial, we may experience brand or reputational harm, competitive harm, or legal liability.",1644378,2024,10-K,2024/QTR4/20241112_10-K_edgar_data_1644378_0001644378-24-000042.txt,9,12,Other,Irrelevant,Irrelevant,,
53c6010cfc2b2966,60ef3609a925d0c7,60ef3609a925d0c7,3737af597d9e9be9,"Failure to develop and adopt artificial intelligence (""AI"") technology could also hinder our competitiveness and growth potential.",1681622,2024,10-K,2024/QTR4/20241119_10-K_edgar_data_1681622_0001681622-24-000089.txt,1,12,Other,Irrelevant,Irrelevant,,
727b22ffdade45ba,63739f50b9062f44,63739f50b9062f44,99c00a5cd7aa96f9,"For example, disruptive technologies such as AI/ML may significantly alter the market for our products in unpredictable ways and reduce customer demand.",1308547,2024,10-K,2024/QTR4/20241119_10-K_edgar_data_1308547_0001628280-24-048519.txt,4,12,Other,Irrelevant,Irrelevant,,
fa86dc32320d824d,64fb92adb52e0b4f,64fb92adb52e0b4f,d45aad6a9beb03d3,Governments have passed and are likely to pass additional laws regulating generative AI.,1070494,2024,10-K,2024/QTR1/20240228_10-K_edgar_data_1070494_0000950170-24-021473.txt,2,12,Other,Irrelevant,Irrelevant,,
4b54ff14b2c5116e,68f66c20583974c9,68f66c20583974c9,6b546f14272a285e,"At the same time, the use or offering of AI technologies may result in new or expanded risks and liabilities, including enhanced government or regulatory scrutiny, litigation, compliance issues, ethical concerns, confidentiality, reputational harm, and security risks.",1281845,2024,10-K,2024/QTR4/20241017_10-K_edgar_data_1281845_0001493152-24-041450.txt,3,12,Other,Irrelevant,Irrelevant,,
17ccdb7920fc82f0,6c391dbfae4ef60a,6c391dbfae4ef60a,ea992ace72120c58,"Further, we expect that the breadth and complexity of our IT systems and infrastructure will increase as we expand our product offerings to utilize cloud technologies and potentially artificial intelligence, which present inherent enterprise technology risks, including those related to privacy, data protection and cybersecurity, that need to be managed.",10795,2024,10-K,2024/QTR4/20241127_10-K_edgar_data_10795_0000010795-24-000084.txt,3,12,Other,Irrelevant,Irrelevant,,
25e83aacff08782e,6d95bf45f9dbcc7a,6d95bf45f9dbcc7a,aeae03e5ceb75dd3,"Should our AI generate suboptimal or contentious outcomes, or if public perception of AI shifts negatively due to perceived risks, we may encounter operational challenges, competitive disadvantages, legal liabilities, reputational harm, or other business impacts.",1032220,2024,10-K,2024/QTR4/20241121_10-K_edgar_data_1032220_0001032220-24-000094.txt,20,12,Other,Irrelevant,Irrelevant,,
9ae39cdd49709e4b,6df10678e6e1e0fd,6df10678e6e1e0fd,743bea01efb4d041,"Additionally, the rapid evolution of artificial intelligence and integration of machine learning technologies into our internal systems may intensify our cybersecurity risks and create new risks to our business, operations, and financial condition.",1041803,2024,10-K,2024/QTR4/20241030_10-K_edgar_data_1041803_0001041803-24-000044.txt,3,12,Other,Irrelevant,Irrelevant,,
97b3275b874641f5,6eb59a61d063fec8,6eb59a61d063fec8,e751fe971e42723d,Issues in the development and use of AI may result in reputational or competitive harm or liability.,1066194,2024,10-K,2024/QTR3/20240912_10-K_edgar_data_1066194_0001558370-24-012767.txt,25,12,Other,Irrelevant,Irrelevant,,
9b68a84fbee986b4,74beb06eeed453a8,74beb06eeed453a8,9c956c61feaa04c2,"In addition, due to the fast pace and unpredictability of cybersecurity threats, including from emerging technologies, such as advanced forms of machine learning, AI and quantum computing, long-term implementation plans designed to address cybersecurity risks become obsolete quickly and, in some cases, it may be difficult to anticipate or immediately detect such incidents and the damage they cause.",1114925,2024,10-K,2024/QTR3/20240909_10-K_edgar_data_1114925_0001683168-24-006264.txt,7,12,Other,Irrelevant,Irrelevant,,
d0fd32e0246ddf0c,7d75bea3fd883d72,7d75bea3fd883d72,aa5569a865658a62,"With generative AI tools, threat actors may have additional tools to automate breaches or persistent attacks, evade detection, or generate sophisticated phishing emails.",1005210,2024,10-K,2024/QTR4/20241127_10-K_edgar_data_1005210_0000950170-24-131309.txt,2,12,Other,Irrelevant,Irrelevant,,
2c39a7c1fa1190b9,824d09b206af5d27,824d09b206af5d27,b4752574b89acd9d,"Further, a breach of an artificial intelligence and machine learning-based solution offered by another endpoint security provider could cause the market to lose confidence in next-generation security software generally, including the Company's solutions.",1070235,2024,10-K,2024/QTR2/20240404_10-K_edgar_data_1070235_0001070235-24-000057.txt,9,12,Other,Irrelevant,Irrelevant,,
2bb7238ed3563f2b,829636c452640265,829636c452640265,56c4d36f2c8584d2,Our business is exposed to certain risks associated with artificial intelligence AI and other new technologies.,1001838,2024,10-K,2024/QTR1/20240229_10-K_edgar_data_1001838_0001558370-24-002119.txt,1,12,Other,Irrelevant,Irrelevant,,
8c907a074b485996,8ea5d9a6d032ed24,8ea5d9a6d032ed24,12802548d5e73388,This aligns with industry trends and the anticipated incremental spend on application and data security due to generative AI.,1022505,2024,10-K,2024/QTR4/20241213_10-K_edgar_data_1022505_0001493152-24-049837.txt,5,12,Other,Irrelevant,Irrelevant,,
c183fc412bcbd66a,9db9fef9b1c54b94,9db9fef9b1c54b94,9eb3a1412f32789a,"If our ML- AI models fail to adequately predict the creditworthiness of borrowers due to the design of our models or programming or other errors, and our ML- AI models do not detect and account for such errors, or any of the other components of our credit decision process fails, we may experience higher than forecasted loan losses.",1064722,2024,10-K,2024/QTR2/20240417_10-K_edgar_data_1064722_0001493152-24-015016.txt,19,12,Other,Irrelevant,Irrelevant,,
5bae9b3739db4329,9ec901a6342cc02a,9ec901a6342cc02a,c84ad991b2421175,"The development and use of Artificial Intelligence, or AI, present risks and challenges that may adversely impact our business .",1000209,2024,10-K,2024/QTR1/20240307_10-K_edgar_data_1000209_0000950170-24-027942.txt,1,12,Other,Irrelevant,Irrelevant,,
c6c3a2e6cbc293ea,a2b7405477a63e44,a2b7405477a63e44,8596e847ef4af894,"Our applications and uses of trademarks relating to our design, software or artificial intelligence technologies could be found to infringe upon existing trademark ownership and rights.",1930021,2024,10-K,2024/QTR3/20240815_10-K_edgar_data_1930021_0001213900-24-069692.txt,1,12,Other,Irrelevant,Irrelevant,,
4a82824305be530e,adf70e90d4bdda9a,adf70e90d4bdda9a,7fce4871cfa907d4,"We believe that the U.S. and global utility grids lack sufficient capacity to supply enough electricity to all the new EVs, AI, data centers, electrified industry and other electrical devices which are becoming increasingly available to consumers and business, especially considering the number of national and state governments that have announced future bans on the sale of gasoline and diesel vehicles, as early as 2025 in Norway, and 2035 in Europe, with most bans being put in place no later than 2040.",1398805,2024,10-K,2024/QTR2/20240416_10-K_edgar_data_1398805_0001683168-24-002470.txt,1,12,Other,Irrelevant,Irrelevant,,
a1348787e09feed4,ae48b97d23ee96dd,ae48b97d23ee96dd,2d5a057739614e74,"As technology continues to evolve, more tasks currently performed by people have been and may continue to be replaced by automation, robotics, machine learning, AI and other technological advances outside of our control.",1084765,2024,10-K,2024/QTR3/20240722_10-K_edgar_data_1084765_0001084765-24-000089.txt,3,12,Other,Irrelevant,Irrelevant,,
