batch_id,batch_row_id,sampling_seed,selection_reason,sentence_id,sentence_text_id,sentence,sentence_norm,label,is_uncertain,uncertainty_note,source_file,source_year,source_quarter,source_form,source_cik,sentence_index,manifest_id,manifest_row_id,source_window_id,token_count,fragment_score,integrity_flags,sic,ff12_code,ff12_name,industry_metadata_source,length_bin,edge_case_flag,filing_selection_reason,original_sentence,original_sentence_index,prior_manual_label,prior_assistive_label,source_section,match_status,match_score,candidate_sentence_index,prelabel_eligible,skip_reason
labeling_batch_v1,d2244d3a89f6a43a,20260306,quarter_ff12_round_robin,b6d5079dbf6d7219,7554f898c716af07,"EPAM has used its software engineering expertise to become a leading global provider of digital engineering, cloud and artificial intelligence-enabled transformation services, as well as a leading business and experience consulting partner for global enterprises and ambitious start-ups.",epam has used its software engineering expertise to become a leading global provider of digital engineering cloud and artificial intelligence enabled transformation services as well as a leading business and experience consulting partner for global enterprises and ambitious start ups,,,,2024/QTR1/20240222_10-K_edgar_data_1352010_0001352010-24-000008.txt,2024,1,10-K,1352010,1,pilot_2024_10k_v1,e4c53435ae14c5c0,active_2021_2024,40,0.0,[],7370.0,6,BusEq,controls_by_firm_year,long,False,quarter_ff12_round_robin,"Business Overview EPAM has used its software engineering expertise to become a leading global provider of digital engineering, cloud and artificial intelligence-enabled transformation services, as well as a leading business and experience consulting partner for global enterprises and ambitious start-ups.",1,nan,,item_1_business,exact,1.0,1,True,
labeling_batch_v1,a9efac39389f6bb8,20260306,quarter_ff12_round_robin,d585b999ea5eaa56,2bc6e2abcd38f3d7,"We have used our software engineering expertise to become a leading global provider of digital engineering, cloud and AI-enabled transformation services, as well as a leading business and experience consulting partner for global enterprises and ambitious startups.",we have used our software engineering expertise to become a leading global provider of digital engineering cloud and ai enabled transformation services as well as a leading business and experience consulting partner for global enterprises and ambitious startups,,,,2024/QTR1/20240222_10-K_edgar_data_1352010_0001352010-24-000008.txt,2024,1,10-K,1352010,3,pilot_2024_10k_v1,e4c53435ae14c5c0,active_2021_2024,34,0.0,[],7370.0,6,BusEq,controls_by_firm_year,long,False,quarter_ff12_round_robin,"Data, Analytics and Artificial Intelligence With deep expertise in data and analytics, business intelligence and cloud platform development, we navigate the complexities of building and scaling new data capabilities necessary for the evolving environment.",3,nan,,item_1a_risk_factors,rescued_similarity,0.148521,22,True,
labeling_batch_v1,2323d14233381934,20260306,quarter_ff12_round_robin,6fd59ad7f9a00747,68f530cd556c181c,"We have used our software engineering expertise to become a leading global provider of digital engineering, cloud and AI-enabled transformation services, as well as a leading business and experience consulting partner for global enterprises and ambitious startups.",we have used our software engineering expertise to become a leading global provider of digital engineering cloud and ai enabled transformation services as well as a leading business and experience consulting partner for global enterprises and ambitious startups,,,,2024/QTR1/20240222_10-K_edgar_data_1352010_0001352010-24-000008.txt,2024,1,10-K,1352010,23,pilot_2024_10k_v1,e4c53435ae14c5c0,active_2021_2024,39,0.0,[],7370.0,6,BusEq,controls_by_firm_year,long,False,quarter_ff12_round_robin,"Executive Summary We have used our software engineering expertise to become a leading global provider of digital engineering, cloud and AI-enabled transformation services, as well as a leading business and experience consulting partner for global enterprises and ambitious startups.",23,nan,,item_1a_risk_factors,exact,1.0,22,True,
labeling_batch_v1,f9ca13d6b212cd21,20260306,quarter_ff12_round_robin,1f7cfc4e51903d17,5cc98d71d1bc7c0c,"We implemented our City Route Optimization technology at our service centers during 2023, which has successfully improved efficiencies and lowered costs addressing the environmental impact of our fuel emissions in our city pickup and delivery operations through the use of algorithms created using AI and historical data.",we implemented our city route optimization technology at our service centers during 2023 which has successfully improved efficiencies and lowered costs addressing the environmental impact of our fuel emissions in our city pickup and delivery operations through the use of algorithms created using ai and historical data,,,,2024/QTR1/20240223_10-K_edgar_data_894405_0001558370-24-001622.txt,2024,1,10-K,894405,4,pilot_2024_10k_v1,1188e9f94a2aa084,active_2021_2024,76,0.0,[],4213.0,12,Other,controls_by_firm_year,long,False,quarter_ff12_round_robin,"Our IT systems are vulnerable to interruption by adverse weather conditions or natural disasters; power loss; telecommunications failures; terrorist attacks; internet failures and other disruptions to technology, including 20 Table of Contents computer viruses; and other events beyond our control, including cybersecurity incidents such as denial of service, system failure, security breach, intentional or inadvertent acts by employees or vendors with access to our systems or data, phishing, disruption by malware, or attacks enabled by AI.",4,nan,,item_1_business,rescued_similarity,0.067914,3,True,
labeling_batch_v1,7db3733345dda11d,20260306,quarter_diversity_fill,ee327529092f6184,1dc797a1854d1b07,"(ai) Intellectual Property Rights means trade marks, service marks, rights in trade names, business names, logos and get-up and any goodwill attaching to the same, patents, rights in inventions, design rights, copyrights (including copyrights in software), database rights, rights in domain names and URLs, rights in Know-how, and all other similar rights in any part of the world including, where such rights are obtained or enhanced by registration, any registration of such rights and applications and rights to apply for such registrations.",ai intellectual property rights means trade marks service marks rights in trade names business names logos and get up and any goodwill attaching to the same patents rights in inventions design rights copyrights including copyrights in software database rights rights in domain names and urls rights in know how and all other similar rights in any part of the world including where such rights are obtained or enhanced by registration any registration of such rights and applications and rights to apply for such registrations,,,,2024/QTR1/20240228_10-K_edgar_data_1000694_0001000694-24-000007.txt,2024,1,10-K,1000694,1,pilot_2024_10k_v1,86b6695c9054d4f8,active_2021_2024,82,0.0,[],,12,Other,unknown,long,False,quarter_fill,"(ai) Intellectual Property Rights means trade marks, service marks, rights in trade names, business names, logos and get-up and any goodwill attaching to the same, patents, rights in inventions, design rights, copyrights (including copyrights in software), database rights, rights in domain names and URLs, rights in Know-how, and all other similar rights in any part of the world including, where such rights are obtained or enhanced by registration, any registration of such rights and applications and rights to apply for such registrations.",1,nan,,item_7_mda,exact,1.0,1,True,
labeling_batch_v1,123541d963f54fcb,20260306,quarter_diversity_fill,bb47cd599da87e48,c70f3c9203c19e94,"As a result of these competitive advantages, our competitors and potential competitors may be able to respond more quickly to market forces, take advantage of acquisitions or other opportunities more readily, undertake more extensive marketing campaigns for their brands, products and services, more successfully utilize developing technology, including data analytics, artificial intelligence, and machine learning, and make more attractive offers to our existing and potential customers. 17 We are dependent upon the availability of credit, and changes in interest rates can impact our business.",as a result of these competitive advantages our competitors and potential competitors may be able to respond more quickly to market forces take advantage of acquisitions or other opportunities more readily undertake more extensive marketing campaigns for their brands products and services more successfully utilize developing technology including data analytics artificial intelligence and machine learning and make more attractive offers to our existing and potential customers 17 we are dependent upon the availability of credit and changes in interest rates can impact our business,,,,2024/QTR1/20240229_10-K_edgar_data_1000623_0001000623-24-000009.txt,2024,1,10-K,1000623,1,pilot_2024_10k_v1,2ec9ff91d6d692ed,active_2021_2024,66,0.0,[],,12,Other,unknown,long,True,quarter_fill,"As a result of these competitive advantages, our competitors and potential competitors may be able to respond more quickly to market forces, take advantage of acquisitions or other opportunities more readily, undertake more extensive marketing campaigns for their brands, products and services, more successfully utilize developing technology, including data analytics, artificial intelligence, and machine learning, and make more attractive offers to our existing and potential customers.",1,nan,,item_1_business,similarity,0.849752,1,True,
labeling_batch_v1,829636c452640265,20260306,quarter_diversity_fill,56c4d36f2c8584d2,e334fa6d529b2099,Our business is exposed to certain risks associated with artificial intelligence AI and other new technologies.,our business is exposed to certain risks associated with artificial intelligence ai and other new technologies,,,,2024/QTR1/20240229_10-K_edgar_data_1001838_0001558370-24-002119.txt,2024,1,10-K,1001838,1,pilot_2024_10k_v1,c86005d01367acff,active_2021_2024,16,0.0,[],,12,Other,unknown,medium,False,quarter_fill,Our business is exposed to certain risks associated with artificial intelligence AI and other new technologies.,1,nan,,item_1_business,exact,1.0,1,True,
labeling_batch_v1,29d0e1cced93ea41,20260306,quarter_diversity_fill,e8e83c9072dbe69d,e61e8324d8354172,"For example, nowadays a major number of software, hardware, services and in general technological solutions vendors are including AI components for a very wide range of applications; and we may find improvement opportunities by developing and applying AI in several of our business and operational processes.",for example nowadays a major number of software hardware services and in general technological solutions vendors are including ai components for a very wide range of applications and we may find improvement opportunities by developing and applying ai in several of our business and operational processes,,,,2024/QTR1/20240229_10-K_edgar_data_1001838_0001558370-24-002119.txt,2024,1,10-K,1001838,2,pilot_2024_10k_v1,c86005d01367acff,active_2021_2024,46,0.0,[],,12,Other,unknown,long,True,quarter_fill,"For example, nowadays a major number of software, hardware, services and in general technological solutions vendors are including AI components for a very wide range of applications; and we may find improvement opportunities by developing and applying AI in several of our business and operational processes.",2,nan,,item_1_business,exact,1.0,2,True,
labeling_batch_v1,0c05517ef52bd4a3,20260306,quarter_diversity_fill,f8276926a94d6f5c,c918f0609a02951e,"Our ability to implement new technologies, including AI, may affect our competitiveness and, consequently, our results of operations.",our ability to implement new technologies including ai may affect our competitiveness and consequently our results of operations,,,,2024/QTR1/20240229_10-K_edgar_data_1001838_0001558370-24-002119.txt,2024,1,10-K,1001838,3,pilot_2024_10k_v1,c86005d01367acff,active_2021_2024,18,0.0,[],,12,Other,unknown,medium,True,quarter_fill,"Our ability to implement new technologies, including AI, may affect our competitiveness and, consequently, our results of operations.",3,nan,,item_1_business,exact,1.0,3,True,
labeling_batch_v1,9f6edd9617dedf98,20260306,quarter_diversity_fill,359aa6023eaf64c6,41edb487722fe788,"In addition, we may utilize AI and other new technologies in software provided by third parties to enhance our capabilities in producing copper, improving business processes and responding to threats to our technology platforms.",in addition we may utilize ai and other new technologies in software provided by third parties to enhance our capabilities in producing copper improving business processes and responding to threats to our technology platforms,,,,2024/QTR1/20240229_10-K_edgar_data_1001838_0001558370-24-002119.txt,2024,1,10-K,1001838,4,pilot_2024_10k_v1,c86005d01367acff,active_2021_2024,34,0.0,[],,12,Other,unknown,long,True,quarter_fill,"In addition, we may utilize AI and other new technologies in software provided by third parties to enhance our capabilities in producing copper, improving business processes and responding to threats to our technology platforms.",4,nan,,item_1_business,exact,1.0,4,True,
labeling_batch_v1,835134f4d3a3439b,20260306,quarter_diversity_fill,4b873d84bdc19408,2d08bad4714d68aa,The use of AI when lacking of a strategy and a governance model may increase our exposure to cybersecurity risks and additional risks relating to the protection of data.,the use of ai when lacking of a strategy and a governance model may increase our exposure to cybersecurity risks and additional risks relating to the protection of data,,,,2024/QTR1/20240229_10-K_edgar_data_1001838_0001558370-24-002119.txt,2024,1,10-K,1001838,5,pilot_2024_10k_v1,c86005d01367acff,active_2021_2024,29,0.0,[],,12,Other,unknown,long,True,quarter_fill,The use of AI when lacking of a strategy and a governance model may increase our exposure to cybersecurity risks and additional risks relating to the protection of data.,5,nan,,item_1_business,exact,1.0,5,True,
labeling_batch_v1,5b8433b064fefcc7,20260306,quarter_diversity_fill,c93d40aa23b5aef2,496d430fe68b7d88,"Cyber attacks could include viruses, malicious or destructive code, phishing attacks, denial of service attacks, supply chain attacks, ransomware and other extortion-based attacks, improper access by third parties, attacks on email systems, and attacks leading to data loss, operational control, or exploitation of vulnerabilities specific to internally developed systems or to those provided and/or maintained by our suppliers, including those attacks arising from or generated by artificial intelligence, among various other security breaches.",cyber attacks could include viruses malicious or destructive code phishing attacks denial of service attacks supply chain attacks ransomware and other extortion based attacks improper access by third parties attacks on email systems and attacks leading to data loss operational control or exploitation of vulnerabilities specific to internally developed systems or to those provided and or maintained by our suppliers including those attacks arising from or generated by artificial intelligence among various other security breaches,,,,2024/QTR1/20240229_10-K_edgar_data_1002910_0001002910-24-000056.txt,2024,1,10-K,1002910,2,pilot_2024_10k_v1,77315bb51c5729b2,active_2021_2024,73,0.0,[],,12,Other,unknown,long,True,quarter_fill,"Cyber attacks could include viruses, malicious or destructive code, phishing attacks, denial of service attacks, supply chain attacks, ransomware and other extortion-based attacks, improper access by third parties, attacks on email systems, and attacks leading to data loss, operational control, or exploitation of vulnerabilities specific to internally developed systems or to those provided and/or maintained by our suppliers, including those attacks arising from or generated by artificial intelligence, among various other security breaches.",2,nan,,item_1a_risk_factors,exact,1.0,2,True,
labeling_batch_v1,396acf00fe2e19c2,20260306,quarter_diversity_fill,638fb54699bbe41a,f0fc4bc053138873,"Accordingly, no matter how well designed or implemented our controls are, we will not be able to anticipate all security breaches of these types, including security threats that may result from third parties improperly employing AI technologies, and we may not be able to implement effective preventive measures against such security breaches in a timely manner.",accordingly no matter how well designed or implemented our controls are we will not be able to anticipate all security breaches of these types including security threats that may result from third parties improperly employing ai technologies and we may not be able to implement effective preventive measures against such security breaches in a timely manner,,,,2024/QTR1/20240306_10-K_edgar_data_1001614_0001001614-24-000010.txt,2024,1,10-K,1001614,1,pilot_2024_10k_v1,2c6049524ae17b96,active_2021_2024,56,0.0,[],,12,Other,unknown,long,True,quarter_fill,"Accordingly, no matter how well designed or implemented our controls are, we will not be able to anticipate all security breaches of these types, including security threats that may result from third parties improperly employing AI technologies, and we may not be able to implement effective preventive measures against such security breaches in a timely manner.",1,nan,,item_1a_risk_factors,exact,1.0,1,True,
labeling_batch_v1,9ec901a6342cc02a,20260306,quarter_diversity_fill,c84ad991b2421175,cf709124d81a5c75,"The development and use of Artificial Intelligence, or AI, present risks and challenges that may adversely impact our business .",the development and use of artificial intelligence or ai present risks and challenges that may adversely impact our business,,,,2024/QTR1/20240307_10-K_edgar_data_1000209_0000950170-24-027942.txt,2024,1,10-K,1000209,1,pilot_2024_10k_v1,05ed206c8b4fb0eb,active_2021_2024,20,0.0,[],,12,Other,unknown,medium,True,quarter_fill,"The development and use of Artificial Intelligence, or AI, present risks and challenges that may adversely impact our business .",1,nan,,item_1a_risk_factors,exact,1.0,1,True,
labeling_batch_v1,6db237c27f5e1f67,20260306,quarter_diversity_fill,203d3d4b98263e0b,ed5a9a1a8a58cb3d,"We or our third-party vendors, service providers, dealerships, contractors or FSPs with which we have relationships may develop or incorporate AI technology in certain business processes, services or products.",we or our third party vendors service providers dealerships contractors or fsps with which we have relationships may develop or incorporate ai technology in certain business processes services or products,,,,2024/QTR1/20240307_10-K_edgar_data_1000209_0000950170-24-027942.txt,2024,1,10-K,1000209,2,pilot_2024_10k_v1,05ed206c8b4fb0eb,active_2021_2024,29,0.0,[],,12,Other,unknown,long,True,quarter_fill,"We or our third-party vendors, service providers, dealerships, contractors or FSPs with which we have relationships may develop or incorporate AI technology in certain business processes, services or products.",2,nan,,item_1a_risk_factors,exact,1.0,2,True,
labeling_batch_v1,651574e1f5bd724f,20260306,quarter_diversity_fill,9bf1cfde30d910a5,0b9f848519a4bd57,The development and use of AI present a number of risks and challenges to our business.,the development and use of ai present a number of risks and challenges to our business,,,,2024/QTR1/20240307_10-K_edgar_data_1000209_0000950170-24-027942.txt,2024,1,10-K,1000209,3,pilot_2024_10k_v1,05ed206c8b4fb0eb,active_2021_2024,16,0.0,[],,12,Other,unknown,medium,False,quarter_fill,The development and use of AI present a number of risks and challenges to our business.,3,nan,,item_1a_risk_factors,exact,1.0,3,True,
labeling_batch_v1,bb407b110bf780f8,20260306,quarter_diversity_fill,eb3177dbc1005f1d,73fee3c5b676a9d5,"The legal and regulatory environment relating to AI is uncertain and rapidly evolving, both in the U.S. and internationally, and includes regulatory schemes targeted specifically at AI as well as provisions in intellectual property, privacy, consumer protection, employment and other laws applicable to the use of AI.",the legal and regulatory environment relating to ai is uncertain and rapidly evolving both in the u s and internationally and includes regulatory schemes targeted specifically at ai as well as provisions in intellectual property privacy consumer protection employment and other laws applicable to the use of ai,,,,2024/QTR1/20240307_10-K_edgar_data_1000209_0000950170-24-027942.txt,2024,1,10-K,1000209,4,pilot_2024_10k_v1,05ed206c8b4fb0eb,active_2021_2024,47,0.0,[],,12,Other,unknown,long,True,quarter_fill,"The legal and regulatory environment relating to AI is uncertain and rapidly evolving, both in the U.S. and internationally, and includes regulatory schemes targeted specifically at AI as well as provisions in intellectual property, privacy, consumer protection, employment and other laws applicable to the use of AI.",4,nan,,item_1a_risk_factors,exact,1.0,4,True,
labeling_batch_v1,44231065f065bbe2,20260306,quarter_diversity_fill,56525e396d7dc01f,f77ebb42c28ee1ad,"AI models, particularly generative AI models, may produce output or take action that is incorrect, that result in the release of private, confidential or proprietary information, that reflect biases included in the data on which they are trained, infringe on the intellectual property rights of others, or that is otherwise harmful or which produce outcomes contrary to the expectations of consumers.",ai models particularly generative ai models may produce output or take action that is incorrect that result in the release of private confidential or proprietary information that reflect biases included in the data on which they are trained infringe on the intellectual property rights of others or that is otherwise harmful or which produce outcomes contrary to the expectations of consumers,,,,2024/QTR1/20240307_10-K_edgar_data_1000209_0000950170-24-027942.txt,2024,1,10-K,1000209,5,pilot_2024_10k_v1,05ed206c8b4fb0eb,active_2021_2024,61,0.0,[],,12,Other,unknown,long,True,quarter_fill,"AI models, particularly generative AI models, may produce output or take action that is incorrect, that result in the release of private, confidential or proprietary information, that reflect biases included in the data on which they are trained, infringe on the intellectual property rights of others, or that is otherwise harmful or which produce outcomes contrary to the expectations of consumers.",5,nan,,item_1a_risk_factors,exact,1.0,5,True,
labeling_batch_v1,85aee086290ddbad,20260306,quarter_diversity_fill,66f7a1c49bf35fd7,580d7069ac856955,"In addition, the complexity of many AI models makes it challenging to understand why they are generating particular outputs.",in addition the complexity of many ai models makes it challenging to understand why they are generating particular outputs,,,,2024/QTR1/20240307_10-K_edgar_data_1000209_0000950170-24-027942.txt,2024,1,10-K,1000209,6,pilot_2024_10k_v1,05ed206c8b4fb0eb,active_2021_2024,19,0.0,[],,12,Other,unknown,medium,False,quarter_fill,"In addition, the complexity of many AI models makes it challenging to understand why they are generating particular outputs.",6,nan,,item_1a_risk_factors,exact,1.0,6,True,
labeling_batch_v1,b9a6fc11471571e2,20260306,quarter_diversity_fill,a522c8a07bf2d70a,bb15492c9e09c675,"This limited transparency increases the challenges associated with assessing the proper operation of AI models, understanding and monitoring the capabilities of the AI models, reducing erroneous output, eliminating bias and complying with regulations that require documentation or explanation of the basis on which decisions are made.",this limited transparency increases the challenges associated with assessing the proper operation of ai models understanding and monitoring the capabilities of the ai models reducing erroneous output eliminating bias and complying with regulations that require documentation or explanation of the basis on which decisions are made,,,,2024/QTR1/20240307_10-K_edgar_data_1000209_0000950170-24-027942.txt,2024,1,10-K,1000209,7,pilot_2024_10k_v1,05ed206c8b4fb0eb,active_2021_2024,46,0.0,[],,12,Other,unknown,long,False,quarter_fill,"This limited transparency increases the challenges associated with assessing the proper operation of AI models, understanding and monitoring the capabilities of the AI models, reducing erroneous output, eliminating bias and complying with regulations that require documentation or explanation of the basis on which decisions are made.",7,nan,,item_1a_risk_factors,exact,1.0,7,True,
