batch_id,batch_row_id,sampling_seed,selection_reason,sentence_id,sentence_text_id,sentence,sentence_norm,source_file,source_year,source_quarter,source_form,source_cik,sentence_index,manifest_id,manifest_row_id,source_window_id,token_count,fragment_score,integrity_flags,sic,ff12_code,ff12_name,industry_metadata_source,length_bin,edge_case_flag,filing_selection_reason,original_sentence,original_sentence_index,prior_manual_label,prior_assistive_label,source_section,match_status,match_score,candidate_sentence_index,prelabel_eligible,skip_reason,assistive_label,assistive_confidence,assistive_rationale,assistive_model,assistive_generated_at,assistive_prompt_hash,label,is_uncertain,uncertainty_note
labeling_batch_v1,d2244d3a89f6a43a,20260306,quarter_ff12_round_robin,b6d5079dbf6d7219,7554f898c716af07,"EPAM has used its software engineering expertise to become a leading global provider of digital engineering, cloud and artificial intelligence-enabled transformation services, as well as a leading business and experience consulting partner for global enterprises and ambitious start-ups.",epam has used its software engineering expertise to become a leading global provider of digital engineering cloud and artificial intelligence enabled transformation services as well as a leading business and experience consulting partner for global enterprises and ambitious start ups,2024/QTR1/20240222_10-K_edgar_data_1352010_0001352010-24-000008.txt,2024,1,10-K,1352010,1,pilot_2024_10k_v1,e4c53435ae14c5c0,active_2021_2024,40,0.0,[],7370.0,6,BusEq,controls_by_firm_year,long,False,quarter_ff12_round_robin,"Business Overview EPAM has used its software engineering expertise to become a leading global provider of digital engineering, cloud and artificial intelligence-enabled transformation services, as well as a leading business and experience consulting partner for global enterprises and ambitious start-ups.",1,,,item_1_business,exact,1.0,1,True,,Actionable,high,Firm states past use and current provider status of AI-enabled transformation services.,gpt-5-mini,2026-03-13T00:08:16.894837+00:00,c67194dc2e8d9b937cf1eb975d6dba4eb035612ad258c450e32367be7832eb4f,Actionable,,
labeling_batch_v1,a9efac39389f6bb8,20260306,quarter_ff12_round_robin,d585b999ea5eaa56,2bc6e2abcd38f3d7,"We have used our software engineering expertise to become a leading global provider of digital engineering, cloud and AI-enabled transformation services, as well as a leading business and experience consulting partner for global enterprises and ambitious startups.",we have used our software engineering expertise to become a leading global provider of digital engineering cloud and ai enabled transformation services as well as a leading business and experience consulting partner for global enterprises and ambitious startups,2024/QTR1/20240222_10-K_edgar_data_1352010_0001352010-24-000008.txt,2024,1,10-K,1352010,3,pilot_2024_10k_v1,e4c53435ae14c5c0,active_2021_2024,34,0.0,[],7370.0,6,BusEq,controls_by_firm_year,long,False,quarter_ff12_round_robin,"Data, Analytics and Artificial Intelligence With deep expertise in data and analytics, business intelligence and cloud platform development, we navigate the complexities of building and scaling new data capabilities necessary for the evolving environment.",3,,,item_1a_risk_factors,rescued_similarity,0.148521,22,True,,Actionable,high,Firm asserts past factual claim of being a provider and having used expertise to deliver AI-enabled services.,gpt-5-mini,2026-03-13T00:08:18.648185+00:00,e971f9e25d8850259e984f04075b1278273882fe528818bac547a948cdef5da3,Actionable,,
labeling_batch_v1,2323d14233381934,20260306,quarter_ff12_round_robin,6fd59ad7f9a00747,68f530cd556c181c,"We have used our software engineering expertise to become a leading global provider of digital engineering, cloud and AI-enabled transformation services, as well as a leading business and experience consulting partner for global enterprises and ambitious startups.",we have used our software engineering expertise to become a leading global provider of digital engineering cloud and ai enabled transformation services as well as a leading business and experience consulting partner for global enterprises and ambitious startups,2024/QTR1/20240222_10-K_edgar_data_1352010_0001352010-24-000008.txt,2024,1,10-K,1352010,23,pilot_2024_10k_v1,e4c53435ae14c5c0,active_2021_2024,39,0.0,[],7370.0,6,BusEq,controls_by_firm_year,long,False,quarter_ff12_round_robin,"Executive Summary We have used our software engineering expertise to become a leading global provider of digital engineering, cloud and AI-enabled transformation services, as well as a leading business and experience consulting partner for global enterprises and ambitious startups.",23,,,item_1a_risk_factors,exact,1.0,22,True,,Actionable,high,Firm asserts past/current factual claim of being a provider and having used expertise for AI-enabled services.,gpt-5-mini,2026-03-13T00:08:20.355123+00:00,e971f9e25d8850259e984f04075b1278273882fe528818bac547a948cdef5da3,Actionable,,
labeling_batch_v1,f9ca13d6b212cd21,20260306,quarter_ff12_round_robin,1f7cfc4e51903d17,5cc98d71d1bc7c0c,"We implemented our City Route Optimization technology at our service centers during 2023, which has successfully improved efficiencies and lowered costs addressing the environmental impact of our fuel emissions in our city pickup and delivery operations through the use of algorithms created using AI and historical data.",we implemented our city route optimization technology at our service centers during 2023 which has successfully improved efficiencies and lowered costs addressing the environmental impact of our fuel emissions in our city pickup and delivery operations through the use of algorithms created using ai and historical data,2024/QTR1/20240223_10-K_edgar_data_894405_0001558370-24-001622.txt,2024,1,10-K,894405,4,pilot_2024_10k_v1,1188e9f94a2aa084,active_2021_2024,76,0.0,[],4213.0,12,Other,controls_by_firm_year,long,False,quarter_ff12_round_robin,"Our IT systems are vulnerable to interruption by adverse weather conditions or natural disasters; power loss; telecommunications failures; terrorist attacks; internet failures and other disruptions to technology, including 20 Table of Contents computer viruses; and other events beyond our control, including cybersecurity incidents such as denial of service, system failure, security breach, intentional or inadvertent acts by employees or vendors with access to our systems or data, phishing, disruption by malware, or attacks enabled by AI.",4,,,item_1_business,rescued_similarity,0.067914,3,True,,Actionable,high,Statements describe implemented technology and its effects using AI during 2023—clear past factual capability.,gpt-5-mini,2026-03-13T00:08:22.300227+00:00,5e899f0d857b90a8ad48185f20cb0f04a39c47fed34e3596396aab881f81f077,Actionable,,
labeling_batch_v1,7db3733345dda11d,20260306,quarter_diversity_fill,ee327529092f6184,1dc797a1854d1b07,"(ai) Intellectual Property Rights means trade marks, service marks, rights in trade names, business names, logos and get-up and any goodwill attaching to the same, patents, rights in inventions, design rights, copyrights (including copyrights in software), database rights, rights in domain names and URLs, rights in Know-how, and all other similar rights in any part of the world including, where such rights are obtained or enhanced by registration, any registration of such rights and applications and rights to apply for such registrations.",ai intellectual property rights means trade marks service marks rights in trade names business names logos and get up and any goodwill attaching to the same patents rights in inventions design rights copyrights including copyrights in software database rights rights in domain names and urls rights in know how and all other similar rights in any part of the world including where such rights are obtained or enhanced by registration any registration of such rights and applications and rights to apply for such registrations,2024/QTR1/20240228_10-K_edgar_data_1000694_0001000694-24-000007.txt,2024,1,10-K,1000694,1,pilot_2024_10k_v1,86b6695c9054d4f8,active_2021_2024,82,0.0,[],,12,Other,unknown,long,False,quarter_fill,"(ai) Intellectual Property Rights means trade marks, service marks, rights in trade names, business names, logos and get-up and any goodwill attaching to the same, patents, rights in inventions, design rights, copyrights (including copyrights in software), database rights, rights in domain names and URLs, rights in Know-how, and all other similar rights in any part of the world including, where such rights are obtained or enhanced by registration, any registration of such rights and applications and rights to apply for such registrations.",1,,,item_7_mda,exact,1.0,1,True,,Irrelevant,high,Generic legal definition unrelated to firm-specific AI claims or capabilities.,gpt-5-mini,2026-03-13T00:08:25.025758+00:00,e689eee3bdf0d60031d386aeb11143c0172f5d1dc146c9d7e432372a9fca9c06,Irrelevant,,
labeling_batch_v1,123541d963f54fcb,20260306,quarter_diversity_fill,bb47cd599da87e48,c70f3c9203c19e94,"As a result of these competitive advantages, our competitors and potential competitors may be able to respond more quickly to market forces, take advantage of acquisitions or other opportunities more readily, undertake more extensive marketing campaigns for their brands, products and services, more successfully utilize developing technology, including data analytics, artificial intelligence, and machine learning, and make more attractive offers to our existing and potential customers. 17 We are dependent upon the availability of credit, and changes in interest rates can impact our business.",as a result of these competitive advantages our competitors and potential competitors may be able to respond more quickly to market forces take advantage of acquisitions or other opportunities more readily undertake more extensive marketing campaigns for their brands products and services more successfully utilize developing technology including data analytics artificial intelligence and machine learning and make more attractive offers to our existing and potential customers 17 we are dependent upon the availability of credit and changes in interest rates can impact our business,2024/QTR1/20240229_10-K_edgar_data_1000623_0001000623-24-000009.txt,2024,1,10-K,1000623,1,pilot_2024_10k_v1,2ec9ff91d6d692ed,active_2021_2024,66,0.0,[],,12,Other,unknown,long,True,quarter_fill,"As a result of these competitive advantages, our competitors and potential competitors may be able to respond more quickly to market forces, take advantage of acquisitions or other opportunities more readily, undertake more extensive marketing campaigns for their brands, products and services, more successfully utilize developing technology, including data analytics, artificial intelligence, and machine learning, and make more attractive offers to our existing and potential customers.",1,,,item_1_business,similarity,0.849752,1,True,,Irrelevant,high,"Generic competitive/risk statement mentioning AI, not a firm capability claim.",gpt-5-mini,2026-03-13T00:08:26.739119+00:00,ef71f8442d482e1cb7c90d04f2a45c6104ad9ec2c40c8a00ef1219ae434fae99,Irrelevant,,
labeling_batch_v1,829636c452640265,20260306,quarter_diversity_fill,56c4d36f2c8584d2,e334fa6d529b2099,Our business is exposed to certain risks associated with artificial intelligence AI and other new technologies.,our business is exposed to certain risks associated with artificial intelligence ai and other new technologies,2024/QTR1/20240229_10-K_edgar_data_1001838_0001558370-24-002119.txt,2024,1,10-K,1001838,1,pilot_2024_10k_v1,c86005d01367acff,active_2021_2024,16,0.0,[],,12,Other,unknown,medium,False,quarter_fill,Our business is exposed to certain risks associated with artificial intelligence AI and other new technologies.,1,,,item_1_business,exact,1.0,1,True,,Irrelevant,high,"Generic risk disclosure about AI exposure, no firm-specific current capability or offering.",gpt-5-mini,2026-03-13T00:08:30.268223+00:00,53be05333c594ce1b6c48f3fa35dd7624e13803338b6a4e5b1b2282b0ca896db,Irrelevant,,
labeling_batch_v1,29d0e1cced93ea41,20260306,quarter_diversity_fill,e8e83c9072dbe69d,e61e8324d8354172,"For example, nowadays a major number of software, hardware, services and in general technological solutions vendors are including AI components for a very wide range of applications; and we may find improvement opportunities by developing and applying AI in several of our business and operational processes.",for example nowadays a major number of software hardware services and in general technological solutions vendors are including ai components for a very wide range of applications and we may find improvement opportunities by developing and applying ai in several of our business and operational processes,2024/QTR1/20240229_10-K_edgar_data_1001838_0001558370-24-002119.txt,2024,1,10-K,1001838,2,pilot_2024_10k_v1,c86005d01367acff,active_2021_2024,46,0.0,[],,12,Other,unknown,long,True,quarter_fill,"For example, nowadays a major number of software, hardware, services and in general technological solutions vendors are including AI components for a very wide range of applications; and we may find improvement opportunities by developing and applying AI in several of our business and operational processes.",2,,,item_1_business,exact,1.0,2,True,,Speculative,high,"Firm expresses potential intention to develop/apply AI (forward-looking, not a present factual claim).",gpt-5-mini,2026-03-13T00:08:32.735042+00:00,595b8fc7d519469127eac5dadd68d91429fa65b3ac565b7fc8094a42cab61bf4,Speculative,,
labeling_batch_v1,0c05517ef52bd4a3,20260306,quarter_diversity_fill,f8276926a94d6f5c,c918f0609a02951e,"Our ability to implement new technologies, including AI, may affect our competitiveness and, consequently, our results of operations.",our ability to implement new technologies including ai may affect our competitiveness and consequently our results of operations,2024/QTR1/20240229_10-K_edgar_data_1001838_0001558370-24-002119.txt,2024,1,10-K,1001838,3,pilot_2024_10k_v1,c86005d01367acff,active_2021_2024,18,0.0,[],,12,Other,unknown,medium,True,quarter_fill,"Our ability to implement new technologies, including AI, may affect our competitiveness and, consequently, our results of operations.",3,,,item_1_business,exact,1.0,3,True,,Irrelevant,high,"Generic risk statement about potential impact of AI, not a firm-specific current capability claim.",gpt-5-mini,2026-03-13T00:08:34.579925+00:00,8491e6ae7197546bb0bd3f9a467c2257b694b3e2182b054953b2047a95af1d6b,Irrelevant,,
labeling_batch_v1,9f6edd9617dedf98,20260306,quarter_diversity_fill,359aa6023eaf64c6,41edb487722fe788,"In addition, we may utilize AI and other new technologies in software provided by third parties to enhance our capabilities in producing copper, improving business processes and responding to threats to our technology platforms.",in addition we may utilize ai and other new technologies in software provided by third parties to enhance our capabilities in producing copper improving business processes and responding to threats to our technology platforms,2024/QTR1/20240229_10-K_edgar_data_1001838_0001558370-24-002119.txt,2024,1,10-K,1001838,4,pilot_2024_10k_v1,c86005d01367acff,active_2021_2024,34,0.0,[],,12,Other,unknown,long,True,quarter_fill,"In addition, we may utilize AI and other new technologies in software provided by third parties to enhance our capabilities in producing copper, improving business processes and responding to threats to our technology platforms.",4,,,item_1_business,exact,1.0,4,True,,Speculative,high,Describes potential future use ('may utilize') not a present factual claim of capability or investment.,gpt-5-mini,2026-03-13T00:08:36.090567+00:00,4f3d4440caaf2e2a488fb0b145b7cb5125115506da3d65e4545ef39137584f32,Speculative,,
labeling_batch_v1,835134f4d3a3439b,20260306,quarter_diversity_fill,4b873d84bdc19408,2d08bad4714d68aa,The use of AI when lacking of a strategy and a governance model may increase our exposure to cybersecurity risks and additional risks relating to the protection of data.,the use of ai when lacking of a strategy and a governance model may increase our exposure to cybersecurity risks and additional risks relating to the protection of data,2024/QTR1/20240229_10-K_edgar_data_1001838_0001558370-24-002119.txt,2024,1,10-K,1001838,5,pilot_2024_10k_v1,c86005d01367acff,active_2021_2024,29,0.0,[],,12,Other,unknown,long,True,quarter_fill,The use of AI when lacking of a strategy and a governance model may increase our exposure to cybersecurity risks and additional risks relating to the protection of data.,5,,,item_1_business,exact,1.0,5,True,,Irrelevant,high,"Primary function is risk disclosure about AI exposure, not a firm capability or offering.",gpt-5-mini,2026-03-13T00:08:37.590866+00:00,ec7f06aeb7b438451766d04fea0162b785afe02ec3fa2c6e6e6dd2d5a1327e20,Irrelevant,,
labeling_batch_v1,5b8433b064fefcc7,20260306,quarter_diversity_fill,c93d40aa23b5aef2,496d430fe68b7d88,"Cyber attacks could include viruses, malicious or destructive code, phishing attacks, denial of service attacks, supply chain attacks, ransomware and other extortion-based attacks, improper access by third parties, attacks on email systems, and attacks leading to data loss, operational control, or exploitation of vulnerabilities specific to internally developed systems or to those provided and/or maintained by our suppliers, including those attacks arising from or generated by artificial intelligence, among various other security breaches.",cyber attacks could include viruses malicious or destructive code phishing attacks denial of service attacks supply chain attacks ransomware and other extortion based attacks improper access by third parties attacks on email systems and attacks leading to data loss operational control or exploitation of vulnerabilities specific to internally developed systems or to those provided and or maintained by our suppliers including those attacks arising from or generated by artificial intelligence among various other security breaches,2024/QTR1/20240229_10-K_edgar_data_1002910_0001002910-24-000056.txt,2024,1,10-K,1002910,2,pilot_2024_10k_v1,77315bb51c5729b2,active_2021_2024,73,0.0,[],,12,Other,unknown,long,True,quarter_fill,"Cyber attacks could include viruses, malicious or destructive code, phishing attacks, denial of service attacks, supply chain attacks, ransomware and other extortion-based attacks, improper access by third parties, attacks on email systems, and attacks leading to data loss, operational control, or exploitation of vulnerabilities specific to internally developed systems or to those provided and/or maintained by our suppliers, including those attacks arising from or generated by artificial intelligence, among various other security breaches.",2,,,item_1a_risk_factors,exact,1.0,2,True,,Irrelevant,high,"Generic risk disclosure mentioning AI as attack source, not a firm capability claim.",gpt-5-mini,2026-03-13T00:08:38.996322+00:00,355d0856965ce97bbb017cdf9ff7956584fcd41e545ebdcc544da0c6c165f41b,Irrelevant,,
labeling_batch_v1,396acf00fe2e19c2,20260306,quarter_diversity_fill,638fb54699bbe41a,f0fc4bc053138873,"Accordingly, no matter how well designed or implemented our controls are, we will not be able to anticipate all security breaches of these types, including security threats that may result from third parties improperly employing AI technologies, and we may not be able to implement effective preventive measures against such security breaches in a timely manner.",accordingly no matter how well designed or implemented our controls are we will not be able to anticipate all security breaches of these types including security threats that may result from third parties improperly employing ai technologies and we may not be able to implement effective preventive measures against such security breaches in a timely manner,2024/QTR1/20240306_10-K_edgar_data_1001614_0001001614-24-000010.txt,2024,1,10-K,1001614,1,pilot_2024_10k_v1,2c6049524ae17b96,active_2021_2024,56,0.0,[],,12,Other,unknown,long,True,quarter_fill,"Accordingly, no matter how well designed or implemented our controls are, we will not be able to anticipate all security breaches of these types, including security threats that may result from third parties improperly employing AI technologies, and we may not be able to implement effective preventive measures against such security breaches in a timely manner.",1,,,item_1a_risk_factors,exact,1.0,1,True,,Irrelevant,high,"Primary function is risk disclosure about AI-related threats, not a firm capability or offering.",gpt-5-mini,2026-03-13T00:08:40.637257+00:00,31b37f5fa3518c8f04d66fafb0dce66244e7375798973106d33a8fc744691070,Irrelevant,,
labeling_batch_v1,9ec901a6342cc02a,20260306,quarter_diversity_fill,c84ad991b2421175,cf709124d81a5c75,"The development and use of Artificial Intelligence, or AI, present risks and challenges that may adversely impact our business .",the development and use of artificial intelligence or ai present risks and challenges that may adversely impact our business,2024/QTR1/20240307_10-K_edgar_data_1000209_0000950170-24-027942.txt,2024,1,10-K,1000209,1,pilot_2024_10k_v1,05ed206c8b4fb0eb,active_2021_2024,20,0.0,[],,12,Other,unknown,medium,True,quarter_fill,"The development and use of Artificial Intelligence, or AI, present risks and challenges that may adversely impact our business .",1,,,item_1a_risk_factors,exact,1.0,1,True,,Irrelevant,high,"Generic risk disclosure about AI's impact, no firm-specific capability or investment claimed.",gpt-5-mini,2026-03-13T00:08:42.225407+00:00,78536f313105f64a79c19a7412b31f572d1363a6156599c90fad94f1011fab94,Irrelevant,,
